measured_on,ac_current__319,ac_current__669,ac_power__315,ac_power__665,ac_voltage__318,ac_voltage__668,ambient_temp__320,ambient_temp__670,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_current__667,dc_pos_voltage__316,dc_pos_voltage__666,dc_power__314,dc_power__664,intsolirrad__16,inverter_temp__673,module_temp_1__321,module_temp_1__671,module_temp_2__672,module_temp_f__18,poa_irradiance__663,wind_speed_mph__19,system_id
2010-03-31 09:05:00,6.409,,671.436,,123.255,,7.950999999999999,,,16.179,2.679,,266.142,,713.18,,,,26.2,,,,,,4
2010-03-31 09:06:00,6.62,,707.188,,123.379,,8.374,,,16.256,2.733,,275.05,,751.724,,,,26.3,,,,,,4
2010-03-31 09:07:00,6.61,,703.758,,123.337,,8.519999999999998,,,16.296,2.716,,276.132,,749.85,,,,27.066,,,,,,4
2010-03-31 09:08:00,6.546,,694.014,,123.336,,8.659,,,16.356,2.706,,272.544,,737.494,,,,27.717,,,,,,4
2010-03-31 09:09:00,6.604,,702.14,,123.358,,8.531,,,16.419,2.753,,271.782,,748.1359999999999,,,,28.021,,,,,,4
2010-03-31 09:10:00,6.52,,689.103,,123.296,,8.247,,,16.478,2.735,,268.84,,735.346,,,,27.89,,,,,,4
2010-03-31 09:11:00,6.606,,698.826,,123.241,,8.15,,,16.505,2.79,,267.738,,746.9779999999998,,,,27.393,,,,,,4
2010-03-31 09:12:00,6.614,,700.714,,123.26,,8.042,,,16.569,2.792,,268.922,,750.698,,,,27.622,,,,,,4
2010-03-31 09:13:00,6.619,,702.734,,123.329,,8.135,,,16.653,2.808,,267.504,,751.046,,,,28.249,,,,,,4
2010-03-31 09:14:00,6.637,,710.926,,123.365,,8.388999999999998,,,16.734,2.842,,265.85,,755.624,,,,28.615,,,,,,4
2010-03-31 09:15:00,6.687,,715.177,,123.431,,8.208999999999998,,,16.785,2.806,,271.936,,763.014,,,,28.51,,,,,,4
2010-03-31 09:16:00,6.695,,718.32,,123.413,,8.128999999999998,,,16.851,2.844,,269.09,,765.2319999999999,,,,29.129,,,,,,4
2010-03-31 09:17:00,6.715,,722.273,,123.466,,8.000999999999998,,,16.92,2.832,,271.666,,769.08,,,,29.455,,,,,,4
2010-03-31 09:18:00,6.751,,726.154,,123.43,,8.101,,,16.992,2.905,,266.344,,773.818,,,,30.105,,,,,,4
2010-03-31 09:19:00,6.744,,728.4779999999998,,123.43,,8.221,,,17.057,2.912,,265.868,,774.192,,,,30.312,,,,,,4
2010-03-31 09:20:00,6.779,,730.702,,123.477,,8.194,,,17.094,2.918,,266.94,,778.884,,,,30.334,,,,,,4
2010-03-31 09:21:00,6.789,,733.355,,123.363,,8.72,,,17.173,2.95,,264.272,,779.5599999999998,,,,31.519,,,,,,4
2010-03-31 09:22:00,6.771,,732.2709999999998,,123.294,,8.853,,,17.22,2.968,,262.194,,778.1559999999998,,,,31.99,,,,,,4
2010-03-31 09:23:00,6.764,,732.188,,123.325,,8.856999999999998,,,17.282,2.958,,262.816,,777.51,,,,31.486,,,,,,4
2010-03-31 09:24:00,6.785,,737.005,,123.336,,8.682,,,17.317,2.918,,268.05,,782.248,,,,31.498,,,,,,4
2010-03-31 09:25:00,6.794,,733.0359999999998,,123.333,,8.708999999999998,,,17.412,2.957,,264.564,,782.182,,,,31.349,,,,,,4
2010-03-31 09:26:00,6.825,,742.114,,123.352,,8.974999999999998,,,17.496,2.925,,269.444,,788.024,,,,31.01,,,,,,4
2010-03-31 09:27:00,6.849,,745.0929999999998,,123.358,,8.756999999999998,,,17.541,2.933,,270.044,,791.914,,,,30.609,,,,,,4
2010-03-31 09:28:00,6.86,,750.251,,123.312,,8.601,,,17.627,2.961,,268.948,,796.148,,,,30.409,,,,,,4
2010-03-31 09:29:00,6.885,,751.1269999999998,,123.35,,8.570999999999998,,,17.697,3.065,,260.264,,797.6699999999998,,,,30.655,,,,,,4
2010-03-31 09:30:00,6.925,,754.9199999999998,,123.4,,8.67,,,17.768,3.033,,265.494,,805.326,,,,30.791,,,,,,4
2010-03-31 09:31:00,6.939,,757.072,,123.437,,8.784,,,17.866,3.023,,266.892,,806.754,,,,31.632,,,,,,4
2010-03-31 09:32:00,6.953,,758.207,,123.465,,8.822,,,17.947,3.063,,264.194,,809.3139999999999,,,,31.837,,,,,,4
2010-03-31 09:33:00,6.977,,762.1699999999998,,123.448,,8.981,,,18.005,3.055,,265.722,,811.626,,,,32.114,,,,,,4
2010-03-31 09:34:00,6.832,,741.283,,123.488,,8.740999999999998,,,18.072,2.951,,267.742,,789.9299999999998,,,,31.678,,,,,,4
2010-03-31 09:35:00,6.629,,705.647,,123.397,,8.17,,,18.18,2.771,,271.23,,751.7519999999998,,,,30.874,,,,,,4
2010-03-31 09:36:00,6.927,,754.87,,123.59,,8.169,,,18.242,2.927,,275.21,,805.5359999999998,,,,30.883,,,,,,4
2010-03-31 09:37:00,7.026,,773.836,,123.471,,8.308,,,18.343,3.081,,267.342,,823.586,,,,31.081,,,,,,4
2010-03-31 09:38:00,7.067,,778.5209999999998,,123.441,,8.25,,,18.419,3.105,,267.192,,829.6,,,,32.014,,,,,,4
2010-03-31 09:39:00,7.064,,779.826,,123.465,,8.665,,,18.502,3.097,,267.84,,829.3959999999998,,,,33.134,,,,,,4
2010-03-31 09:40:00,7.057,,779.6889999999999,,123.452,,8.878999999999998,,,18.587,3.094,,268.37,,830.154,,,,33.58,,,,,,4
2010-03-31 09:41:00,7.108,,783.625,,123.489,,9.275,,,18.625,3.142,,265.874,,835.446,,,,33.797,,,,,,4
2010-03-31 09:42:00,7.125,,785.392,,123.442,,9.228,,,18.715,3.132,,267.988,,839.186,,,,33.717,,,,,,4
2010-03-31 09:43:00,7.128,,785.822,,123.468,,8.97,,,18.743,3.167,,265.256,,839.95,,,,33.672,,,,,,4
2010-03-31 09:44:00,7.176,,792.7029999999999,,123.405,,9.12,,,18.832,3.185,,266.556,,848.812,,,,34.174,,,,,,4
2010-03-31 09:45:00,7.193,,798.275,,123.389,,9.733,,,18.955,3.207,,265.302,,850.6559999999998,,,,34.213,,,,,,4
2010-03-31 09:46:00,7.18,,796.8819999999998,,123.344,,9.684,,,18.987,3.277,,259.166,,849.366,,,,35.287,,,,,,4
2010-03-31 09:47:00,7.158,,794.856,,123.344,,9.645,,,19.099,3.304,,256.014,,845.7799999999999,,,,36.51,,,,,,4
2010-03-31 09:48:00,7.236,,808.135,,123.37,,9.682,,,19.199,3.273,,262.796,,860.072,,,,36.921,,,,,,4
2010-03-31 09:49:00,7.288,,817.846,,123.388,,9.346,,,19.233,3.282,,264.722,,868.782,,,,37.557,,,,,,4
2010-03-31 09:50:00,7.253999999999999,,813.183,,123.372,,9.651,,,19.29,3.243,,266.1,,862.842,,,,37.014,,,,,,4
2010-03-31 09:51:00,7.012,,773.798,,123.354,,9.227,,,19.397,3.119,,263.578,,822.2179999999998,,,,36.213,,,,,,4
2010-03-31 09:52:00,6.8,,735.816,,123.326,,8.968,,,19.474,2.976,,263.54,,784.4,,,,35.86,,,,,,4
2010-03-31 09:53:00,6.569,,698.143,,123.175,,8.965,,,19.529,2.813,,263.518,,741.172,,,,36.516,,,,,,4
2010-03-31 09:54:00,6.071,,607.133,,122.964,,9.094,,,19.628,2.491,,259.868,,647.308,,,,36.589,,,,,,4
2010-03-31 09:55:00,6.829,,741.729,,123.311,,9.285,,,19.705,3.029,,259.992,,787.5359999999998,,,,37.062,,,,,,4
2010-03-31 09:56:00,6.806,,734.1319999999998,,123.299,,9.308,,,19.797,2.993,,261.894,,783.8619999999999,,,,37.68,,,,,,4
2010-03-31 09:57:00,6.893,,752.1839999999999,,123.311,,9.348,,,19.889,3.05,,262.78,,801.408,,,,37.742,,,,,,4
2010-03-31 09:58:00,7.517,,850.791,,123.47,,9.597,,,19.985,3.509,,258.644,,907.456,,,,38.667,,,,,,4
2010-03-31 09:59:00,7.437,,838.86,,123.472,,9.82,,,20.105,3.472,,257.206,,893.024,,,,38.326,,,,,,4
2010-03-31 10:00:00,7.187,,797.416,,123.405,,10.286,,,20.196,3.293,,258.29,,850.668,,,,37.802,,,,,,4
2010-03-31 10:01:00,7.426999999999999,,840.5449999999998,,123.447,,10.111,,,20.257,3.451,,258.37,,891.7799999999999,,,,37.125,,,,,,4
2010-03-31 10:02:00,7.492,,849.8769999999998,,123.529,,9.928,,,20.354,3.598,,250.932,,902.8320000000001,,,,36.971,,,,,,4
2010-03-31 10:03:00,7.519,,853.2079999999999,,123.466,,9.608,,,20.444,3.691,,245.838,,907.22,,,,36.936,,,,,,4
2010-03-31 10:04:00,7.175,,796.475,,123.233,,9.399,,,20.546,3.408,,248.976,,848.664,,,,36.821,,,,,,4
2010-03-31 10:05:00,7.125,,790.297,,123.155,,9.512,,,20.673,3.366,,250.062,,841.74,,,,37.814,,,,,,4
2010-03-31 10:06:00,6.481,,683.532,,123.008,,9.555,,,20.789,2.911,,250.344,,728.892,,,,38.62,,,,,,4
2010-03-31 10:07:00,5.89,,577.239,,122.722,,9.54,,,20.91,2.464,,249.546,,614.852,,,,37.235,,,,,,4
2010-03-31 10:08:00,7.263,,813.475,,123.316,,9.329,,,20.999,3.461,,250.152,,865.2559999999999,,,,37.818,,,,,,4
2010-03-31 10:09:00,7.341999999999999,,827.1169999999998,,123.421,,9.611,,,21.173,3.53,,248.652,,877.662,,,,38.626,,,,,,4
2010-03-31 10:10:00,7.126,,795.071,,123.334,,9.354,,,21.295,3.424,,246.54,,844.128,,,,37.499,,,,,,4
2010-03-31 10:11:00,7.216999999999999,,807.7329999999998,,123.305,,9.034,,,21.412,3.429,,250.506,,858.952,,,,36.825,,,,,,4
2010-03-31 10:12:00,7.072,,783.7849999999999,,123.271,,9.438,,,21.525,3.337,,249.408,,832.2279999999998,,,,36.361,,,,,,4
2010-03-31 10:13:00,6.58,,699.828,,123.014,,9.558,,,21.657,3.009,,247.406,,744.1359999999999,,,,35.636,,,,,,4
2010-03-31 10:14:00,7.002,,773.341,,123.125,,9.579,,,21.764,3.202,,255.93,,820.392,,,,35.109,,,,,,4
2010-03-31 10:15:00,7.486,,848.1649999999998,,123.32,,9.641,,,21.916,3.498,,257.924,,902.196,,,,35.758,,,,,,4
2010-03-31 10:16:00,6.955,,764.053,,123.155,,9.739,,,22.035,3.189,,254.402,,811.4299999999998,,,,36.803,,,,,,4
2010-03-31 10:17:00,6.933,,757.711,,123.144,,10.137,,,22.17,3.183,,253.318,,806.442,,,,38.174,,,,,,4
2010-03-31 10:18:00,6.673,,714.962,,123.038,,10.542,,,22.273,2.982,,254.762,,760.494,,,,38.79,,,,,,4
2010-03-31 10:19:00,7.873999999999999,,911.532,,123.464,,10.4,,,22.384,3.736,,259.016,,967.654,,,,39.964,,,,,,4
2010-03-31 10:20:00,7.819,,898.385,,123.486,,10.635,,,22.474,3.693,,259.392,,957.886,,,,40.979,,,,,,4
2010-03-31 10:21:00,8.035,,935.381,,123.594,,10.401,,,22.609,3.906,,254.69,,994.778,,,,40.093,,,,,,4
2010-03-31 10:22:00,8.037,,930.822,,123.446,,9.712,,,22.741,3.977,,249.786,,993.31,,,,39.45,,,,,,4
2010-03-31 10:23:00,7.623,,868.2809999999998,,123.326,,9.696,,,22.869,3.693,,250.31,,924.528,,,,39.262,,,,,,4
2010-03-31 10:24:00,7.127,,789.5539999999999,,123.117,,9.193,,,22.971,3.321,,253.642,,842.8719999999998,,,,38.085,,,,,,4
2010-03-31 10:25:00,7.402,,831.45,,123.214,,9.317,,,23.118,3.494,,254.496,,888.4059999999998,,,,38.35,,,,,,4
2010-03-31 10:26:00,7.944,,912.523,,123.449,,9.598,,,23.251,3.864,,252.91,,977.078,,,,38.774,,,,,,4
2010-03-31 10:27:00,7.941,,913.992,,123.479,,9.62,,,23.387,3.808,,256.69,,977.6,,,,39.249,,,,,,4
2010-03-31 10:28:00,7.978,,916.272,,123.479,,9.879,,,23.51,3.797,,259.054,,983.5100000000001,,,,39.948,,,,,,4
2010-03-31 10:29:00,6.401,,641.316,,122.863,,9.806,,,23.642,2.655,,259.466,,688.338,,,,39.928,,,,,,4
2010-03-31 10:30:00,5.827,,531.886,,122.578,,10.107,,,23.794,2.214,,258.496,,569.06,,,,38.53,,,,,,4
2010-03-31 10:31:00,7.804,,891.442,,123.377,,10.096,,,23.913,3.699,,258.232,,955.254,,,,39.009,,,,,,4
2010-03-31 10:32:00,7.988,,921.061,,123.459,,9.908,,,24.056,3.799,,259.388,,985.4860000000001,,,,39.337,,,,,,4
2010-03-31 10:33:00,7.825999999999999,,899.3809999999999,,123.555,,10.388,,,24.145,3.641,,264.022,,961.718,,,,38.762,,,,,,4
2010-03-31 10:34:00,7.517,,850.488,,123.489,,10.219,,,24.256,3.366,,270.348,,909.8560000000001,,,,38.329,,,,,,4
2010-03-31 10:35:00,7.66,,870.5599999999998,,123.54,,10.228,,,24.385,3.384,,275.93,,933.66,,,,38.76,,,,,,4
2010-03-31 10:36:00,7.744,,880.057,,123.601,,10.594,,,24.514,3.466,,273.096,,946.53,,,,38.966,,,,,,4
2010-03-31 10:37:00,7.481,,838.783,,123.505,,10.541,,,24.613,3.37,,268.05,,903.5340000000001,,,,39.009,,,,,,4
2010-03-31 10:38:00,7.65,,870.461,,123.562,,10.753,,,24.721,3.425,,272.01,,931.7120000000002,,,,39.223,,,,,,4
2010-03-31 10:39:00,7.867,,901.941,,123.591,,10.512,,,24.8,3.545,,273.324,,968.8080000000001,,,,39.431,,,,,,4
2010-03-31 10:40:00,7.623,,867.0209999999998,,123.462,,10.066,,,24.889,3.439,,269.686,,927.474,,,,39.789,,,,,,4
2010-03-31 10:41:00,8.037,,927.288,,123.587,,10.44,,,25.002,3.728,,267.732,,998.152,,,,39.495,,,,,,4
2010-03-31 10:42:00,7.791,,891.162,,123.499,,9.948,,,25.075,3.514,,272.128,,956.0340000000001,,,,40.079,,,,,,4
2010-03-31 10:43:00,7.477,,845.5829999999999,,123.391,,9.889,,,25.178,3.311,,272.694,,902.7600000000001,,,,39.981,,,,,,4
2010-03-31 10:44:00,7.109,,786.113,,123.251,,10.131,,,25.301,3.054,,274.906,,839.596,,,,39.951,,,,,,4
2010-03-31 10:45:00,6.159,,620.077,,122.819,,10.286,,,25.325,2.388,,278.972,,666.194,,,,39.151,,,,,,4
2010-03-31 10:46:00,6.399,,661.659,,122.98,,10.76,,,25.391,2.53,,280.746,,710.37,,,,38.439,,,,,,4
2010-03-31 10:47:00,6.476,,670.291,,123.105,,10.829,,,25.481,2.553,,282.008,,720.376,,,,37.793,,,,,,4
2010-03-31 10:48:00,5.705,,527.267,,122.791,,10.632,,,25.591,2.044,,278.236,,568.274,,,,36.227,,,,,,4
2010-03-31 10:49:00,6.107,,609.264,,122.945,,10.458,,,25.649,2.41,,271.476,,653.92,,,,35.435,,,,,,4
2010-03-31 10:50:00,6.763,,722.868,,123.241,,10.09,,,25.676,2.929,,264.494,,774.568,,,,35.366,,,,,,4
2010-03-31 10:51:00,7.296,,809.412,,123.428,,10.241,,,25.723,3.26,,266.328,,867.558,,,,35.545,,,,,,4
2010-03-31 10:52:00,7.958,,917.092,,123.674,,10.465,,,25.795,3.696,,266.088,,983.518,,,,36.583,,,,,,4
2010-03-31 10:53:00,8.045999999999998,,927.607,,123.753,,10.498,,,25.861,3.701,,269.272,,996.396,,,,37.419,,,,,,4
2010-03-31 10:54:00,8.62,,1021.744,,123.944,,10.787,,,25.934,4.103,,265.728,,1090.334,,,,38.872,,,,,,4
2010-03-31 10:55:00,8.407999999999998,,986.752,,123.787,,10.616,,,25.948,4.051,,260.754,,1056.134,,,,39.179,,,,,,4
2010-03-31 10:56:00,7.796999999999999,,891.96,,123.702,,10.367,,,25.942,3.674,,259.964,,954.97,,,,39.507,,,,,,4
2010-03-31 10:57:00,7.647999999999999,,870.379,,123.51,,10.384,,,25.982,3.575,,260.37,,930.638,,,,38.918,,,,,,4
2010-03-31 10:58:00,7.357,,822.058,,123.384,,10.351,,,26.047,3.374,,261.126,,881.0979999999998,,,,38.653,,,,,,4
2010-03-31 10:59:00,7.761999999999999,,888.1169999999998,,123.448,,10.487,,,26.06,3.629,,262.068,,951.126,,,,38.967,,,,,,4
2010-03-31 11:00:00,7.322,,824.062,,123.278,,10.544,,,26.128,3.329,,263.062,,875.9299999999998,,,,39.224,,,,,,4
2010-03-31 11:01:00,7.028,,775.5539999999999,,123.231,,10.414,,,26.204,3.099,,267.036,,827.3339999999998,,,,39.498,,,,,,4
2010-03-31 11:02:00,7.214,,801.0829999999999,,123.278,,10.813,,,26.277,3.13,,274.222,,858.34,,,,40.499,,,,,,4
2010-03-31 11:03:00,6.793,,734.099,,123.128,,11.073,,,26.296,2.789,,281.412,,784.712,,,,41.338,,,,,,4
2010-03-31 11:04:00,5.153,,392.132,,122.389,,11.032,,,26.323,1.485,,283.666,,421.038,,,,41.055,,,,,,4
2010-03-31 11:05:00,6.201,,622.554,,122.781,,11.298,,,26.346,2.41,,276.906,,667.022,,,,41.183,,,,,,4
2010-03-31 11:06:00,5.289,,414.946,,122.39,,11.147,,,26.325,1.64,,273.402,,448.716,,,,40.966,,,,,,4
2010-03-31 11:07:00,5.919,,566.746,,122.778,,10.992,,,26.35,2.282,,265.562,,604.794,,,,39.688,,,,,,4
2010-03-31 11:08:00,7.320999999999999,,819.322,,123.3,,10.928,,,26.39,3.342,,262.074,,875.83,,,,40.4,,,,,,4
2010-03-31 11:09:00,7.199,,800.9389999999999,,123.251,,11.32,,,26.422,3.246,,263.192,,854.282,,,,41.671,,,,,,4
2010-03-31 11:10:00,7.660999999999999,,876.941,,123.487,,11.786,,,26.497,3.507,,266.112,,933.386,,,,42.27,,,,,,4
2010-03-31 11:11:00,8.031,,929.226,,123.574,,11.988,,,26.529,3.766,,263.882,,993.512,,,,42.325,,,,,,4
2010-03-31 11:12:00,7.45,,840.5449999999998,,123.323,,11.844,,,26.54,3.459,,259.59,,897.774,,,,42.24,,,,,,4
2010-03-31 11:13:00,7.16,,796.706,,123.212,,10.789,,,26.502,3.247,,260.948,,847.264,,,,41.586,,,,,,4
2010-03-31 11:14:00,7.487,,845.302,,123.248,,10.57,,,26.585,3.397,,266.01,,903.542,,,,41.039,,,,,,4
2010-03-31 11:15:00,6.581,,699.569,,122.955,,11.051,,,26.612,2.848,,262.122,,746.4819999999999,,,,40.177,,,,,,4
2010-03-31 11:16:00,6.039,,600.307,,122.661,,11.026,,,26.669,2.447,,261.132,,639.304,,,,38.924,,,,,,4
2010-03-31 11:17:00,6.54,,690.964,,122.862,,10.479,,,26.694,2.778,,265.982,,739.272,,,,38.545,,,,,,4
2010-03-31 11:18:00,7.761,,887.0,,123.283,,10.398,,,26.757,3.514,,270.666,,950.456,,,,39.247,,,,,,4
2010-03-31 11:19:00,7.904,,907.804,,123.36,,10.643,,,26.81,3.703,,262.108,,970.498,,,,40.488,,,,,,4
2010-03-31 11:20:00,6.977,,764.571,,123.133,,10.874,,,26.857,3.09,,263.882,,815.772,,,,40.272,,,,,,4
2010-03-31 11:21:00,7.913999999999999,,914.213,,123.479,,10.79,,,26.885,3.664,,265.68,,973.3660000000002,,,,40.742,,,,,,4
2010-03-31 11:22:00,8.285999999999998,,966.156,,123.572,,10.585,,,26.922,3.883,,266.596,,1035.242,,,,41.225,,,,,,4
2010-03-31 11:23:00,8.083,,936.972,,123.521,,10.586,,,26.935,3.763,,266.742,,1003.682,,,,43.014,,,,,,4
2010-03-31 11:24:00,7.992,,925.455,,123.52,,11.116,,,26.995,3.719,,265.544,,987.6640000000002,,,,44.13,,,,,,4
2010-03-31 11:25:00,7.601,,863.794,,123.432,,11.661,,,27.042,3.549,,260.082,,923.11,,,,44.109,,,,,,4
2010-03-31 11:26:00,7.835,,897.57,,123.555,,11.512,,,27.072,3.759,,255.516,,960.542,,,,43.697,,,,,,4
2010-03-31 11:27:00,7.699,,882.667,,123.56,,11.11,,,27.096,3.636,,259.102,,942.146,,,,44.173,,,,,,4
2010-03-31 11:28:00,7.604,,864.273,,123.614,,10.849,,,27.157,3.566,,258.688,,922.426,,,,44.071,,,,,,4
2010-03-31 11:29:00,6.314,,630.983,,123.042,,10.807,,,27.177,2.591,,260.784,,676.282,,,,42.898,,,,,,4
2010-03-31 11:30:00,4.952,,348.1,,122.387,,10.452,,,27.2,1.468,,255.948,,375.656,,,,39.812,,,,,,4
2010-03-31 11:31:00,5.611,,510.437,,122.724,,10.22,,,27.226,2.173,,249.86,,543.85,,,,38.477,,,,,,4
2010-03-31 11:32:00,6.598,,697.262,,123.015,,10.409,,,27.292,2.982,,249.954,,745.272,,,,39.366,,,,,,4
2010-03-31 11:33:00,6.639,,704.634,,122.924,,10.42,,,27.337,3.011,,249.104,,749.7279999999998,,,,40.338,,,,,,4
2010-03-31 11:34:00,7.799,,892.4389999999999,,123.313,,10.801,,,27.358,3.889,,245.25,,953.918,,,,41.389,,,,,,4
2010-03-31 11:35:00,7.853,,901.7650000000002,,123.409,,11.268,,,27.391,3.917,,245.902,,963.2600000000001,,,,42.57,,,,,,4
2010-03-31 11:36:00,7.602,,862.969,,123.185,,11.029,,,27.412,3.675,,250.858,,921.8320000000001,,,,42.039,,,,,,4
2010-03-31 11:37:00,7.551,,854.633,,123.154,,11.203,,,27.423,3.532,,258.53,,913.134,,,,42.942,,,,,,4
2010-03-31 11:38:00,7.447,,844.856,,123.164,,11.389,,,27.489,3.465,,259.374,,898.658,,,,43.648,,,,,,4
2010-03-31 11:39:00,7.511999999999999,,850.13,,123.134,,11.164,,,27.482,3.505,,258.896,,907.392,,,,44.604,,,,,,4
2010-03-31 11:40:00,7.206,,802.558,,122.99,,11.469,,,27.46,3.304,,258.766,,854.808,,,,45.187,,,,,,4
2010-03-31 11:41:00,7.498999999999999,,846.799,,122.965,,11.128,,,27.502,3.542,,255.17,,903.982,,,,45.376,,,,,,4
2010-03-31 11:42:00,7.433,,840.116,,122.952,,11.221,,,27.543,3.429,,260.964,,894.7,,,,45.976,,,,,,4
2010-03-31 11:43:00,6.729,,721.1549999999999,,122.746,,11.537,,,27.593,2.941,,261.652,,769.652,,,,46.804,,,,,,4
2010-03-31 11:44:00,7.061,,777.4589999999998,,122.83,,11.718,,,27.683,3.097,,267.762,,829.0399999999998,,,,45.411,,,,,,4
2010-03-31 11:45:00,6.792,,733.014,,122.796,,11.59,,,27.737,2.866,,273.09,,782.49,,,,45.366,,,,,,4
2010-03-31 11:46:00,6.885,,749.359,,122.801,,11.969,,,27.794,2.974,,269.032,,799.8379999999999,,,,44.511,,,,,,4
2010-03-31 11:47:00,7.021,,769.922,,122.928,,11.536,,,27.802,3.051,,269.54,,822.244,,,,42.716,,,,,,4
2010-03-31 11:48:00,7.226,,801.996,,122.907,,11.607,,,27.869,3.191,,269.138,,858.794,,,,41.827,,,,,,4
2010-03-31 11:49:00,7.277999999999999,,811.471,,122.934,,11.75,,,27.967,3.261,,266.64,,869.186,,,,41.158,,,,,,4
2010-03-31 11:50:00,6.994,,765.49,,122.819,,11.944,,,28.02,3.109,,263.524,,819.206,,,,40.621,,,,,,4
2010-03-31 11:51:00,7.45,,838.178,,123.036,,11.912,,,28.032,3.433,,260.996,,895.416,,,,40.352,,,,,,4
2010-03-31 11:52:00,7.806,,892.868,,123.17,,11.487,,,28.031,3.598,,265.206,,954.216,,,,41.486,,,,,,4
2010-03-31 11:53:00,7.309999999999999,,817.5159999999998,,122.955,,11.762,,,28.164,3.325,,262.312,,872.0119999999998,,,,42.093,,,,,,4
2010-03-31 11:54:00,7.542,,857.3859999999999,,123.001,,11.902,,,28.174,3.541,,257.738,,912.55,,,,43.306,,,,,,4
2010-03-31 11:55:00,7.496,,847.443,,122.943,,12.154,,,28.264,3.456,,261.244,,902.772,,,,43.684,,,,,,4
2010-03-31 11:56:00,7.551,,857.816,,122.967,,12.262,,,28.33,3.539,,258.506,,914.94,,,,44.384,,,,,,4
2010-03-31 11:57:00,7.8,,892.274,,123.007,,12.543,,,28.384,3.754,,254.328,,954.804,,,,45.593,,,,,,4
2010-03-31 11:58:00,7.482,,843.4679999999998,,122.951,,12.457,,,28.398,3.474,,259.884,,902.81,,,,44.118,,,,,,4
2010-03-31 11:59:00,7.477,,844.129,,122.898,,12.511,,,28.405,3.533,,255.51,,902.53,,,,43.625,,,,,,4
2010-03-31 12:00:00,7.336999999999998,,819.217,,122.854,,12.475,,,28.458,3.421,,256.588,,877.63,,,,43.161,,,,,,4
2010-03-31 12:01:00,7.94,,913.2,,123.059,,12.02,,,28.486,3.82,,256.218,,978.902,,,,43.054,,,,,,4
2010-03-31 12:02:00,7.889999999999999,,903.549,,123.106,,12.143,,,28.559,3.782,,256.356,,969.45,,,,43.252,,,,,,4
2010-03-31 12:03:00,7.025,,770.159,,122.653,,11.84,,,28.663,3.2,,256.882,,822.014,,,,42.99,,,,,,4
2010-03-31 12:04:00,5.043,,378.5,,121.869,,11.842,,,28.731,1.589,,257.648,,409.44,,,,40.733,,,,,,4
2010-03-31 12:05:00,4.928,,342.484,,121.775,,11.579,,,28.792,1.439,,258.644,,372.192,,,,38.873,,,,,,4
2010-03-31 12:06:00,4.977,,353.787,,121.776,,11.413,,,28.843,1.45,,265.362,,384.638,,,,37.929,,,,,,4
2010-03-31 12:07:00,4.936,,342.28,,121.871,,11.507,,,28.905,1.413,,264.044,,373.028,,,,37.287,,,,,,4
2010-03-31 12:08:00,6.198,,597.108,,122.371,,11.49,,,28.899,2.401,,268.294,,641.948,,,,37.095,,,,,,4
2010-03-31 12:09:00,7.09,,772.416,,122.809,,11.745,,,28.88,3.122,,265.586,,828.7079999999999,,,,39.0,,,,,,4
2010-03-31 12:10:00,6.176,,623.336,,122.497,,12.432,,,28.918,2.446,,272.872,,667.968,,,,38.599,,,,,,4
2010-03-31 12:11:00,6.869,,745.192,,122.621,,12.489,,,28.897,2.914,,274.448,,799.288,,,,38.979,,,,,,4
2010-03-31 12:12:00,7.183,,791.349,,122.761,,12.393,,,28.918,3.085,,276.24,,852.22,,,,39.923,,,,,,4
2010-03-31 12:13:00,6.451,,672.367,,122.548,,12.235,,,28.869,2.593,,277.872,,720.6,,,,39.859,,,,,,4
2010-03-31 12:14:00,6.184,,615.892,,122.43,,11.996,,,28.86,2.44,,271.218,,662.336,,,,39.069,,,,,,4
2010-03-31 12:15:00,6.29,,641.399,,123.189,,11.659,,,28.848,2.552,,269.564,,687.246,,,,38.367,,,,,,4
2010-03-31 12:16:00,6.003,,591.691,,123.056,,11.892,,,28.84,2.345,,270.698,,634.93,,,,37.932,,,,,,4
2010-03-31 12:17:00,5.461,,479.909,,122.803,,11.627,,,28.866,1.925,,268.364,,516.66,,,,37.538,,,,,,4
2010-03-31 12:18:00,5.131,,400.478,,122.678,,11.522,,,28.859,1.615,,267.576,,432.132,,,,36.421,,,,,,4
2010-03-31 12:19:00,5.071,,386.054,,122.572,,11.447,,,28.844,1.595,,259.982,,414.57,,,,36.105,,,,,,4
2010-03-31 12:20:00,5.036,,377.317,,122.584,,11.71,,,28.79,1.584,,255.964,,405.378,,,,35.842,,,,,,4
2010-03-31 12:21:00,5.213,,426.65,,122.568,,11.853,,,28.772,1.776,,258.368,,458.556,,,,35.319,,,,,,4
2010-03-31 12:22:00,5.522,,498.49,,122.707,,12.142,,,28.742,2.14,,248.954,,532.916,,,,35.472,,,,,,4
2010-03-31 12:23:00,5.432,,476.964,,122.651,,12.589,,,28.705,2.04,,250.834,,511.732,,,,35.417,,,,,,4
2010-03-31 12:24:00,5.035,,372.345,,122.511,,12.517,,,28.634,1.605,,250.302,,401.724,,,,35.256,,,,,,4
2010-03-31 12:25:00,5.064,,387.001,,122.513,,12.377,,,28.561,1.633,,254.138,,414.42,,,,34.906,,,,,,4
