measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__326,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__324,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__322,module_temp_2__382,module_temp_3__323,module_temp_3__383,poa_irradiance__313,poa_irradiance__373,power_factor__327,power_factor__387,system_id
2011-06-16 00:00:00,0.1890999999999999,,3.2886,,122.5871,,19.2485,,13.3122,,19.5604,,0.0212,,1.617,,0.0362,,19.3766,,16.2881,,16.5266,,16.735,,-5.3428,,0.1337,,4
2011-06-16 00:01:00,0.1885999999999999,,3.1596,,122.5761,,19.2391,,13.3122,,19.5447,,0.0257,,1.9529,,0.0538,,19.3492,,16.2089,,16.4523,,16.6419,,-5.1647,,0.1333999999999999,,4
2011-06-16 00:02:00,0.1890999999999999,,3.396,,122.4988,,19.0474,,13.3122,,19.5282,,0.0171,,2.044,,0.035,,19.3084,,16.1762,,16.4336,,16.587,,-5.0459,,0.1335,,4
2011-06-16 00:03:00,0.1890999999999999,,3.224,,122.5428,,18.9995,,13.3122,,19.4971,,0.0190999999999999,,2.1009,,0.0417999999999999,,19.2586,,16.1219,,16.3145,,16.4895,,-4.8678,,0.1333999999999999,,4
2011-06-16 00:04:00,0.1885999999999999,,3.31,,122.5976,,18.9109,,13.3122,,19.47,,0.0143,,2.0839,,0.0261,,19.2086,,16.094,,16.3297,,16.4734,,-4.8085,,0.133,,4
2011-06-16 00:05:00,0.1889,,3.4175,,122.6185,,18.8293,,13.3126,,19.4429,,0.0132,,1.9985,,0.0262,,19.153,,16.0848,,16.2453,,16.4796,,-4.8085,,0.1341,,4
2011-06-16 00:06:00,0.1893,,3.482,,122.6201,,18.6027,,13.3126,,19.4293,,0.0171,,2.3117,,0.041,,19.1166,,16.016,,16.1884,,16.4213,,-4.8085,,0.1337,,4
2011-06-16 00:07:00,0.1889,,3.2886,,122.639,,18.5383,,13.3145,,19.3971,,0.0149999999999999,,2.0953,,0.0302,,19.0601,,16.0157,,16.1559,,16.428,,-4.5117,,0.133,,4
2011-06-16 00:08:00,0.1885999999999999,,3.4391,,122.6558,,18.6357,,13.3163,,19.3751,,0.021,,2.3288,,0.0492999999999999,,19.0339,,16.0157,,16.1399,,16.4071,,-4.393,,0.133,,4
2011-06-16 00:09:00,0.1885999999999999,,3.3746,,122.6474,,18.5665,,13.3172,,19.3367,,0.0152999999999999,,2.2263,,0.035,,18.9809,,16.0189,,16.155,,16.4124,,-4.5117,,0.1342,,4
