measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-05-21 00:00:00,5.056,-0.265,123.015,11.438,,188.851,0.008,1.792,0.014,,13.32,,,4
2010-05-21 00:01:00,5.057,0.066,123.04,11.135,,185.308,0.006,1.744,0.01,,13.209,,,4
2010-05-21 00:02:00,5.054,0.269,123.114,10.982,,178.486,0.006,1.636,0.01,,13.128,,,4
2010-05-21 00:03:00,5.056,0.0219999999999999,123.079,10.982,,199.798,0.004,1.674,0.008,,13.029,,,4
2010-05-21 00:04:00,5.055,0.11,123.048,10.986,,202.045,0.006,1.654,0.01,,12.917,,,4
2010-05-21 00:05:00,5.049,0.159,123.035,10.985,,215.739,0.008,1.744,0.012,,12.87,,,4
2010-05-21 00:06:00,5.055,0.121,123.075,11.071,,213.011,0.007,1.588,0.01,,12.859,,,4
2010-05-21 00:07:00,5.054,-0.028,123.116,11.089,,199.243,0.007,1.702,0.012,,12.785,,,4
2010-05-21 00:08:00,5.051,0.4179999999999999,123.118,11.125,,208.64,0.006,1.374,0.008,,12.751,,,4
2010-05-21 00:09:00,5.054,0.1809999999999999,123.01,11.14,,183.042,0.007,1.77,0.012,,12.713,,,4
2010-05-21 00:10:00,5.054,0.1479999999999999,123.107,11.188,,196.06,0.007,1.732,0.012,,12.722,,,4
2010-05-21 00:11:00,5.054,0.1809999999999999,123.104,11.265,,202.564,0.008,1.842,0.016,,12.792,,,4
2010-05-21 00:12:00,5.051,0.033,123.044,11.31,,204.463,0.006,1.714,0.012,,12.85,,,4
2010-05-21 00:13:00,5.052,-0.017,123.07,11.224,,201.929,0.007,1.728,0.012,,12.841,,,4
2010-05-21 00:14:00,5.05,0.055,123.048,11.185,,201.402,0.007,1.444,0.01,,12.887,,,4
2010-05-21 00:15:00,5.051,0.016,123.118,11.143,,187.7,0.005,1.432,0.008,,12.934,,,4
2010-05-21 00:16:00,5.055,-0.105,123.152,11.201,,189.627,0.006,1.63,0.01,,13.015,,,4
2010-05-21 00:17:00,5.059,-0.1489999999999999,123.188,11.445,,200.536,0.008,1.738,0.014,,13.023,,,4
2010-05-21 00:18:00,5.053,-0.0719999999999999,123.048,11.407,,217.356,0.008,1.536,0.012,,12.894,,,4
2010-05-21 00:19:00,5.053,-0.232,123.13,11.288,,205.831,0.007,1.672,0.012,,12.784,,,4
2010-05-21 00:20:00,5.05,0.0599999999999999,123.036,11.209,,211.938,0.008,1.684,0.014,,12.782,,,4
2010-05-21 00:21:00,5.059,-0.033,123.175,11.143,,200.733,0.0089999999999999,1.788,0.014,,12.796,,,4
2010-05-21 00:22:00,5.05,0.049,123.132,11.2,,199.141,0.006,1.576,0.008,,12.842,,,4
2010-05-21 00:23:00,5.056,0.269,123.141,11.312,,212.983,0.007,1.668,0.012,,12.873,,,4
2010-05-21 00:24:00,5.06,0.033,123.123,11.421,,258.866,0.007,1.53,0.012,,12.903,,,4
2010-05-21 00:25:00,5.05,0.115,123.139,11.659,,231.228,0.007,1.888,0.012,,12.954,,,4
2010-05-21 00:26:00,5.056,-0.039,123.079,11.881,,236.081,0.006,1.636,0.01,,12.975,,,4
2010-05-21 00:27:00,5.049,0.22,123.114,11.984,,229.594,0.004,1.66,0.006,,12.952,,,4
2010-05-21 00:28:00,5.051,0.0929999999999999,123.109,11.856,,228.574,0.007,1.584,0.012,,12.935,,,4
2010-05-21 00:29:00,5.051,0.264,123.14,11.946,,236.399,0.008,1.944,0.016,,12.951,,,4
2010-05-21 00:30:00,5.057,0.0219999999999999,123.193,12.031,,253.075,0.006,1.734,0.012,,12.937,,,4
2010-05-21 00:31:00,5.056,0.082,123.204,12.095,,252.154,0.007,1.914,0.012,,12.956,,,4
2010-05-21 00:32:00,5.058,-0.0609999999999999,123.196,12.119,,251.628,0.007,1.782,0.012,,12.924,,,4
2010-05-21 00:33:00,5.058,0.165,123.193,12.036,,257.387,0.005,1.884,0.01,,12.861,,,4
2010-05-21 00:34:00,5.058,0.247,123.164,11.723,,253.834,0.007,1.77,0.012,,12.746,,,4
2010-05-21 00:35:00,5.054,0.28,123.132,11.714,,253.854,0.007,1.83,0.012,,12.791,,,4
2010-05-21 00:36:00,5.056,0.126,123.106,11.536,,262.237,0.007,1.738,0.012,,12.794,,,4
2010-05-21 00:37:00,5.06,0.137,123.162,11.724,,239.884,0.004,1.786,0.008,,12.895,,,4
2010-05-21 00:38:00,5.055,-0.066,123.154,11.966,,233.142,0.007,1.692,0.01,,12.888,,,4
2010-05-21 00:39:00,5.062,-0.05,123.246,12.12,,230.894,0.007,1.536,0.008,,12.742,,,4
2010-05-21 00:40:00,5.058,0.165,123.167,12.074,,239.941,0.008,1.528,0.012,,12.648,,,4
