measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2008-07-27 00:00:00,4.979,-0.032,120.353,24.948,25.887,0.008,1.145,0.0089999999999999,24.839,4
2008-07-27 00:15:00,4.975,-0.032,120.289,24.731,25.92,0.008,1.024,0.0089999999999999,24.717,4
2008-07-27 00:30:00,4.981,-0.032,120.4,24.608,25.813,0.008,0.962,0.008,24.525,4
2008-07-27 00:45:00,4.988,-0.032,120.563,24.538,25.716,0.008,1.013,0.008,24.417,4
2008-07-27 01:00:00,4.993,-0.032,120.652,24.546,25.623,0.008,1.037,0.008,24.177,4
2008-07-27 01:15:00,5.001,-0.032,120.865,24.671,25.576,0.008,1.009,0.008,24.066,4
2008-07-27 01:30:00,5.005,-0.032,120.972,24.398,25.57,0.008,0.986,0.008,23.797,4
2008-07-27 01:45:00,4.991,-0.032,120.56,23.806,25.404,0.008,1.097,0.0089999999999999,23.129,4
2008-07-27 02:00:00,4.992,-0.032,120.639,23.31,24.949,0.008,1.028,0.008,22.582,4
2008-07-27 02:15:00,4.998,-0.032,120.716,23.537,24.69,0.008,1.03,0.008,22.831,4
2008-07-27 02:30:00,4.999,-0.032,120.768,23.265,24.508,0.008,1.078,0.0089999999999999,22.99,4
2008-07-27 02:45:00,5.002,-0.032,120.846,23.187,24.311,0.008,1.082,0.0089999999999999,22.812,4
2008-07-27 03:00:00,5.004,-0.032,120.894,22.746,24.116,0.008,1.024,0.008,22.691,4
2008-07-27 03:15:00,4.996,-0.032,120.726,22.546,23.901,0.008,1.024,0.008,22.19,4
2008-07-27 03:30:00,5.006,-0.032,120.889,22.267,23.675,0.008,1.07,0.0089999999999999,21.881,4
2008-07-27 03:45:00,5.01,-0.032,120.962,22.099,23.399,0.008,1.114,0.0089999999999999,21.996,4
2008-07-27 04:00:00,5.009,-0.032,120.955,22.222,23.25,0.008,1.107,0.0089999999999999,21.914,4
2008-07-27 04:15:00,5.007,-0.032,120.922,21.927,23.187,0.008,1.387,0.0109999999999999,21.673,4
2008-07-27 04:30:00,5.012,-0.032,121.033,20.749,22.914,0.008,3.687,0.028,20.784,4
2008-07-27 04:45:00,5.021,-0.032,121.255,20.081,22.343,0.01,10.198,0.101,20.44,4
2008-07-27 05:00:00,5.026,-0.032,121.515,20.148,21.915,0.021,36.507,0.8339999999999999,19.945,4
2008-07-27 05:15:00,5.291,-2.191,121.587,20.557,21.737,0.047,147.601,6.983,19.932,4
2008-07-27 05:30:00,5.233,2.016,121.418,21.178,22.521,0.0889999999999999,158.539,14.132,19.856,4
2008-07-27 05:45:00,5.248,8.374,121.517,21.728,24.049,0.112,193.184,21.633,20.36,4
2008-07-27 06:00:00,5.271,14.061,121.261,22.738,25.236,0.133,207.156,27.579,22.474,4
2008-07-27 06:15:00,5.229,19.087,121.056,23.435,26.197,0.152,219.365,33.336,23.782,4
2008-07-27 06:30:00,5.124,36.511,121.193,24.08,27.065,0.233,224.108,52.257,25.187,4
2008-07-27 06:45:00,4.961,69.454,121.131,25.523,28.176,0.3689999999999999,234.468,86.812,26.734,4
2008-07-27 07:00:00,4.81,117.242,121.145,25.922,29.61,0.533,258.172,137.878,28.89,4
