measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp_f__18,poa_irradiance__313,power_factor__327,wind_speed_mph__19,system_id
2011-12-15 00:00:00,0.1859,3.3375,121.5788,-0.9553,,13.8546,-1.2247,-0.0048999999999999,2.0363,-0.0051999999999999,,-1.1578,-2.721,-3.1271,-2.7231,,-2.7956,0.1268,,4
2011-12-15 00:01:00,0.186,3.4279,121.6272,-1.2424,,13.8546,-1.2247,-0.0048999999999999,1.9211,-0.0083999999999999,,-1.2157,-2.9189,-3.2794,-2.9125,,-2.5696,0.1255,,4
2011-12-15 00:02:00,0.1850999999999999,3.3159,121.6457,-1.2911,,13.8546,-1.2247,-0.003,2.0192,-0.0063,,-1.2604,-2.9987,-3.2875,-2.9377,,-2.9146,0.1252,,4
2011-12-15 00:03:00,0.1859,3.3805,121.5995,-1.4097,,13.8546,-1.2247,-0.0082,1.7112,-0.0131,,-1.3073,-3.0872,-3.3789,-2.9972,,-3.0335,0.1255,,4
2011-12-15 00:04:00,0.1850999999999999,3.2943,121.5154,-1.4063,,13.8555,-1.2366,-0.0041,1.8081,-0.0071,,-1.3589,-3.1463,-3.4403,-3.0606,,-3.0335,0.1257,,4
2011-12-15 00:05:00,0.1852999999999999,3.4019,121.474,-1.2867,,13.8564,-1.2451,-0.0058999999999999,1.9506,-0.0118,,-1.3949,-3.239,-3.5366,-3.1584,,-2.9741,0.1255999999999999,,4
2011-12-15 00:06:00,0.1862,3.2943,121.5378,-1.0752,,13.8587,-1.2451,-0.0016,1.7396,-0.0030999999999999,,-1.4086,-3.2469,-3.525,-3.0916,,-3.212,0.1250999999999999,,4
2011-12-15 00:07:00,0.1852999999999999,3.3804,121.5228,-1.0222,,13.8582,-1.2488,-0.0066,2.0248,-0.0132,,-1.4247,-3.3023,-3.6254,-3.2166,,-2.9146,0.1262,,4
2011-12-15 00:08:00,0.1852999999999999,3.3374,121.5643,-1.1777,,13.8596,-1.2677,-0.01,2.0876,-0.0206,,-1.4746,-3.457,-3.8181,-3.4091,,-3.2715,0.1252999999999999,,4
2011-12-15 00:09:00,0.1855,3.3159,121.568,-1.3278,,13.8601,-1.2694,-0.0054999999999999,1.8708,-0.0082,,-1.5031,-3.5241,-3.8067,-3.4231,,-3.093,0.1255,,4
2011-12-15 00:10:00,0.1855,3.3588,121.5584,-1.3607,,13.8601,-1.2863,-0.0077999999999999,1.7453,-0.0145,,-1.546,-3.5839,-3.9058,-3.5447,,-3.0335,0.1255999999999999,,4
2011-12-15 00:11:00,0.1847999999999999,3.3588,121.5729,-1.5013,,13.861,-1.288,-0.0082,1.7966,-0.0146,,-1.5803,-3.6728,-3.9802,-3.6699,,-3.093,0.1257,,4
2011-12-15 00:12:00,0.1855,3.3158,121.562,-1.6316,,13.8619,-1.3106,-0.0074999999999999,1.8594,-0.0126999999999999,,-1.6296,-3.6679,-3.8815,-3.7384,,-3.212,0.1262,,4
2011-12-15 00:13:00,0.1850999999999999,3.2727,121.6615,-1.7646,,13.8633,-1.3241,-0.0041,1.9506,-0.0085,,-1.6678,-3.8007,-4.0835,-3.941,,-3.2715,0.126,,4
2011-12-15 00:14:00,0.1855,3.3157,121.688,-1.8311,,13.8651,-1.3309,-0.0020999999999999,2.0533,-0.0043,,-1.7093,-4.0169,-4.2896,-4.1711,,-3.2715,0.1258,,4
