measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2008-11-03 00:00:00,5.024,-0.094,121.394,12.747,14.232,0.008,1.596,0.012,12.333,25.761,4
2008-11-03 00:15:00,5.027,-0.095,121.474,12.147,13.904,0.008,1.599,0.012,12.104,25.541,4
2008-11-03 00:30:00,5.014,-0.095,121.16,12.565,13.463,0.007,1.592,0.012,11.578,25.421,4
2008-11-03 00:45:00,5.041,-0.095,121.863,6.75,8.09,0.007,1.561,0.012,6.4,26.205,4
2008-11-03 01:00:00,5.019,-0.095,121.253,12.433,13.2,0.008,1.563,0.012,11.677,27.048,4
2008-11-03 01:15:00,5.019,-0.095,121.259,12.75,13.2,0.008,1.612,0.012,11.631,27.024,4
2008-11-03 01:30:00,5.021,-0.095,121.285,13.251,13.331,0.008,1.6,0.0129999999999999,11.489,26.742,4
2008-11-03 01:45:00,5.024,-0.095,121.337,13.156,13.519,0.008,1.566,0.012,11.659,26.37,4
2008-11-03 02:00:00,5.025,-0.095,121.358,13.621,13.686,0.008,1.562,0.012,11.514,26.719,4
2008-11-03 02:15:00,5.023,-0.095,121.353,13.521,13.796,0.008,1.451,0.012,11.863,26.031,4
2008-11-03 02:30:00,5.023,-0.095,121.361,13.52,14.008,0.008,1.546,0.012,12.633,26.893,4
2008-11-03 02:45:00,5.022,-0.095,121.31,12.761,14.13,0.008,1.613,0.0129999999999999,12.36,26.384,4
2008-11-03 03:00:00,5.018,-0.095,121.244,12.815,13.973,0.008,1.609,0.0129999999999999,12.156,27.082,4
2008-11-03 03:15:00,5.012,-0.095,121.118,12.791,13.938,0.008,1.531,0.012,11.593,26.85,4
2008-11-03 03:30:00,5.012,-0.095,121.112,12.403,13.622,0.008,1.494,0.012,11.019,25.634,4
2008-11-03 03:45:00,5.008,-0.095,121.067,13.214,13.403,0.008,1.413,0.0109999999999999,11.535,27.082,4
2008-11-03 04:00:00,5.005,-0.095,120.964,12.996,13.583,0.008,1.407,0.0109999999999999,12.053,27.17,4
2008-11-03 04:15:00,4.992,-0.095,120.708,12.986,13.637,0.008,1.497,0.0109999999999999,12.147,26.666,4
2008-11-03 04:30:00,4.987,-0.095,120.567,13.161,13.719,0.008,1.44,0.0109999999999999,11.841,26.425,4
2008-11-03 04:45:00,4.969,-0.095,120.219,13.63,13.845,0.008,1.459,0.0109999999999999,12.039,26.979,4
2008-11-03 05:00:00,4.955,-0.095,119.93,13.305,14.098,0.008,1.479,0.0109999999999999,12.861,27.003,4
2008-11-03 05:15:00,4.977,-0.095,120.554,13.125,14.098,0.008,1.527,0.0109999999999999,12.821,26.336,4
2008-11-03 05:30:00,4.973,-0.095,120.503,12.536,13.922,0.008,1.434,0.0109999999999999,12.061,25.622,4
2008-11-03 05:45:00,4.961,-0.095,120.231,11.047,13.438,0.007,1.554,0.012,11.084,24.698,4
2008-11-03 06:00:00,4.949,-0.095,119.945,12.431,12.896,0.007,2.181,0.016,10.482,26.312,4
2008-11-03 06:15:00,4.966,-0.095,120.237,12.041,12.708,0.008,5.768,0.047,9.999,26.532,4
2008-11-03 06:30:00,4.972,-0.095,120.324,11.569,12.412,0.012,15.113,0.194,9.465000000000002,27.428,4
2008-11-03 06:45:00,4.969,-0.0929999999999999,120.414,11.315,12.06,0.023,42.092,1.029,9.651,30.493,4
2008-11-03 07:00:00,5.184,-2.181,120.146,11.412,11.913,0.0379999999999999,147.296,5.541,9.786,36.109,4
2008-11-03 07:15:00,5.291,-2.007,120.246,10.328,11.763,0.063,156.216,9.779000000000002,9.434,41.491,4
2008-11-03 07:30:00,5.071,62.255,121.067,10.822,11.394,0.317,198.753,79.495,9.97,140.699,4
2008-11-03 07:45:00,5.054,323.947,122.785,12.308,12.017,1.286,276.677,355.637,17.127,422.337,4
2008-11-03 08:00:00,5.214,391.085,123.149,13.256,13.488,1.559,273.663,426.453,21.311,497.901,4
2008-11-03 08:15:00,5.413,453.64,122.796,14.678,15.139,1.821,270.491,492.263,24.488,568.485,4
2008-11-03 08:30:00,5.651,508.749,122.761,15.135,16.784,2.055,268.079,550.813,26.631,631.974,4
2008-11-03 08:45:00,5.906,564.138,123.077,14.817,18.146,2.264,269.516,610.039,25.896,691.715,4
2008-11-03 09:00:00,6.183,617.576,123.354,15.372,19.113,2.523,264.516,667.078,28.652,757.172,4
2008-11-03 09:15:00,6.413,661.357,124.17,15.629,20.068,2.714,263.056,713.958,30.467,812.7089999999998,4
2008-11-03 09:30:00,6.658,704.13,124.516,16.065,20.673,2.888,263.366,760.398,31.882,863.693,4
2008-11-03 09:45:00,6.865,738.5109999999999,124.629,16.505,20.99,3.014,264.601,797.389,33.722,909.629,4
2008-11-03 10:00:00,7.02,765.198,124.664,16.542,21.27,3.174,260.583,826.8189999999998,34.813,947.518,4
2008-11-03 10:15:00,7.183,791.677,124.657,16.566,21.701,3.29,259.877,854.9729999999998,36.231,980.309,4
2008-11-03 10:30:00,7.317999999999999,813.1269999999998,124.638,16.578,22.216,3.366,261.216,879.051,37.122,1008.9,4
2008-11-03 10:45:00,7.434,832.9049999999999,124.602,16.952,22.922,3.462,259.815,899.4489999999998,38.525,1035.315,4
2008-11-03 11:00:00,7.511999999999999,844.698,124.576,17.212,23.773,3.533,258.401,912.743,39.846,1053.604,4
2008-11-03 11:15:00,7.57,853.777,124.4,17.978,24.644,3.579,257.827,922.625,41.98,1068.063,4
2008-11-03 11:30:00,7.581,855.4919999999998,124.351,18.305,25.616,3.607,256.459,924.942,44.587,1080.117,4
2008-11-03 11:45:00,7.663,867.344,124.385,18.206,26.441,3.649,257.136,938.094,42.692,1087.806,4
2008-11-03 12:00:00,7.615,860.254,124.462,18.977,26.698,3.62,257.194,931.02,45.242,1080.552,4
2008-11-03 12:15:00,7.526,845.972,124.126,18.975,26.944,3.578,255.75,915.075,46.33,1064.683,4
2008-11-03 12:30:00,7.501,842.2759999999998,124.11,18.674,26.783,3.578,254.562,910.739,44.709,1052.698,4
2008-11-03 12:45:00,7.261999999999999,794.9829999999998,124.127,17.747,24.9,3.205,269.438,861.3479999999998,40.139,1048.941,4
2008-11-03 13:00:00,7.028,735.791,124.429,18.299,25.083,3.128,255.324,797.066,42.245,970.625,4
2008-11-03 13:45:00,6.053,590.798,122.563,18.976,26.234,2.44,263.314,640.048,37.12,,4
2008-11-03 14:00:00,6.696,707.541,123.294,19.26,25.952,2.875,266.633,766.249,38.074,,4
2008-11-03 14:15:00,6.463,669.865,123.239,19.143,26.022,2.745,264.307,725.2519999999998,38.489,808.417,4
2008-11-03 14:30:00,6.293,640.354,123.042,19.417,26.107,2.642,262.387,693.063,37.785,768.62,4
2008-11-03 14:45:00,6.062,598.075,122.939,19.543,25.93,2.45,264.451,647.882,37.088,713.735,4
2008-11-03 15:00:00,5.39,350.533,121.825,19.317,25.522,1.475,257.986,385.455,33.451,436.868,4
2008-11-03 15:15:00,5.003,196.392,121.294,18.777,24.533,0.899,240.99,220.731,26.896,268.036,4
2008-11-03 15:30:00,4.897,199.454,121.408,18.589,23.797,0.8649999999999999,258.833,224.627,27.642,263.645,4
2008-11-03 15:45:00,4.995,329.221,122.317,18.324,23.56,1.331,271.191,361.888,29.551,422.764,4
2008-11-03 16:00:00,5.0,84.07599999999998,121.118,17.828,23.167,0.391,266.079,103.512,25.952,229.584,4
2008-11-03 16:15:00,5.221,14.441,120.868,17.211,21.642,0.11,265.117,29.317,21.484,71.05,4
2008-11-03 16:30:00,5.234,3.342,120.277,16.559,20.307,0.0759999999999999,209.457,16.109,19.526,46.438,4
2008-11-03 16:45:00,5.301,-2.66,120.191,15.955,19.131,0.049,172.637,8.511,17.973,37.564,4
2008-11-03 17:00:00,5.023,-0.76,120.109,15.61,18.114,0.024,128.554,3.369,16.988,30.801,4
2008-11-03 17:15:00,4.949,-0.095,120.01,15.039,17.178,0.0109999999999999,11.698,0.133,16.243,26.126,4
2008-11-03 17:30:00,4.935,-0.095,119.74,14.509,16.365,0.008,4.264,0.034,15.532,26.919,4
2008-11-03 17:45:00,4.938,-0.095,119.861,14.312,15.736,0.008,2.532,0.02,14.91,26.52,4
2008-11-03 18:00:00,4.95,-0.095,120.134,14.242,15.511,0.008,2.023,0.016,14.259,26.504,4
2008-11-03 18:15:00,4.934,-0.095,119.774,13.704,15.306,0.008,1.825,0.014,13.614,26.019,4
2008-11-03 18:30:00,4.951,-0.095,120.149,13.056,14.761,0.008,1.692,0.0129999999999999,13.413,26.334,4
2008-11-03 18:45:00,4.954,-0.095,120.221,13.56,14.447,0.008,1.708,0.0129999999999999,13.108,26.324,4
2008-11-03 19:00:00,4.965,-0.095,120.459,13.085,14.452,0.008,1.699,0.014,12.272,25.132,4
2008-11-03 19:15:00,4.966,-0.095,120.48,11.895,14.121,0.008,1.705,0.0129999999999999,12.08,25.443,4
2008-11-03 19:30:00,4.969,-0.095,120.569,12.307,13.8,0.008,1.768,0.0129999999999999,11.963,25.646,4
2008-11-03 19:45:00,4.978,-0.095,120.775,11.818,13.512,0.007,1.579,0.012,11.12,24.972,4
2008-11-03 20:00:00,4.989,-0.095,121.013,11.404,13.075,0.008,1.579,0.012,10.289,25.106,4
2008-11-03 20:15:00,4.977,-0.095,120.741,11.037,12.603,0.008,1.566,0.012,9.854,25.749,4
2008-11-03 20:30:00,4.977,-0.095,120.728,10.917,12.158,0.008,1.538,0.012,9.989,26.038,4
2008-11-03 20:45:00,4.994,-0.095,121.115,11.092,11.9,0.007,1.545,0.0109999999999999,9.695,26.48,4
2008-11-03 21:00:00,4.996,-0.095,121.165,10.522,11.635,0.008,1.554,0.012,9.478,25.918,4
2008-11-03 21:15:00,5.0,-0.095,121.215,10.708,11.371,0.008,1.541,0.012,9.347,25.495,4
2008-11-03 21:30:00,5.003,-0.095,121.221,10.156,11.3,0.007,1.543,0.012,9.239,25.013,4
2008-11-03 21:45:00,5.006,-0.095,121.262,9.027,10.999,0.008,1.487,0.0109999999999999,8.627,24.557,4
2008-11-03 22:00:00,5.022,-0.095,121.64,8.487999999999998,10.484,0.008,1.546,0.012,8.032,23.83,4
2008-11-03 22:15:00,5.024,-0.094,121.684,9.407,10.097,0.007,1.5,0.0109999999999999,8.499,25.087,4
2008-11-03 22:30:00,5.026,-0.094,121.713,9.729,10.201,0.008,1.552,0.012,8.056,25.242,4
2008-11-03 22:45:00,5.019,-0.094,121.456,9.336,10.161,0.007,1.579,0.012,7.703,24.755,4
2008-11-03 23:00:00,5.013,-0.095,121.298,8.428,9.966,0.007,1.559,0.0109999999999999,7.309999999999999,23.73,4
2008-11-03 23:15:00,5.019,-0.095,121.463,8.503,9.596,0.007,1.534,0.0109999999999999,7.835,25.223,4
2008-11-03 23:30:00,5.026,-0.095,121.613,8.651,9.446,0.007,1.474,0.0109999999999999,7.72,25.237,4
2008-11-03 23:45:00,5.034,-0.095,121.782,8.384,9.407,0.007,1.533,0.0109999999999999,7.409,24.461,4
