measured_on,ac_current__319,ac_current__379,ac_power__315,ac_power__375,ac_voltage__318,ac_voltage__378,ambient_temp__320,ambient_temp__380,das_battery_voltage__326,das_battery_voltage__386,das_temp__325,das_temp__385,dc_pos_current__317,dc_pos_current__377,dc_pos_voltage__316,dc_pos_voltage__376,dc_power__314,dc_power__374,inverter_temp__324,inverter_temp__384,module_temp_1__321,module_temp_1__381,module_temp_2__322,module_temp_2__382,module_temp_3__323,module_temp_3__383,poa_irradiance__313,poa_irradiance__373,power_factor__327,power_factor__387,system_id
2013-03-10 00:00:00,0.1841,,2.7282,,122.6799,,-4.5979,,13.8966,,-5.0045,,-0.0094,,1.6598,,-0.0172999999999999,,-6.2136,,-5.8678,,-7.1881,,-6.6702,,-2.5596,,0.1211,,4
2013-03-10 00:01:00,0.184,,2.7337,,122.6322,,-4.661,,13.8967,,-5.0045,,-0.0152999999999999,,1.5857,,-0.0238,,-6.2143,,-5.9189,,-7.2424,,-6.7485,,-2.6191,,0.1206,,4
2013-03-10 00:02:00,0.1839,,2.7199,,122.6176,,-5.1186,,13.8977,,-5.0146,,-0.0176,,1.6541,,-0.0321999999999999,,-6.2377,,-6.0198,,-7.3259,,-6.8481,,-2.5596,,0.1195,,4
2013-03-10 00:03:00,0.184,,2.7414,,122.6606,,-4.9835,,13.8986,,-5.0248,,-0.0082,,1.6484,,-0.0138,,-6.2545,,-5.9978,,-7.2504,,-6.7367,,-2.5,,0.1197,,4
2013-03-10 00:04:00,0.184,,2.7127,,122.683,,-4.4863,,13.9015,,-5.0248,,-0.0094,,1.6313,,-0.0143,,-6.2523,,-5.9583,,-7.2321,,-6.717,,-2.1429,,0.1199,,4
2013-03-10 00:05:00,0.1842,,2.7476,,122.7076,,-4.4621,,13.9014,,-5.0248,,-0.0164,,1.5514,,-0.0264,,-6.2545,,-5.9459,,-7.1822,,-6.6884,,-2.4405,,0.1207,,4
2013-03-10 00:06:00,0.1842,0.1721178999999999,2.7162,5.757694,122.7296,244.3275,-4.6033,2.841029,13.9016,13.61367,-5.0436,3.549057,-0.0105,-0.02781172,1.5629,0.0,-0.0154,0.0,-6.2785,3.196078,-5.9458,-0.2349619,-7.177,-0.1095388999999999,-6.6803,0.2147185,-2.5001,-2.509704,0.1197,0.1385049999999999,4
2013-03-10 00:07:00,0.1842999999999999,,2.7325,,122.7277,,-4.4766,,13.9017,,-5.0474,,-0.0041,,1.6427,,-0.0064,,-6.283,,-5.9152,,-7.1236,,-6.665,,-2.6191,,0.1206,,4
2013-03-10 00:08:00,0.1842,,2.7432,,122.7771,,-4.4238,,13.9018,,-5.0474,,-0.0123,,1.6769,,-0.019,,-6.2838,,-5.9006,,-7.057,,-6.6116,,-2.2024,,0.1205,,4
2013-03-10 00:09:00,0.1844,,2.7207,,122.7783,,-4.3549,,13.9018,,-5.0474,,-0.0095999999999999,,1.5971,,-0.0142,,-6.283,,-5.8875,,-7.0899,,-6.6475,,-2.3215,,0.1207,,4
2013-03-10 00:10:00,0.1844,,2.7283,,122.7671,,-4.6064,,13.9015,,-5.0643,,-0.0074999999999999,,1.5686,,-0.014,,-6.3007,,-5.9271,,-7.1304,,-6.6718,,-2.262,,0.1199,,4
