measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,power_factor__327,system_id
2011-06-01 00:00:00,0.1880999999999999,3.1179,122.4316,14.3257,13.4344,13.9315,0.0134,1.1734,0.0159,13.7295,11.6182,11.4153,11.9019,0.1302,4
2011-06-01 00:01:00,0.1887,3.1394,122.4299,14.2914,13.4344,13.919,0.0164,1.293,0.0206,13.7283,11.7002,11.4691,11.9233,0.1293999999999999,4
2011-06-01 00:02:00,0.1877999999999999,3.1179,122.3957,14.2374,13.4367,13.8981,0.0144,1.2133,0.0185999999999999,13.7151,11.7545,11.5531,11.9805,0.1298999999999999,4
2011-06-01 00:03:00,0.1877999999999999,3.0749,122.447,14.4583,13.4372,13.8716,0.0149999999999999,1.2588,0.0207,13.7404,11.9074,11.7053,12.1171,0.1300999999999999,4
2011-06-01 00:04:00,0.1877999999999999,3.1179,122.4402,14.3856,13.4376,13.8546,0.0077,1.3329,0.0104,13.7593,12.0248,11.763,12.2035,0.13,4
2011-06-01 00:05:00,0.1875999999999999,3.0319,122.394,14.3958,13.4376,13.8366,0.0146,1.3728,0.0212,13.7664,12.1481,11.8701,12.3282,0.1295999999999999,4
2011-06-01 00:06:00,0.187,2.9674,122.4077,14.7089,13.4376,13.8241,0.0184999999999999,1.1677,0.0205,13.8157,12.3291,12.0751,12.5393,0.1300999999999999,4
2011-06-01 00:07:00,0.1880999999999999,3.0749,122.4624,15.0624,13.4376,13.8128,0.0114,1.1278,0.0124,13.9005,12.5441,12.2242,12.7226,0.13,4
2011-06-01 00:08:00,0.1880999999999999,3.0104,122.4675,15.1504,13.4376,13.8015,0.0137,1.1506,0.0167,13.9754,12.6938,12.3366,12.8701,0.1303,4
2011-06-01 00:09:00,0.1885,3.1609,122.4265,14.7827,13.4372,13.7788,0.0166,1.2247,0.0202999999999999,13.9723,12.6983,12.2842,12.8325,0.1300999999999999,4
2011-06-01 00:10:00,0.1883,3.1609,122.4658,14.7468,13.4376,13.7767,0.0095999999999999,1.1506,0.012,13.9891,12.7068,12.3342,12.8522,0.1308,4
2011-06-01 00:11:00,0.1883,3.0964,122.4658,14.8644,13.4376,13.7767,0.0132,1.4525,0.0190999999999999,14.0087,12.7272,12.3905,12.9773,0.1302,4
2011-06-01 00:12:00,0.1885,3.1609,122.4795,14.9756,13.4376,13.7597,0.0114,1.1107,0.0119,14.0374,12.7692,12.4628,12.9667,0.1293999999999999,4
2011-06-01 00:13:00,0.1883,3.1179,122.5034,14.9904,13.4376,13.7541,0.0152999999999999,1.2303,0.0166,14.0801,12.8493,12.5331,13.0116,0.1295999999999999,4
2011-06-01 00:14:00,0.1880999999999999,3.0964,122.4556,14.9334,13.4376,13.7541,0.0121,1.219,0.0154,14.0962,12.8612,12.5689,13.0221,0.1298,4
2011-06-01 00:15:00,0.1872,3.0319,122.3052,15.0286,13.4376,13.7458,0.0109,1.2987,0.0151,14.1181,12.8522,12.5536,13.0293,0.1295999999999999,4
2011-06-01 00:16:00,0.1875999999999999,3.0749,122.3188,14.8776,13.4376,13.7292,0.0159,1.3443,0.0219999999999999,14.0889,12.8237,12.5384,13.0625,0.13,4
