measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-11-23 00:00:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.1,0.0069999999999999,14.01,2.0,3.0,0.0,0.645,0.0,-6.81,-9.340000000000002,-300.0,-0.037,0.4229999999999999,0.0,1.464,-0.005,-0.004,-0.003,-0.002,0.003,-0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.006,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.4280000000000002,0.8669999999999999,-7999.0,160.0,305.6,10.79,3.0,3.531,-1.0,2.153,3.2,4902
2015-11-23 00:01:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.0,0.0069999999999999,14.01,2.0,3.0,0.0,0.628,0.0,-6.821000000000001,-9.36,-300.0,-0.0379999999999999,0.4259999999999999,0.0,1.399,-0.004,-0.004,-0.003,-0.002,0.004,0.0,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.011,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.367,0.7929999999999999,-7999.0,160.0,315.2,24.31,3.0,3.531,-1.0,2.3080000000000003,4.1,4902
2015-11-23 00:02:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.2,0.006,14.01,2.0,3.0,0.0,0.6189999999999999,0.0,-6.85,-9.35,-300.0,-0.0379999999999999,0.46,0.0,1.366,-0.004,-0.004,-0.002,-0.002,0.003,-0.001,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.002,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.444,0.921,-7999.0,160.0,311.1,13.85,3.333,3.531,-1.0,2.835,3.9,4902
2015-11-23 00:03:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.3,0.0069999999999999,14.01,2.0,3.0,0.0,0.6079999999999999,0.0,-6.835,-9.340000000000002,-300.0,-0.0379999999999999,0.532,0.0,1.366,-0.005,-0.004,-0.002,-0.002,0.004,0.0,-0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0069999999999999,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.475,0.905,-7999.0,160.0,309.8,14.28,3.5,3.532,-1.0,2.335,5.4,4902
2015-11-23 00:04:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.6,0.006,14.01,2.0,3.0,0.0,0.6049999999999999,0.0,-6.855,-9.35,-300.0,-0.0379999999999999,0.422,0.0,1.366,-0.004,-0.003,-0.002,-0.002,0.004,0.0,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.001,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.439,0.8569999999999999,-7999.0,160.0,300.8,11.91,3.0,3.531,-1.0,3.202,4.3,4902
2015-11-23 00:05:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.9,0.0069999999999999,14.01,2.0,3.0,0.0,0.5849999999999999,0.0,-6.84,-9.35,-300.0,-0.0379999999999999,0.422,0.0,1.366,-0.004,-0.004,-0.003,-0.002,0.004,-0.001,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.008,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.348,0.779,-7999.0,160.0,301.4,12.31,3.0,3.531,-1.0,2.988,4.7,4902
2015-11-23 00:06:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.2,0.921,275.1,0.0069999999999999,14.01,2.0,3.0,0.0,0.574,0.0,-6.836,-9.340000000000002,-300.0,-0.0379999999999999,0.422,0.0,1.317,-0.005,-0.004,-0.003,-0.001,0.003,-0.001,-0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.002,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.324,0.772,-7999.0,160.0,306.5,16.85,3.0,3.531,-1.0,3.175,4.9,4902
2015-11-23 00:07:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.0069999999999999,14.02,2.0,3.0,0.0,0.565,0.0,-6.843,-9.340000000000002,-300.0,-0.0379999999999999,0.492,0.0,1.285,-0.004,-0.004,-0.003,-0.002,0.004,0.0,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.002,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.28,0.7109999999999999,-7999.0,160.0,297.5,10.87,3.333,3.531,-1.0,3.233,4.3,4902
2015-11-23 00:08:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.0069999999999999,14.01,2.0,3.0,0.0,0.56,0.0,-6.832000000000001,-9.33,-300.0,-0.0379999999999999,0.4229999999999999,0.0,1.325,-0.004,-0.004,-0.002,-0.002,0.003,0.0,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.008,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.3159999999999998,0.7559999999999998,-7999.0,160.0,303.6,14.54,3.0,3.531,-1.0,2.957,4.4,4902
2015-11-23 00:09:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.0069999999999999,14.01,2.0,3.0,0.0,0.542,0.0,-6.813,-9.340000000000002,-300.0,-0.0379999999999999,0.4229999999999999,0.0,1.283,-0.004,-0.003,-0.003,-0.002,0.003,-0.001,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.003,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.386,0.834,-7999.0,160.0,304.9,11.28,3.0,3.532,-1.0,2.483,3.8,4902
