measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2009-02-25 00:00:00,4.965,-0.126,120.529,7.687,6.94,0.007,1.535,0.01,4.064,24.318,4
2009-02-25 00:15:00,4.972,-0.106,120.71,7.22,7.01,0.007,1.586,0.0109999999999999,4.775,24.127,4
2009-02-25 00:30:00,4.974,-0.095,120.752,7.142,7.149,0.007,1.584,0.0109999999999999,4.705,23.737,4
2009-02-25 00:45:00,4.974,-0.096,120.763,6.293,7.077,0.006,1.621,0.01,4.989,23.709,4
2009-02-25 01:00:00,4.969,-0.098,120.646,5.901,6.732,0.007,1.588,0.01,4.75,22.951,4
2009-02-25 01:15:00,4.973,-0.096,120.722,5.301,6.417,0.007,1.539,0.01,4.454,22.662,4
2009-02-25 01:30:00,4.976,-0.097,120.796,5.279,6.048,0.007,1.589,0.01,4.388,23.565,4
2009-02-25 01:45:00,4.978,-0.096,120.847,6.406,6.148,0.007,1.599,0.0109999999999999,4.182,24.358,4
2009-02-25 02:00:00,4.981,-0.095,120.908,6.48,6.434,0.006,1.577,0.01,3.949,24.781,4
2009-02-25 02:15:00,4.982,-0.095,120.965,6.089,6.486,0.007,1.555,0.01,4.259,24.356,4
2009-02-25 02:30:00,4.98,-0.095,120.895,5.054,6.394,0.007,1.608,0.0109999999999999,4.272,23.883,4
2009-02-25 02:45:00,4.987,-0.095,121.049,5.777,6.074,0.007,1.571,0.01,3.991,23.532,4
2009-02-25 03:00:00,4.986,-0.095,121.028,6.597,6.256,0.007,1.633,0.0109999999999999,3.927,24.776,4
2009-02-25 03:15:00,4.978,-0.095,120.863,7.005,6.495,0.007,1.679,0.0109999999999999,4.11,24.894,4
2009-02-25 03:30:00,4.977,-0.095,120.83,6.15,6.683,0.007,1.718,0.0109999999999999,4.24,23.857,4
2009-02-25 03:45:00,4.976,-0.095,120.804,5.686,6.53,0.007,1.684,0.0109999999999999,4.65,24.213,4
2009-02-25 04:00:00,4.971,-0.095,120.707,5.407,6.373,0.007,1.701,0.0109999999999999,4.382,23.288,4
2009-02-25 04:15:00,4.967,-0.095,120.632,6.97,6.395,0.007,1.702,0.0109999999999999,4.131,24.475,4
2009-02-25 04:30:00,4.969,-0.095,120.684,6.804,6.65,0.007,1.599,0.0109999999999999,4.415,24.542,4
2009-02-25 04:45:00,4.995,-0.095,121.296,6.973,6.887,0.007,1.617,0.0109999999999999,4.739,24.762,4
2009-02-25 05:00:00,4.998,-0.095,121.356,6.746,7.109,0.007,1.562,0.0109999999999999,4.82,24.514,4
2009-02-25 05:15:00,4.989,-0.095,121.202,6.27,7.052,0.007,1.696,0.0109999999999999,4.777,23.255,4
2009-02-25 05:30:00,4.991,-0.095,121.225,5.952,6.766,0.007,1.675,0.0109999999999999,4.31,23.441,4
2009-02-25 05:45:00,4.985,-0.095,121.087,6.798,6.724,0.007,1.702,0.0109999999999999,4.595,25.027,4
2009-02-25 06:00:00,4.977,-0.095,120.881,6.849,6.955,0.007,2.251,0.0149999999999999,4.836,25.015,4
2009-02-25 06:15:00,4.971,-0.095,120.727,6.474,7.042,0.007,4.553,0.0299999999999999,5.025,24.593,4
2009-02-25 06:30:00,4.975,-0.095,120.862,6.275,6.994,0.0149999999999999,24.014,0.506,5.099,26.375,4
2009-02-25 06:45:00,5.163,-0.809,121.216,6.853,6.995,0.0449999999999999,161.062,7.04,5.136,39.362,4
2009-02-25 07:00:00,5.116,8.192,121.119,6.808,7.215,0.133,157.373,20.995,5.813,72.39,4
2009-02-25 07:15:00,5.132,11.209,120.814,7.111,7.448,0.133,186.355,25.012,6.018,62.467,4
