measured_on,ac_current__319,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power__1137,ac_power__315,ac_power_metered_kw__1040,ac_voltage__318,ambient_temp__1053,ambient_temp__320,ambient_temp_f__17,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__1136,dc_power__314,intsolirrad__16,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,module_temp__1056,module_temp_f__18,poa_irradiance__1055,poa_irradiance__313,poa_irradiance_refcell__1054,power_factor__327,refcell_temp__1052,wind_speed__1051,wind_speed_mph__19,system_id
2011-12-20 06:18:00,0.1849,,,,3.4667,,120.912,,-7.365199999999998,,14.0343,-6.8412,-0.0088999999999999,1.5743,,-0.0115999999999999,,,,,,,,,,,,-7.4192,-8.6188,-9.5202,-8.646,,,,-2.8572,,0.1254,,,,4
2011-12-20 06:19:00,0.1849,,,,3.4236,,120.9069,,-7.271899999999999,,14.0347,-6.8431,-0.0135,1.8024,,-0.0253,,,,,,,,,,,,-7.436499999999999,-8.6376,-9.5324,-8.6994,,,,-2.9763,,0.1247,,,,4
2011-12-20 06:20:00,0.1850999999999999,,,,3.4021,,120.9292,,-7.412899999999999,,14.0352,-6.8638,-0.0094,1.694,,-0.0166,,,,,,,,,,,,-7.48,-8.7253,-9.5923,-8.81,,,,-3.0358,,0.1255,,,,4
2011-12-20 06:21:00,0.1849,,,,3.4882,,120.9754,,-7.410999999999999,,14.0357,-6.8774,-0.0105,1.7568,,-0.0178999999999999,,,,,,,,,,,,-7.517,-8.786799999999998,-9.7151,-8.871399999999998,,,,-3.0953,,0.1259,,,,4
2011-12-20 06:22:00,0.1849,,,,3.3805,,120.9103,,-7.380899999999999,,14.038,-6.8842,-0.0105,1.7112,,-0.0152999999999999,,,,,,,,,,,,-7.5378,-8.8377,-9.764,-8.9673,,,,-2.9167,,0.1252,,,,4
2011-12-20 06:23:00,0.1849,,,,3.5313,,120.8522,,-7.454399999999999,,14.0398,-6.903,-0.0129999999999999,1.8081,,-0.0241,,,,,,,,,,,,-7.579399999999999,-8.9281,-9.898,-9.0363,,,,-2.9167,,0.1247,,,,4
2011-12-20 06:24:00,0.1850999999999999,,,,3.4236,,120.7461,,-7.5209,,14.0403,-6.9237,-0.0077999999999999,1.848,,-0.0129999999999999,,,,,,,,,,,,-7.6185,-9.004799999999998,-9.9897,-9.1109,,,,-2.8572,,0.1259,,,,4
2011-12-20 06:25:00,0.1842,,,,3.4236,,120.681,,-7.516899999999999,,14.0403,-6.9293,-0.0125,1.7169,,-0.0199,,,,,,,,,,,,-7.6395,-9.0436,-10.0146,-9.1534,,,,-2.6786,,0.125,,,,4
2011-12-20 06:26:00,0.1845999999999999,,,,3.4451,,120.6896,,-7.4753,,14.0403,-6.9519,-0.0086999999999999,1.6484,,-0.0143,,,,,,,,,,,,-7.673899999999999,-9.0487,-9.990900000000002,-9.1518,,,,-2.6191,,0.1255,,,,4
2011-12-20 06:27:00,0.1845999999999999,,,,3.3805,,120.6896,,-7.2409,,14.0403,-6.9706,-0.008,1.7055,,-0.0121,,,,,,,,,,,,-7.6816,-8.944499999999998,-9.8525,-9.0799,,,,-2.7382,,0.1252999999999999,,,,4
2011-12-20 06:28:00,0.1844,,,,3.4236,,120.705,,-7.0349,,14.0403,-6.9873,-0.0123,1.7055,,-0.0212,,,,,,,,,,,,-7.6749,-8.8708,-9.755,-9.0342,,,,-2.5596,,0.1252,,,,4
2011-12-20 06:29:00,0.1844,,,,3.4667,,120.6964,,-7.0581,,14.0407,-7.0024,-0.0156999999999999,1.791,,-0.0274,,,,,,,,,,,,-7.687,-8.8277,-9.710400000000002,-9.0213,,,,-2.4405,,0.1247,,,,4
2011-12-20 06:30:00,0.1842,,,,3.4236,,120.6999,,-7.0599,,14.0426,-7.0175,-0.0132,1.8595,,-0.0252,,,,,,,,,,,,-7.6977,-8.753,-9.6665,-8.965,,,,-2.381,,0.1249,,,,4
2011-12-20 06:31:00,0.1845999999999999,,,,3.3805,,120.6417,,-7.0428,,14.0435,-7.0306,-0.0123,1.9792,,-0.0225999999999999,,,,,,,,,,,,-7.6984,-8.6559,-9.5625,-8.8803,,,,-2.2024,,0.1257,,,,4
2011-12-20 06:32:00,0.1850999999999999,,,,3.4882,,120.6451,,-7.2033,,14.0453,-7.0495,-0.0109999999999999,1.8309,,-0.0184,,,,,,,,,,,,-7.726099999999998,-8.6696,-9.622000000000002,-8.8978,,,,-2.262,,0.1254,,,,4
2011-12-20 06:33:00,0.1849,,,,3.4667,,120.6434,,-7.2732,,14.0453,-7.0626,-0.0194,2.0705,,-0.0407,,,,,,,,,,,,-7.7503,-8.6623,-9.5896,-8.8507,,,,-2.2024,,0.1252999999999999,,,,4
2011-12-20 06:34:00,0.1850999999999999,,,,3.4236,,120.6348,,-7.1788,,14.0458,-7.0796,-0.0161999999999999,1.9393,,-0.0325,,,,,,,,,,,,-7.7739,-8.6484,-9.5801,-8.8353,,,,-2.3215,,0.1257,,,,4
2011-12-20 06:35:00,0.1845999999999999,,,,3.4882,,120.616,,-7.1165,,14.0458,-7.0962,-0.0097999999999999,2.0192,,-0.019,,,,,,,,,,,,-7.7839,-8.6562,-9.6034,-8.885,,,,-2.3215,,0.1255,,,,4
2011-12-20 06:36:00,0.1849,,,,3.4667,,120.6502,,-7.1207,,14.0458,-7.1056,-0.0106999999999999,2.3101,,-0.0216,,,,,,,,,,,,-7.793999999999999,-8.6333,-9.5782,-8.8673,,,,-2.2024,,0.1252999999999999,,,,4
2011-12-20 06:37:00,0.1845999999999999,,,,3.4451,,120.6793,,-6.9758,,14.0458,-7.1244,-0.0064,2.1218,,-0.0123,,,,,,,,,,,,-7.8026,-8.555799999999998,-9.4925,-8.7927,,,,-2.262,,0.1263,,,,4
2011-12-20 06:38:00,0.1842,,,,3.5313,,120.6451,,-6.8188,,14.0462,-7.1413,-0.016,2.3329,,-0.0367,,,,,,,,,,,,-7.7976,-8.515499999999998,-9.4712,-8.7575,,,,-2.2024,,0.1259,,,,4
2011-12-20 06:39:00,0.1842,,,,3.4236,,120.6297,,-7.0717,,14.0476,-7.1524,-0.0137,2.5953,,-0.0376999999999999,,,,,,,,,,,,-7.8175,-8.5303,-9.5096,-8.7958,,,,-2.1429,,0.1252999999999999,,,,4
2011-12-20 06:40:00,0.1844,,,,3.4667,,120.6058,,-7.236399999999999,,14.049,-7.1711,-0.0137,2.8633,,-0.04,,,,,,,,,,,,-7.8552,-8.530599999999998,-9.5114,-8.800599999999998,,,,-2.262,,0.1257,,,,4
2011-12-20 06:41:00,0.1845999999999999,,,,3.4236,,120.604,,-7.2393,,14.0494,-7.188,-0.0094,3.0287,,-0.0286,,,,,,,,,,,,-7.8751,-8.5417,-9.479,-8.781499999999998,,,,-2.1429,,0.1246,,,,4
2011-12-20 06:42:00,0.1850999999999999,,,,3.359,,120.575,,-7.1587,,14.0508,-7.1937,-0.0148,3.4965,,-0.0524999999999999,,,,,,,,,,,,-7.880099999999999,-8.5385,-9.5119,-8.779099999999998,,,,-2.1429,,0.1254,,,,4
2011-12-20 06:43:00,0.1845999999999999,,,,3.4236,,120.5099,,-7.1543,,14.0513,-7.2144,-0.0074999999999999,3.3368,,-0.0253,,,,,,,,,,,,-7.9001,-8.5652,-9.5461,-8.8153,,,,-2.1429,,0.1255999999999999,,,,4
2011-12-20 06:44:00,0.1844,,,,3.5528,,120.4825,,-7.1986,,14.0508,-7.2351,-0.0082,3.7132,,-0.029,,,,,,,,,,,,-7.9252,-8.5852,-9.5728,-8.8398,,,,-2.1429,,0.1244,,,,4
2011-12-20 06:45:00,0.1849,,,,3.359,,120.5168,,-7.0753,,14.0513,-7.2445,-0.0141,3.679,,-0.0531,,,,,,,,,,,,-7.9303,-8.5668,-9.555,-8.7764,,,,-2.2024,,0.1252999999999999,,,,4
2011-12-20 06:46:00,0.1849,,,,3.4667,,120.5322,,-7.0738,,14.0513,-7.2615,-0.0119,3.8615,,-0.0458,,,,,,,,,,,,-7.948,-8.608,-9.6591,-8.8604,,,,-2.1429,,0.1245,,,,4
2011-12-20 06:47:00,0.1845999999999999,,,,3.4236,,120.5099,,-7.1568,,14.0513,-7.281799999999999,-0.0128,3.8729,,-0.0514999999999999,,,,,,,,,,,,-7.9698,-8.6417,-9.6678,-8.8764,,,,-2.1429,,0.1252999999999999,,,,4
2011-12-20 06:48:00,0.1845999999999999,,,,3.5313,,120.4518,,-7.1639,,14.0513,-7.2874,-0.0114,3.8159,,-0.0436,,,,,,,,,,,,-7.987199999999999,-8.6613,-9.7096,-8.9123,,,,-2.1429,,0.126,,,,4
2011-12-20 06:49:00,0.1845999999999999,,,,3.3375,,120.3696,,-7.1395,,14.0513,-7.3044,-0.016,4.1353,,-0.0655,,,,,,,,,,,,-8.005599999999998,-8.6533,-9.6595,-8.903499999999998,,,,-2.1429,,0.1255,,,,4
2011-12-20 06:50:00,0.1837999999999999,,,,3.4021,,120.2635,,-7.0585,,14.0513,-7.3251,-0.0141,4.6601,,-0.0665,,,,,,,,,,,,-8.0176,-8.6248,-9.6029,-8.8735,,,,-2.0834,,0.1255,,,,4
2011-12-20 06:51:00,0.1842,,,,3.4451,,121.6975,,-6.9662,,14.0513,-7.3383,-0.0112,4.9909,,-0.0543999999999999,,,,,,,,,,,,-8.0095,-8.6049,-9.5667,-8.8816,,,,-1.9048,,0.1257,,,,4
2011-12-20 06:52:00,0.1842,,,,3.4237,,121.7731,,-6.9649,,14.0513,-7.349599999999999,-0.0083999999999999,5.4758,,-0.0463,,,,,,,,,,,,-8.0076,-8.6045,-9.5678,-8.8826,,,,-2.0239,,0.1255,,,,4
2011-12-20 06:53:00,0.1849,,,,3.4452,,121.7855,,-6.9447,,14.0513,-7.3684,-0.0152999999999999,6.0406,,-0.0911,,,,,,,,,,,,-8.0228,-8.610799999999998,-9.5764,-8.847799999999998,,,,-1.9048,,0.1252,,,,4
2011-12-20 06:54:00,0.1845999999999999,,,,3.4452,,121.7422,,-6.9455,,14.0513,-7.3722,-0.0083999999999999,6.7022,,-0.0548999999999999,,,,,,,,,,,,-8.0243,-8.574899999999998,-9.5278,-8.806599999999998,,,,-1.8453,,0.1250999999999999,,,,4
2011-12-20 06:55:00,0.1837999999999999,,,,3.4452,,121.824,,-6.8752,,14.0513,-7.4044,-0.0148,7.5122,,-0.1116,,,,,,,,,,,,-8.0477,-8.5983,-9.566,-8.8581,,,,-1.7858,,0.1246,,,,4
2011-12-20 06:56:00,0.184,,,,3.4021,,121.8954,,-6.9141,,14.0513,-7.4226,-0.0083999999999999,8.4533,,-0.0709999999999999,,,,,,,,,,,,-8.0683,-8.649,-9.6471,-8.910999999999998,,,,-1.7858,,0.125,,,,4
2011-12-20 06:57:00,0.184,,,,3.5313,,121.8524,,-6.9534,,14.0513,-7.4377,-0.0148,9.5599,,-0.1405,,,,,,,,,,,,-8.0877,-8.7157,-9.725,-8.964399999999998,,,,-1.7262,,0.1247999999999999,,,,4
2011-12-20 06:58:00,0.1845999999999999,,,,3.4237,,121.9154,,-6.975,,14.0513,-7.4452,-0.0176,9.3488,,-0.1623999999999999,,,,,,,,,,,,-8.1078,-8.813,-9.8306,-9.0184,,,,-1.7858,,0.125,,,,4
2011-12-20 06:59:00,0.1844,,,,3.5098,,121.9289,,-7.0534,,14.0513,-7.4603,-0.0114,9.5998,,-0.1084,,,,,,,,,,,,-8.1383,-8.940699999999998,-9.9483,-9.1454,,,,-1.5477,,0.1247999999999999,,,,4
2011-12-20 07:00:00,0.1844,,,,3.5098,,121.9286,,-7.1574,,14.0513,-7.4772,-0.0123,9.531300000000002,,-0.1174999999999999,,,,,,,,,,,,-8.167,-8.9886,-9.9794,-9.184500000000002,,,,-1.6072,,0.1250999999999999,,,,4
2011-12-20 07:01:00,0.1837999999999999,,,,3.2729,,121.9268,,-7.1534,,14.0513,-7.4829,-0.0119,9.6511,,-0.1140999999999999,,,,,,,,,,,,-8.1844,-9.062,-10.0773,-9.2159,,,,-1.7262,,0.1249,,,,4
2011-12-20 07:02:00,0.1844,,,,3.4237,,120.804,,-7.0764,,14.0513,-7.501699999999999,-0.01,9.9137,,-0.0999,,,,,,,,,,,,-8.2055,-9.1199,-10.0748,-9.1951,,,,-1.5477,,0.1242,,,,4
2011-12-20 07:03:00,0.1844,,,,3.4453,,120.6215,,-6.996,,14.0513,-7.5105,-0.0151,9.9765,,-0.1494999999999999,,,,,,,,,,,,-8.1996,-9.1612,-10.0867,-9.2017,,,,-0.8929,,0.1247999999999999,,,,4
2011-12-20 07:04:00,0.1844,,,,3.4669,,120.6311,,-7.0134,,14.0513,-7.5258,-0.0073,10.0737,,-0.0719,,,,,,,,,,,,-8.205299999999998,-9.2141,-10.1315,-9.2509,,,,-0.7143,,0.125,,,,4
2011-12-20 07:05:00,0.1847,,,,3.4023,,120.7597,,-7.062,,14.0513,-7.538999999999999,-0.0095999999999999,10.1878,,-0.0956999999999999,,,,,,,,,,,,-8.2163,-9.2737,-10.2268,-9.3061,,,,-0.4762,,0.125,,,,4
2011-12-20 07:06:00,0.1844,,,,3.3593,,120.8358,,-7.1186,,14.0522,-7.5484,-0.0164,10.2108,,-0.1683999999999999,,,,,,,,,,,,-8.2214,-9.3533,-10.2593,-9.3761,,,,-0.1786,,0.1259,,,,4
2011-12-20 07:07:00,0.1844,,,,3.4885,,120.8599,,-7.266499999999998,,14.0527,-7.570999999999999,-0.0112,10.285,,-0.1152,,,,,,,,,,,,-8.258,-9.3752,-10.3352,-9.4725,,,,0.0,,0.125,,,,4
2011-12-20 07:08:00,0.1849,,,,3.4455,,120.8907,,-7.4009,,14.0531,-7.5747,-0.0097999999999999,10.1711,,-0.1007,,,,,,,,,,,,-8.2794,-9.407,-10.3397,-9.4895,,,,0.0,,0.1244,,,,4
2011-12-20 07:09:00,0.1844,,,,3.4886,,120.8664,,-7.5227,,14.0545,-7.5917,-0.016,10.6901,,-0.1734,,,,,,,,,,,,-8.304399999999998,-9.466,-10.3316,-9.567,,,,0.1191,,0.1255999999999999,,,,4
2011-12-20 07:10:00,0.1850999999999999,,,,3.467,,120.8813,,-7.623,,14.055,-7.6086,-0.0043,12.0761,,-0.05,,,,,,,,,,,,-8.3361,-9.5464,-10.3664,-9.6511,,,,0.2975999999999999,,0.125,,,,4
2011-12-20 07:11:00,0.1844,,,,3.4669,,120.8365,,-7.7705,,14.0568,-7.618,-0.0014,13.0914,,-0.0159,,,,,,,,,,,,-8.3573,-9.5559,-10.3626,-9.7196,,,,0.4167,,0.1237999999999999,,,,4
2011-12-20 07:12:00,0.1847,,,,3.51,,120.8604,,-7.8297,,14.0568,-7.6388,-0.0037,14.6713,,-0.0502,,,,,,,,,,,,-8.3906,-9.6652,-10.4256,-9.7818,,,,0.7143,,0.1244,,,,4
2011-12-20 07:13:00,0.1849,,,,3.4238,,120.8029,,-7.754299999999998,,14.0568,-7.6557,-0.0074999999999999,15.624,,-0.1184,,,,,,,,,,,,-8.4097,-9.7243,-10.4582,-9.8018,,,,0.8929,,0.1246,,,,4
2011-12-20 07:14:00,0.1844,,,,3.4024,,120.8407,,-7.7382,,14.0568,-7.6647,-0.0071,17.3299,,-0.1244,,,,,,,,,,,,-8.4158,-9.7378,-10.4857,-9.8853,,,,1.3096,,0.1245,,,,4
2011-12-20 07:15:00,0.1844,,,,3.5316,,120.8276,,-7.6271,,14.0577,-7.6836,-0.0095999999999999,18.8701,,-0.1814999999999999,,,,,,,,,,,,-8.4281,-9.7582,-10.4891,-9.8858,,,,1.7858,,0.1252,,,,4
2011-12-20 07:16:00,0.1844,,,,3.467,,120.8119,,-7.5223,,14.0577,-7.7043,-0.0066,19.9428,,-0.1336,,,,,,,,,,,,-8.4518,-9.7923,-10.5374,-9.8624,,,,2.1429,,0.1250999999999999,,,,4
2011-12-20 07:17:00,0.1850999999999999,,,,3.5101,,120.8125,,-7.4776,,14.06,-7.723099999999999,-0.0045999999999999,21.7908,,-0.0948999999999999,,,,,,,,,,,,-8.472799999999998,-9.8296,-10.5681,-9.8643,,,,2.9167,,0.1247,,,,4
2011-12-20 07:18:00,0.1849,,,,3.4239,,120.8778,,-7.4532,,14.0609,-7.74,-0.0095999999999999,23.8042,,-0.2258,,,,,,,,,,,,-8.4861,-9.724900000000002,-10.486,-9.82,,,,3.631,,0.1247,,,,4
2011-12-20 07:19:00,0.1844,,,,3.467,,120.9254,,-7.3973,,14.0618,-7.751299999999999,-0.0112,25.6474,,-0.2858999999999999,,,,,,,,,,,,-8.4952,-9.6448,-10.329,-9.7849,,,,4.2858,,0.1255999999999999,,,,4
2011-12-20 07:20:00,0.1842,,,,3.4241,,120.9251,,-7.353799999999999,,14.0623,-7.772,-0.0014,27.3309,,-0.0366,,,,,,,,,,,,-8.5027,-9.687,-10.3158,-9.8124,,,,5.1192,,0.1247,,,,4
2011-12-20 07:21:00,0.1837999999999999,,,,3.4672,,120.9943,,-7.4335,,14.0623,-7.792799999999999,-0.0008999999999999,28.3925,,-0.0258,,,,,,,,,,,,-8.508,-9.7078,-10.2717,-9.8701,,,,5.8335,,0.1247,,,,4
2011-12-20 07:22:00,0.1847,,,,3.4888,,120.9746,,-7.3882,,14.0623,-7.8065,-0.0027,29.8536,,-0.0869999999999999,,,,,,,,,,,,-8.5144,-9.6397,-10.1792,-9.7629,,,,6.2502,,0.1246,,,,4
2011-12-20 07:23:00,0.1845,,,,3.575,,120.9546,,-7.3356,,14.0623,-7.8225,-0.0008999999999999,32.0734,,-0.028,,,,,,,,,,,,-8.5158,-9.5622,-10.0971,-9.6425,,,,7.1431,,0.1236,,,,4
2011-12-20 07:24:00,0.1857999999999999,,,,3.4459,,120.9477,,-7.1994,,14.0623,-7.8376,-0.0058999999999999,35.5653,,-0.1998,,,,,,,,,,,,-8.513199999999998,-9.5574,-10.0251,-9.6282,,,,8.3336,,0.1246,,,,4
2011-12-20 07:25:00,0.1850999999999999,,,,3.4028,,120.9379,,-7.1277,,14.0626,-7.8507,-0.0023,40.0616,,-0.0877,,,,,,,,,,,,-8.5095,-9.5758,-10.0716,-9.7093,,,,9.6431,,0.1247,,,,4
2011-12-20 07:26:00,0.1834,,,,3.4675,,120.9099,,-7.1365,,14.0628,-7.8677,0.0054999999999999,49.932,,0.3023,,,,,,,,,,,,-8.5081,-9.5516,-10.0879,-9.7079,,,,18.2148,,0.1246,,,,4
2011-12-20 07:27:00,0.2559,,,,3.4675,,120.8964,,-7.0889,,14.0627,-7.882799999999999,0.0114,195.2244,,1.783,,,,,,,,,,,,-8.496,-9.5519,-10.0211,-9.6647,,,,50.8942,,0.1116,,,,4
2011-12-20 07:28:00,0.5746,,,,3.0368,,120.8987,,-7.0081,,14.0636,-7.8978,0.0402,172.9513,,6.9012,,,,,,,,,,,,-8.4809,-9.4409,-9.8429,-9.4609,,,,90.5382,,0.0332,,,,4
2011-12-20 07:29:00,0.5229,,,,3.2524,,120.9758,,-6.8674,,14.0626,-7.9053,0.0575,156.2743,,8.987999999999998,,,,,,,,,,,,-8.413399999999998,-9.2083,-9.4669,-9.299600000000002,,,,118.8138,,0.0403999999999999,,,,4
2011-12-20 07:30:00,0.5285999999999998,,,,4.5664,,120.9604,,-6.8666,,14.0626,-7.9223,0.0621,155.9741,,9.6831,,,,,,,,,,,,-8.3451,-9.173,-9.3181,-9.303400000000002,,,,131.1361,,0.0618,,,,4
2011-12-20 07:31:00,0.5409,,,,5.536,,120.9467,,-6.8988,,14.063,-7.9279,0.0709999999999999,156.2284,,11.0925,,,,,,,,,,,,-8.2589,-9.0814,-9.0858,-9.1713,,,,139.5884,,0.0729,,,,4
2011-12-20 07:32:00,0.5347,,,,5.7083,,121.0526,,-6.8509,,14.063,-7.9279,0.0689,156.2416,,10.7706,,,,,,,,,,,,-8.144999999999998,-8.9555,-8.8031,-9.0387,,,,149.172,,0.0785,,,,4
2011-12-20 07:33:00,0.5078,,,,6.1393,,121.0154,,-6.7747,,14.0629,-7.9298,0.0729999999999999,156.273,,11.4135,,,,,,,,,,,,-8.0293,-8.7903,-8.5519,-8.8823,,,,157.8624,,0.0922999999999999,,,,4
2011-12-20 07:34:00,0.5181999999999999,,,,6.6347,,120.9951,,-6.6904,,14.0629,-7.9355,0.0860999999999999,156.1249,,13.4358,,,,,,,,,,,,-7.919699999999998,-8.598,-8.289899999999998,-8.6841,,,,164.2911,,0.1031,,,,4
2011-12-20 07:35:00,0.5319,,,,7.6258,,121.069,,-6.5607,,14.0628,-7.9317,0.0908,156.2872,,14.1966,,,,,,,,,,,,-7.785199999999999,-8.3891,-7.995199999999999,-8.4663,,,,172.0291,,0.1140999999999999,,,,4
2011-12-20 07:36:00,0.5134999999999998,,,,7.6258,,121.0366,,-6.3073,,14.0623,-7.9279,0.0942999999999999,156.3673,,14.7406,,,,,,,,,,,,-7.633899999999999,-8.1722,-7.7,-8.2435,,,,180.4221,,0.1160999999999999,,,,4
2011-12-20 07:37:00,0.5126,,,,8.121299999999998,,121.0569,,-6.1818,,14.0627,-7.9223,0.0953999999999999,156.0439,,14.8878,,,,,,,,,,,,-7.4852,-7.9645,-7.4353,-8.035,,,,186.6125,,0.1268,,,,4
2011-12-20 07:38:00,0.5005,,,,8.2721,,121.0348,,-6.0921,,14.059,-7.9053,0.0966,156.067,,15.0715,,,,,,,,,,,,-7.344299999999999,-7.7845,-7.2072,-7.8704,,,,189.2913,,0.1308999999999999,,,,4
2011-12-20 07:39:00,0.5103999999999999,,,,9.1985,,121.029,,-6.032,,14.0585,-7.878999999999999,0.105,156.1483,,16.3971,,,,,,,,,,,,-7.2117,-7.5967,-6.9413,-7.6312,,,,200.782,,0.1477,,,,4
2011-12-20 07:40:00,0.5262,,,,10.4911,,121.0326,,-5.9693,,14.0572,-7.8507,0.1091,156.411,,17.0679,,,,,,,,,,,,-7.0589,-7.4299,-6.6692,-7.4372,,,,217.6277,,0.1661999999999999,,,,4
2011-12-20 07:41:00,0.5283999999999999,,,,11.5036,,121.0352,,-5.9344,,14.057,-7.8208,0.1187,156.4064,,18.5668,,,,,,,,,,,,-6.8986,-7.2988,-6.4117,-7.2973,,,,227.806,,0.1794,,,,4
2011-12-20 07:42:00,0.5192999999999999,,,,12.5163,,121.0261,,-5.9541,,14.0566,-7.785199999999999,0.1275999999999999,156.1626,,19.9271,,,,,,,,,,,,-6.7261,-7.1467,-6.1517,-7.1555,,,,237.449,,0.1937,,,,4
2011-12-20 07:43:00,0.5252,,,,12.9691,,121.0162,,-5.9125,,14.0519,-7.7419,0.1381,156.213,,21.5749,,,,,,,,,,,,-6.5497,-7.0038,-5.8834,-7.0023,,,,246.7345,,0.2059999999999999,,,,4
2011-12-20 07:44:00,0.5292999999999999,,,,14.3263,,121.0229,,-5.8727,,14.0518,-7.7005,0.131,156.4241,,20.4945,,,,,,,,,,,,-6.3745,-6.8562,-5.6179,-6.8481,,,,256.437,,0.2190999999999999,,,,4
2011-12-20 07:45:00,0.5369,,,,15.1449,,121.0348,,-5.8319,,14.0517,-7.647,0.1497,156.5324,,23.4412,,,,,,,,,,,,-6.1786,-6.7164,-5.326,-6.6432,,,,263.7582,,0.2291,,,,4
2011-12-20 07:46:00,0.5371,,,,14.4122,,120.8926,,-5.8501,,14.0517,-7.597299999999999,0.1443,156.2618,,22.5426,,,,,,,,,,,,-5.9901,-6.587,-5.1328,-6.538,,,,255.9006,,0.2189,,,,4
2011-12-20 07:47:00,0.5396999999999998,,,,15.2521,,120.9757,,-5.8405,,14.0507,-7.537499999999999,0.1497,156.2586,,23.4003,,,,,,,,,,,,-5.7953,-6.4549,-4.8896,-6.3759,,,,263.6982,,0.2315,,,,4
2011-12-20 07:48:00,0.5365999999999999,,,,16.9968,,120.9209,,-5.8231,,14.047,-7.473499999999999,0.1512999999999999,156.3648,,23.6643,,,,,,,,,,,,-5.5987,-6.3135,-4.5913,-6.2096,,,,275.9023,,0.2559,,,,4
2011-12-20 07:49:00,0.5374999999999999,,,,16.6303,,120.9689,,-5.7878,,14.0447,-7.392299999999999,0.1557,156.2884,,24.33,,,,,,,,,,,,-5.3858,-6.1616,-4.3433,-6.0234,,,,270.6064,,0.2534,,,,4
2011-12-20 07:50:00,0.539,,,,16.9317,,120.9624,,-5.7184,,14.041,-7.313799999999999,0.1577,156.2695,,24.6474,,,,,,,,,,,,-5.1785,-6.03,-4.1357,-5.8721,,,,271.3796,,0.2545,,,,4
2011-12-20 07:51:00,0.5481,,,,19.0426,,120.9439,,-5.7849,,14.0405,-7.2404,0.1668999999999999,156.2906,,26.0763,,,,,,,,,,,,-4.9967,-5.9443,-3.9777,-5.7317,,,,291.2608,,0.2812999999999999,,,,4
2011-12-20 07:52:00,0.5474,,,,20.4848,,120.9874,,-5.8755,,14.0405,-7.1645,0.1832999999999999,156.2599,,28.638,,,,,,,,,,,,-4.8097,-5.8205,-3.749,-5.5641,,,,310.0704,,0.3043,,,,4
2011-12-20 07:53:00,0.5423999999999999,,,,21.4964,,120.906,,-5.8606,,14.0382,-7.0839,0.1869,156.1858,,29.1961,,,,,,,,,,,,-4.6028,-5.6628,-3.4677,-5.3663,,,,323.2848,,0.3212999999999999,,,,4
2011-12-20 07:54:00,0.5445999999999999,,,,22.2493,,121.0083,,-5.7694,,14.0349,-6.9969,0.2003999999999999,156.4581,,31.3516,,,,,,,,,,,,-4.3852,-5.4957,-3.1366,-5.1614,,,,335.1299,,0.3372,,,,4
2011-12-20 07:55:00,0.5507999999999998,,,,23.6488,,120.9353,,-5.6191,,14.0344,-6.9126,0.2116,156.3176,,33.0717,,,,,,,,,,,,-4.1484,-5.3153,-2.7938,-4.9534,,,,343.4037,,0.3473999999999999,,,,4
2011-12-20 07:56:00,0.5582,,,,24.4453,,120.8478,,-5.4097,,14.0308,-6.8226,0.2137999999999999,156.5547,,33.477,,,,,,,,,,,,-3.8968,-5.1286,-2.5198,-4.7662,,,,351.4986,,0.3610999999999999,,,,4
2011-12-20 07:57:00,0.5521,,,,25.5005,,120.9002,,-5.2801,,14.0294,-6.7271,0.2134,156.2857,,33.3501,,,,,,,,,,,,-3.653,-4.9461,-2.2036,-4.5882,,,,359.832,,0.3754,,,,4
2011-12-20 07:58:00,0.5582,,,,26.6624,,120.7513,,-5.1795,,14.0293,-6.6262,0.2271,158.8749,,36.0852,,,,,,,,,,,,-3.43,-4.8456,-1.9994,-4.3822,,,,365.8437,,0.3956,,,,4
2011-12-20 07:59:00,0.5614,,,,32.2832,,120.8547,,-5.0847,,14.0289,-6.5289,0.2257,186.9365,,42.2226,,,,,,,,,,,,-3.2419,-4.7261,-1.8018,-4.1791,,,,371.677,,0.4778999999999999,,,,4
2011-12-20 08:00:00,0.5703,,,,37.8813,,120.8454,,-5.0916,,14.0252,-6.4246,0.2136,222.4883,,47.5538,,,,,,,,,,,,-3.0636,-4.6127,-1.6031,-4.0179,,,,380.3078,,0.5409,,,,4
2011-12-20 08:01:00,0.5927999999999999,,,,40.9607,,120.9781,,-5.1737,,14.0224,-6.3207,0.2063,257.52,,53.0612,,,,,,,,,,,,-2.8741,-4.4626,-1.3846,-3.8098,,,,388.4628,,0.5636999999999999,,,,4
2011-12-20 08:02:00,0.646,,,,44.685,,120.87,,-4.9692,,14.0187,-6.2105,0.1923999999999999,292.3788,,56.1992,,,,,,,,,,,,-2.6234,-4.2256,-1.0711,-3.5702,,,,397.2126,,0.564,,,,4
