measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-11-24 00:00:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.0069999999999999,14.02,2.0,3.0,0.0,0.6079999999999999,0.0,-6.841,-9.4,-300.0,-0.0379999999999999,0.422,0.0,1.073,-0.0069999999999999,-0.006,-0.005,-0.004,0.001,-0.002,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.335,0.62,-7999.0,160.0,170.4,13.62,3.0,3.53,-1.0,0.462,0.6999999999999998,4902
2015-11-24 00:01:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.0069999999999999,14.01,2.0,3.0,0.0,0.624,0.0,-6.871,-9.39,-300.0,-0.0379999999999999,0.422,0.0,1.091,-0.0069999999999999,-0.0069999999999999,-0.005,-0.004,0.002,-0.002,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.288,0.573,-7999.0,160.0,167.8,15.96,3.0,3.53,-1.0,0.577,0.8,4902
2015-11-24 00:02:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.2,0.0069999999999999,14.01,2.0,3.0,0.0,0.637,0.0,-6.88,-9.38,-300.0,-0.0379999999999999,0.422,0.0,1.156,-0.006,-0.006,-0.005,-0.004,0.002,-0.002,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.274,0.529,-7999.0,160.0,168.2,18.11,3.0,3.531,-1.0,0.367,0.5,4902
2015-11-24 00:03:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.1,0.0069999999999999,14.01,2.0,3.0,0.0,0.648,0.0,-6.839,-9.4,-300.0,-0.0379999999999999,0.422,0.0,1.171,-0.0069999999999999,-0.006,-0.005,-0.004,0.001,-0.002,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.3030000000000002,0.516,-7999.0,160.0,176.5,7.165,3.0,3.531,-1.0,0.46,0.5999999999999999,4902
2015-11-24 00:04:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.7,0.0069999999999999,14.01,2.0,3.0,0.0,0.659,0.0,-6.836,-9.33,-300.0,-0.0379999999999999,0.422,0.0,1.171,-0.0069999999999999,-0.006,-0.006,-0.004,0.001,-0.004,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.002,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.29,0.503,-7999.0,160.0,156.3,18.01,3.0,3.531,-1.0,0.412,0.5999999999999999,4902
2015-11-24 00:05:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,275.0,0.0069999999999999,14.01,2.0,3.0,0.0,0.6729999999999999,0.0,-6.845,-9.33,-300.0,-0.0379999999999999,0.4179999999999999,0.0,1.171,-0.0069999999999999,-0.006,-0.004,-0.004,0.001,-0.002,-0.004,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.272,0.4829999999999999,-7999.0,160.0,182.4,27.03,3.0,3.531,-1.0,0.2099999999999999,0.4,4902
2015-11-24 00:06:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.9,0.0069999999999999,14.01,2.0,3.0,0.0,0.691,0.0,-6.855,-9.4,-300.0,-0.0379999999999999,0.4229999999999999,0.0,1.171,-0.006,-0.006,-0.005,-0.003,0.002,-0.002,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.259,0.4679999999999999,-7999.0,160.0,165.7,6.507999999999999,3.0,3.531,-1.0,0.3829999999999999,0.5,4902
2015-11-24 00:07:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.8,0.0069999999999999,14.01,2.0,3.0,0.0,0.691,0.0,-6.837000000000001,-9.33,-300.0,-0.0379999999999999,0.422,0.0,1.171,-0.0069999999999999,-0.006,-0.005,-0.003,0.001,-0.003,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.236,0.456,-7999.0,160.0,167.3,15.36,3.0,3.531,-1.0,0.455,0.5999999999999999,4902
2015-11-24 00:08:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.1,0.0069999999999999,14.01,2.0,3.0,0.0,0.7099999999999999,0.0,-6.8420000000000005,-9.340000000000002,-300.0,-0.0379999999999999,0.4229999999999999,0.0,1.171,-0.006,-0.006,-0.005,-0.004,0.001,-0.004,-0.003,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.241,0.447,-7999.0,160.0,183.6,7.013999999999999,3.0,3.531,-1.0,0.557,0.6999999999999998,4902
2015-11-24 00:09:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.1,0.0069999999999999,14.01,2.0,3.0,0.0,0.719,0.0,-6.862,-9.47,-300.0,-0.0379999999999999,0.4229999999999999,0.0,1.171,-0.0069999999999999,-0.006,-0.006,-0.005,0.001,-0.003,-0.002,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,1.232,0.441,-7999.0,160.0,175.7,10.12,3.0,3.531,-1.0,0.5779999999999998,0.9,4902
