measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_2__82680,rtd_c_avg_3__82681,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-11-15 00:00:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.9,0.748,274.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,4.039,0.0,-6.817,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.794,,,-0.004,-0.004,-0.001,-0.002,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,6.429,5.769,-7999.0,160.0,303.0,21.86,3.0,3.531,-1.0,0.5749999999999998,1.0,4902
2015-11-15 00:01:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.5,0.748,274.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,4.023,0.0,-6.82,-9.340000000000002,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.794,,,-0.004,-0.003,-0.002,-0.001,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,6.444,5.825,-7999.0,160.0,73.2,50.25,3.0,3.531,-1.0,0.638,1.1,4902
2015-11-15 00:02:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.9,0.748,274.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,4.02,0.0,-6.823,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.799,,,-0.004,-0.003,-0.002,-0.001,0.004,0.0,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.001,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,6.323,5.684,-7999.0,160.0,96.5,11.54,3.0,3.531,-1.0,0.5799999999999998,0.8,4902
2015-11-15 00:03:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,4.002,0.0,-6.814,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.716,,,-0.003,-0.003,-0.002,0.0,0.005,0.001,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,5.93,5.098,-7999.0,160.0,78.56999999999998,10.47,3.0,3.531,-1.0,0.5879999999999999,0.8,4902
2015-11-15 00:04:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,3.988,0.0,-6.814,-9.36,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.718,,,-0.004,-0.003,-0.002,0.0,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,5.607,4.765,-7999.0,160.0,72.29999999999998,74.95999999999998,3.0,3.531,-1.0,0.395,0.5999999999999999,4902
2015-11-15 00:05:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.4,0.008,13.94,2.0,3.0,0.0,3.978,0.0,-6.822,-9.35,-300.0,-0.0379999999999999,0.422,0.0,4.682,,,-0.004,-0.003,-0.002,-0.001,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,5.515,4.74,-7999.0,160.0,78.45999999999998,41.28,3.0,3.531,-1.0,0.645,0.9,4902
2015-11-15 00:06:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.2,0.748,273.4,0.921,275.0,0.008,13.94,2.0,3.0,0.0,3.961,0.0,-6.797999999999999,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.682,,,-0.004,-0.003,-0.002,-0.001,0.005,0.0,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,5.398,4.589,-7999.0,160.0,101.2,12.19,3.0,3.531,-1.0,0.747,0.9,4902
2015-11-15 00:07:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,3.941,0.0,-6.801,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.682,,,-0.004,-0.003,-0.001,-0.001,0.004,0.0,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,4.996,4.223,-7999.0,160.0,124.7,6.237,3.0,3.531,-1.0,0.8679999999999999,1.1,4902
2015-11-15 00:08:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,3.93,0.0,-6.813,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.682,,,-0.003,-0.003,-0.002,-0.001,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.002,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,4.691,3.964,-7999.0,160.0,129.5,18.01,3.0,3.531,-1.0,0.81,1.1,4902
2015-11-15 00:09:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,275.0,0.008,13.94,2.0,3.0,0.0,3.905,0.0,-6.828,-9.35,-300.0,-0.0379999999999999,0.4199999999999999,0.0,4.682,,,-0.004,-0.002,-0.002,0.0,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.001,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,4.459,3.81,-7999.0,160.0,164.9,18.08,3.0,3.532,-1.0,0.562,0.8,4902
