measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_3__255,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,system_id
2010-03-01 00:00:00,,3.476,,-1.382,,104.122,,-1.556,3.165,,-0.005,,2.252,,-0.01,,,3.416,,,,,,,,4
2010-03-01 00:01:00,,3.768,,-3.381,,107.241,,-1.547,3.171,,0.002,,2.482,,0.004,,,3.421,,,,,,,,4
2010-03-01 00:02:00,,3.865,,-4.493,,110.402,,-1.543,3.173,,-0.0179999999999999,,2.362,,-0.0539999999999999,,,3.422,,,,,,,,4
2010-03-01 00:03:00,,4.26,,-0.8429999999999999,,104.993,,-1.533,3.186,,-0.006,,2.48,,-0.012,,,3.421,,,,,,,,4
2010-03-01 00:04:00,,3.322,,-2.494,,100.091,,-1.555,3.175,,-0.007,,2.47,,-0.014,,,3.417,,,,,,,,4
2010-03-01 00:05:00,,2.745,,-2.037,,93.066,,-1.545,3.176,,-0.01,,2.684,,-0.0299999999999999,,,3.421,,,,,,,,4
2010-03-01 00:06:00,,4.17,,-4.608,,116.221,,-1.535,3.179,,-0.005,,2.294,,-0.012,,,3.421,,,,,,,,4
2010-03-01 00:07:00,,2.056,,-3.078,,81.37,,-1.53,3.173,,-0.0089999999999999,,2.638,,-0.0219999999999999,,,3.414,,,,,,,,4
2010-03-01 00:08:00,,3.112,,-4.779,,95.488,,-1.542,3.169,,-0.023,,2.632,,-0.0599999999999999,,,3.417,,,,,,,,4
2010-03-01 00:09:00,,4.605,,-3.072,,114.535,,-1.538,3.165,,-0.025,,2.528,,-0.066,,,3.421,,,,,,,,4
2010-03-01 00:10:00,,2.718,,-0.534,,92.029,,-1.54,3.167,,0.004,,2.702,,0.01,,,3.426,,,,,,,,4
2010-03-01 00:11:00,,4.298,,-0.254,,114.741,,-1.525,3.176,,0.005,,2.29,,0.012,,,3.419,,,,,,,,4
2010-03-01 00:12:00,,4.567,,-0.551,,111.222,,-1.509,3.172,,0.007,,2.452,,0.016,,,3.423,,,,,,,,4
2010-03-01 00:13:00,,4.28,,-1.883,,115.783,,-1.551,3.176,,0.006,,2.524,,0.014,,,3.394,,,,,,,,4
2010-03-01 00:14:00,,3.521,,0.225,,103.457,,-1.611,3.184,,0.008,,2.648,,0.02,,,3.407,,,,,,,,4
2010-03-01 00:15:00,,4.219,,-4.526,,116.972,,-1.618,3.183,,-0.005,,2.438,,-0.008,,,3.41,,,,,,,,4
2010-03-01 00:16:00,,3.526,,0.22,,104.005,,-1.627,3.167,,0.008,,2.548,,0.02,,,3.416,,,,,,,,4
2010-03-01 00:17:00,,3.859,,0.3019999999999999,,106.505,,-1.61,3.178,,0.005,,2.318,,0.012,,,3.435,,,,,,,,4
2010-03-01 00:18:00,,3.726,,-1.729,,102.017,,-1.657,3.17,,-0.006,,2.408,,-0.0179999999999999,,,3.423,,,,,,,,4
2010-03-01 00:19:00,,3.901,,-1.514,,107.294,,-1.653,3.174,,0.008,,2.476,,0.0179999999999999,,,3.436,,,,,,,,4
2010-03-01 00:20:00,,4.152,,-6.414,,116.232,,-1.576,3.171,,-0.0219999999999999,,2.498,,-0.0539999999999999,,,3.457,,,,,,,,4
2010-03-01 00:21:00,,2.801,,-3.579,,90.797,,-1.584,3.171,,-0.0179999999999999,,2.378,,-0.05,,,3.425,,,,,,,,4
2010-03-01 00:22:00,,3.918,,-5.836,,114.228,,-1.648,3.158,,-0.017,,3.364,,-0.0439999999999999,,,3.395,,,,,,,,4
2010-03-01 00:23:00,,3.498,,-0.276,,102.31,,-1.64,3.159,,0.005,,2.662,,0.002,,,3.412,,,,,,,,4
2010-03-01 00:24:00,,4.284,,-3.061,,112.938,,-1.626,3.154,,0.004,,2.29,,0.01,,,3.416,,,,,,,,4
2010-03-01 00:25:00,,3.91,,-2.77,,107.299,,-1.655,3.156,,-0.003,,2.228,,-0.012,,,3.408,,,,,,,,4
2010-03-01 00:26:00,,3.919,,0.2089999999999999,,109.63,,-1.67,3.159,,0.006,,2.224,,0.012,,,3.41,,,,,,,,4
2010-03-01 00:27:00,,3.821,,-7.261999999999999,,109.928,,-1.648,3.156,,-0.017,,2.654,,-0.04,,,3.424,,,,,,,,4
2010-03-01 00:28:00,,2.358,,0.374,,83.673,,-1.632,3.147,,0.005,,2.48,,0.014,,,3.417,,,,,,,,4
2010-03-01 00:29:00,,3.289,,-1.41,,101.215,,-1.663,3.137,,0.006,,2.458,,0.016,,,3.402,,,,,,,,4
2010-03-01 00:30:00,,4.477,,0.121,,119.01,,-1.694,3.127,,0.01,,2.254,,0.0219999999999999,,,3.391,,,,,,,,4
2010-03-01 00:31:00,,3.071,,-2.302,,95.064,,-1.705,3.13,,0.004,,2.542,,0.01,,,3.384,,,,,,,,4
2010-03-01 00:32:00,,3.286,,-1.801,,93.59,,-1.694,3.12,,-0.005,,2.606,,-0.01,,,3.389,,,,,,,,4
2010-03-01 00:33:00,,4.675,,-1.889,,122.769,,-1.696,3.135,,0.0,,2.522,,0.004,,,3.392,,,,,,,,4
2010-03-01 00:34:00,,4.652,,-1.927,,122.765,,-1.712,3.099,,-0.004,,2.572,,-0.0259999999999999,,,3.375,,,,,,,,4
2010-03-01 00:35:00,,3.073,,-0.2039999999999999,,98.73500000000001,,-1.681,3.087,,0.004,,2.558,,0.01,,,3.386,,,,,,,,4
2010-03-01 00:36:00,,3.458,,-3.171,,103.855,,-1.67,3.119,,-0.004,,2.546,,-0.02,,,3.381,,,,,,,,4
2010-03-01 00:37:00,,4.682,,-3.931,,122.963,,-1.688,3.098,,-0.002,,2.264,,-0.002,,,3.369,,,,,,,,4
2010-03-01 00:38:00,,3.858,,-0.1489999999999999,,108.59,,-1.692,3.121,,0.006,,2.614,,0.016,,,3.368,,,,,,,,4
2010-03-01 00:39:00,,2.431,,-2.285,,89.17199999999998,,-1.726,3.107,,0.0089999999999999,,2.902,,0.0219999999999999,,,3.368,,,,,,,,4
2010-03-01 00:40:00,,4.184,,-4.168,,112.489,,-1.704,3.109,,0.0,,2.726,,-0.002,,,3.375,,,,,,,,4
2010-03-01 00:41:00,,2.363,,-2.098,,85.364,,-1.714,3.091,,0.004,,2.432,,0.02,,,3.36,,,,,,,,4
2010-03-01 00:42:00,,4.59,,-2.946,,121.369,,-1.711,3.096,,0.007,,2.45,,0.028,,,3.351,,,,,,,,4
2010-03-01 00:43:00,,4.31,,-1.377,,116.591,,-1.773,3.07,,-0.004,,2.386,,-0.01,,,3.33,,,,,,,,4
2010-03-01 00:44:00,,3.849,,-1.063,,111.374,,-1.782,3.067,,-0.008,,2.374,,-0.0219999999999999,,,3.357,,,,,,,,4
2010-03-01 00:45:00,,4.148,,-5.131,,118.592,,-1.786,3.083,,-0.056,,2.486,,-0.1419999999999999,,,3.343,,,,,,,,4
2010-03-01 00:46:00,,4.206,,-3.111,,115.32,,-1.812,3.094,,-0.01,,2.596,,-0.032,,,3.356,,,,,,,,4
2010-03-01 00:47:00,,3.907,,-1.933,,110.46,,-1.774,3.087,,0.006,,2.486,,0.016,,,3.36,,,,,,,,4
2010-03-01 00:48:00,,4.277,,-2.643,,114.224,,-1.737,3.093,,0.0,,2.312,,-0.004,,,3.362,,,,,,,,4
2010-03-01 00:49:00,,3.609,,-0.193,,105.754,,-1.757,3.071,,0.003,,3.19,,-0.014,,,3.332,,,,,,,,4
2010-03-01 00:50:00,,4.442,,-0.336,,118.316,,-1.747,3.072,,0.008,,2.326,,0.0179999999999999,,,3.336,,,,,,,,4
2010-03-01 00:51:00,,3.069,,-2.219,,98.73500000000001,,-1.801,3.048,,-0.008,,2.38,,-0.02,,,3.318,,,,,,,,4
2010-03-01 00:52:00,,3.86,,-1.322,,105.896,,-1.786,3.06,,-0.002,,2.386,,-0.006,,,3.319,,,,,,,,4
2010-03-01 00:53:00,,3.468,,-3.436,,101.64,,-1.808,3.052,,0.004,,2.39,,0.008,,,3.321,,,,,,,,4
2010-03-01 00:54:00,,3.399,,0.335,,99.528,,-1.836,3.064,,0.006,,2.614,,0.014,,,3.328,,,,,,,,4
2010-03-01 00:55:00,,3.675,,-0.27,,104.735,,-1.839,3.059,,0.008,,2.674,,0.0259999999999999,,,3.321,,,,,,,,4
2010-03-01 00:56:00,,4.267,,-4.168,,118.04,,-1.875,3.046,,0.007,,2.456,,0.02,,,3.307,,,,,,,,4
2010-03-01 00:57:00,,4.559,,-4.515,,122.569,,-1.873,3.057,,0.003,,2.452,,0.008,,,3.313,,,,,,,,4
2010-03-01 00:58:00,,3.128,,0.335,,99.751,,-1.855,3.057,,0.006,,2.36,,0.016,,,3.31,,,,,,,,4
2010-03-01 00:59:00,,4.628,,-2.269,,123.076,,-1.816,3.059,,-0.016,,2.344,,-0.0259999999999999,,,3.324,,,,,,,,4
2010-03-01 01:00:00,,3.535,,0.308,,105.676,,-1.811,3.04,,0.006,,2.636,,0.016,,,3.301,,,,,,,,4
2010-03-01 01:01:00,,1.564,,-3.86,,76.798,,-1.795,3.027,,0.008,,2.924,,0.0219999999999999,,,3.293,,,,,,,,4
2010-03-01 01:02:00,,3.496,,-1.999,,98.448,,-1.775,3.033,,-0.004,,2.57,,-0.016,,,3.284,,,,,,,,4
2010-03-01 01:03:00,,2.346,,-2.136,,85.605,,-1.806,3.015,,0.0089999999999999,,2.524,,0.024,,,3.257,,,,,,,,4
2010-03-01 01:04:00,,2.657,,-2.192,,86.28499999999998,,-1.802,3.006,,0.002,,2.422,,0.002,,,3.259,,,,,,,,4
2010-03-01 01:05:00,,4.69,,-6.216,,122.611,,-1.82,3.005,,-0.012,,2.528,,-0.0439999999999999,,,3.267,,,,,,,,4
