measured_on,ac_current__319,ac_current__3979,ac_current_a__3978,ac_power__315,ac_va__3982,ac_vars__3981,ac_volage_c-a__3977,ac_voltage__318,ac_voltage_a-n__3975,ac_voltage_c_n__3976,ac_w__3980,ambient_temp__320,ambient_temp__3969,das_batt_vdc__3986,das_battery_voltage__326,das_temp__325,dc_current__3973,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,dc_power__3971,dc_voltage__3972,frequency__3984,inverter_temp__324,mod_temperature__3974,module_temp_1__321,module_temp_2__322,module_temp_3__323,neutral_current__3985,panel_temperatuer__3987,poa_irradiance__313,poa_irradiance__3970,power_factor__327,power_factor__3983,system_id
2012-08-03 00:00:00,0.1890999999999999,,,3.6111,,,,122.8196,,,,23.5519,,,13.2572,22.7324,,0.0179999999999999,2.4199,0.0429999999999999,,,,22.9731,,21.3619,21.3288,21.5165,,,-3.5617,,0.1351999999999999,,4
2012-08-03 00:01:00,0.1895,,,3.5896,,,,122.8169,,,,23.6117,,,13.2572,22.7369,,0.0270999999999999,2.3744,0.0645,,,,22.9949,,21.412,21.3388,21.539,,,-3.5617,,0.1351999999999999,,4
2012-08-03 00:02:00,0.1890999999999999,,,3.5896,,,,122.8477,,,,23.6487,,,13.2572,22.7324,,0.0146,2.2776,0.0340999999999999,,,,23.0027,,21.4737,21.4206,21.5965,,,-3.3836,,0.1358999999999999,,4
2012-08-03 00:03:00,0.1893,,,3.5251,,,,122.8568,,,,23.669,,,13.2568,22.7437,,0.0218999999999999,2.4997,0.058,,,,23.0402,,21.5423,21.4471,21.6548,,,-3.3836,,0.1361,,4
2012-08-03 00:04:00,0.1893,,,3.5037,,,,122.7852,,,,23.6208,,,13.2568,22.755,,0.0259999999999999,2.2833,0.0608,,,,23.0418,,21.5101,21.4356,21.6143,,,-3.3242,,0.1355,,4
2012-08-03 00:05:00,0.1885999999999999,,,3.6111,,,,122.825,,,,23.5938,,,13.2572,22.755,,0.0259999999999999,2.4712,0.066,,,,23.046,,21.5453,21.4659,21.6957,,,-3.3836,,0.1358,,4
2012-08-03 00:06:00,0.1889,,,3.5682,,,,122.8217,,,,23.6042,,,13.2572,22.755,,0.0259999999999999,2.3061,0.0623,,,,23.0556,,21.6019,21.5122,21.7385,,,-3.443,,0.1356,,4
2012-08-03 00:07:00,0.1890999999999999,,,3.5682,,,,122.8527,,,,23.5849,,,13.2572,22.755,,0.0273,2.1353,0.0591,,,,23.0467,,21.5563,21.4535,21.6653,,,-3.3836,,0.1346,,4
2012-08-03 00:08:00,0.1890999999999999,,,3.6327,,,,122.8973,,,,23.5593,,,13.2572,22.755,,0.0244,2.4029,0.0575999999999999,,,,23.035,,21.5632,21.4894,21.7364,,,-3.3836,,0.1353,,4
2012-08-03 00:09:00,0.1890999999999999,,,3.6112,,,,122.959,,,,23.6167,,,13.2572,22.755,,0.0239,2.3289,0.0553,,,,23.0535,,21.6005,21.5266,21.7288,,,-3.443,,0.1358,,4
2012-08-03 00:10:00,0.1890999999999999,,,3.5896,,,,122.9895,,,,23.6084,,,13.2572,22.755,,0.0298,2.3516,0.068,,,,23.0501,,21.5715,21.4528,21.6708,,,-3.3242,,0.1358999999999999,,4
2012-08-03 00:11:00,0.1885999999999999,,,3.5466,,,,122.9568,,,,23.4728,,,13.2572,22.755,,0.0296,2.3402,0.0710999999999999,,,,23.0233,,21.47,21.3575,21.546,,,-3.3836,,0.1353,,4
2012-08-03 00:12:00,0.1890999999999999,,,3.6111,,,,122.9966,,,,23.4258,,,13.2572,22.755,,0.0239,2.3402,0.0548999999999999,,,,23.0061,,21.4169,21.3354,21.5156,,,-3.3836,,0.1356,,4
2012-08-03 00:13:00,0.1890999999999999,,,3.5466,,,,123.0005,,,,23.3282,,,13.2568,22.755,,0.0253,2.4484,0.0628999999999999,,,,22.982,,21.3555,21.274,21.4507,,,-3.5023,,0.1361999999999999,,4
