measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,system_id
2015-02-09 00:00:00,0.1840922999999999,2.863042,123.0806,5.546064,13.5547,6.059647,0.0038759689999999,1.903785,0.0080313989999999,5.577905,3.298128,2.970028,3.451362,-2.882787,0.1256038999999999,4
2015-02-09 00:01:00,0.1842762,2.870853,123.0918,5.540296,13.55471,6.040257,-0.001367989,2.103283,-0.003789573,5.563488,3.277922,2.956976,3.384623,-2.762671,0.1257582999999999,4
2015-02-09 00:02:00,0.1843427,2.872089,123.0771,5.570425,13.55475,6.025196,0.0002279980999999,1.704286,0.0004522536,5.553387,3.228282,2.923061,3.324253,-2.882788,0.1258836,4
2015-02-09 00:03:00,0.1841965,2.857017,123.0645,5.494662,13.55475,6.013336,0.0061559509999999,1.795485,0.0102770699999999,5.542942,3.113916,2.785694,3.238563,-2.882788,0.1253613,4
2015-02-09 00:04:00,0.1841192,2.8657,123.0526,5.325781,13.55478,5.991686,0.0093479259999999,1.704286,0.01501794,5.518415,2.954542,2.644148,3.082803,-2.882811,0.1258237,4
2015-02-09 00:05:00,0.1841956999999999,2.853227,123.1016,5.170376,13.55478,5.978508,-0.001074085,1.977884,0.00166866,5.491679,2.81733,2.536268,3.015133,-2.762695,0.1252282,4
2015-02-09 00:06:00,0.1843296,2.851063,123.1516,5.058111,13.55481,5.954597,-0.0016289399999999,1.692886,-0.001840204,5.458498,2.668706,2.4256,2.822831,-2.822767,0.1249539,4
2015-02-09 00:07:00,0.1844856,2.854596,123.1453,4.869639,13.55573,5.939342,-0.0038759689999999,1.772686,-0.0084992479999999,5.420401,2.587384,2.356437,2.708554,-3.063003,0.1248544999999999,4
2015-02-09 00:08:00,0.1843036,2.871123,123.1546,4.650374,13.55941,5.924282,-0.001595987,1.795485,-0.00302542,5.374643,2.440943,2.197734,2.573622,-3.123065,0.1261404999999999,4
2015-02-09 00:09:00,0.1843230999999999,2.85557,123.1516,4.489661,13.55942,5.898114,0.0006839946,1.898085,0.002027343,5.324188,2.325643,2.125446,2.502818,-3.303242,0.1254050999999999,4
2015-02-09 00:10:00,0.1842907,2.861207,123.1413,4.394531,13.55989,5.875711,-0.001367989,1.789786,-0.0001871396,5.271786,2.289424,2.137297,2.417119,-3.123067,0.1249325,4
2015-02-09 00:11:00,0.1842,2.872797,123.1612,4.004383,13.55944,5.851238,0.005471956,1.652987,0.0087799569999999,5.173769,2.253264,2.07744,2.365904,-3.423363,0.1255396,4
2015-02-09 00:12:00,0.1842342999999999,2.858692,123.1759,3.977066,13.56036,5.834101,-0.004103967,1.886685,-0.009528514,5.107341,2.256013,2.092388,2.338525,-3.423364,0.1252597,4
2015-02-09 00:13:00,0.1841937999999999,2.850133,123.1417,4.079269,13.56037,5.803225,0.002963976,1.681486,0.003306129,5.052867,2.243598,2.057717,2.327547,-3.123077,0.1253093999999999,4
2015-02-09 00:14:00,0.1842144,2.878772,123.1403,4.157734,13.56313,5.77668,-7.761022e-11,1.772686,0.00148152,5.012009,2.236982,2.047511,2.330975,-3.483449,0.1261538,4
2015-02-09 00:15:00,0.1843157,2.864984,123.1813,4.298742,13.56451,5.752204,-0.0002279982,1.795485,0.0007485578,4.973248,2.296426,2.116312,2.399731,-3.603575,0.1249512,4
2015-02-09 00:16:00,0.1843823,2.871055,123.1725,4.407898,13.56543,5.723963,0.002051984,1.766986,0.001185216,4.941424,2.349918,2.1361,2.450341,-3.303285,0.1260438999999999,4
2015-02-09 00:17:00,0.1842434,2.861888,123.1335,4.444548,13.56589,5.696663,0.004103967,1.835385,0.005582992,4.909084,2.369788,2.169611,2.473076,-3.543529,0.1259685999999999,4
2015-02-09 00:18:00,0.1843538,2.870044,123.1342,4.546315,13.56589,5.677649,0.004331965,1.869585,0.008873527,4.895752,2.430272,2.19639,2.528529,-2.942934,0.1255634999999999,4
2015-02-09 00:19:00,0.1843874,2.851335,123.141,4.676445,13.56636,5.646772,0.003191974,1.863885,0.005052764,4.881972,2.425045,2.257893,2.548401,-3.123129,0.1251643,4
2015-02-09 00:20:00,0.1843383,2.848691,123.16,4.925229,13.56865,5.625309,-0.002735978,1.823985,-0.004117067,4.898327,2.485232,2.31738,2.612877,-3.483501,0.124211,4
2015-02-09 00:21:00,0.184449,2.867154,123.1836,4.994929,13.57049,5.595185,-0.002963976,1.738486,-0.005692156,4.896695,2.449059,2.246031,2.575285,-2.942966,0.125374,4
2015-02-09 00:22:00,0.1845188,2.869306,123.2044,4.910539,13.57141,5.581253,0.004103967,1.875285,0.0059260809999999,4.889871,2.358938,2.150851,2.498812,-3.183213,0.1255733,4
2015-02-09 00:23:00,0.1843437,2.861297,123.2122,4.817987,13.57141,5.554144,0.0002279983,1.841085,0.0008109375,4.876294,2.26996,2.105623,2.430662,-2.882939,0.1248179,4
2015-02-09 00:24:00,0.184349,2.848598,123.2085,4.806144,13.57141,5.531549,0.0011399909999999,1.692886,0.001871394,4.868668,2.233596,2.073554,2.401481,-3.303385,0.124506,4
2015-02-09 00:25:00,0.1845136,2.882371,123.2255,4.773417,13.57096,5.507452,0.0004559963999999,1.932284,0.001076051,4.854568,2.226719,2.094673,2.403207,-3.423547,0.1251416999999999,4
2015-02-09 00:26:00,0.1844647,2.855789,123.2468,4.748881,13.57188,5.493709,-0.0005219022,1.983584,-0.0038831429999999,4.851526,2.238037,2.0981,2.390845,-3.363497,0.1251391,4
2015-02-09 00:27:00,0.1845617,2.854235,123.2531,4.560454,13.57234,5.466408,0.0009119926999999,1.635887,0.005645372,4.82346,2.226261,2.109282,2.363295,-3.123285,0.1250848,4
2015-02-09 00:28:00,0.1844423,2.857906,123.2341,5.149635,13.57188,5.447582,0.0011399909999999,1.846785,0.003165775,4.871738,2.559518,2.4749,2.743076,-3.303481,0.1248793,4
