measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,system_id
2010-07-03 00:00:00,5.014,0.192,122.662,20.849,285.747,0.008,1.602,0.012,23.755,4
2010-07-03 00:01:00,5.015,-0.254,122.634,20.891,284.254,0.006,1.492,0.01,23.736,4
2010-07-03 00:02:00,5.009,0.066,122.484,20.923,305.924,0.007,1.63,0.012,23.744,4
2010-07-03 00:03:00,5.012,0.126,122.582,20.951,302.438,0.007,1.588,0.012,23.754,4
2010-07-03 00:04:00,5.014,-0.193,122.616,20.919,316.215,0.007,1.764,0.012,23.752,4
2010-07-03 00:05:00,5.015,0.11,122.627,20.802,288.25,0.005,1.764,0.008,23.746,4
2010-07-03 00:06:00,5.017,0.005,122.663,20.692,284.957,0.006,1.654,0.01,23.753,4
2010-07-03 00:07:00,5.023,-0.336,122.732,20.677,292.333,0.008,1.654,0.012,23.728,4
2010-07-03 00:08:00,5.023,0.027,122.708,20.748,277.914,0.008,1.668,0.014,23.717,4
2010-07-03 00:09:00,5.023,0.099,122.664,20.795,285.101,0.007,1.834,0.012,23.699,4
2010-07-03 00:10:00,5.022,-0.1489999999999999,122.721,20.821,283.501,0.007,1.618,0.012,23.694,4
2010-07-03 00:11:00,5.022,-0.1769999999999999,122.648,20.772,310.291,0.0089999999999999,1.9,0.0179999999999999,23.672,4
2010-07-03 00:12:00,5.023,-0.232,122.697,20.737,313.179,0.007,1.852,0.014,23.662,4
2010-07-03 00:13:00,5.022,0.0379999999999999,122.674,20.728,298.271,0.007,1.74,0.012,23.657,4
2010-07-03 00:14:00,5.022,-0.259,122.706,20.7,299.443,0.0089999999999999,1.668,0.014,23.651,4
2010-07-03 00:15:00,5.023,-0.116,122.653,20.666,287.526,0.008,1.774,0.012,23.661,4
2010-07-03 00:16:00,5.015,0.033,122.741,20.621,304.56,0.005,1.764,0.01,23.653,4
2010-07-03 00:17:00,5.019,0.1809999999999999,122.708,20.652,296.408,0.005,1.858,0.01,23.669,4
