measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2008-12-24 00:00:00,5.047,-0.1419999999999999,122.077,-6.748,-6.7,0.006,2.107,0.012,-10.475,13.392,4
2008-12-24 00:15:00,5.046,-0.1479999999999999,122.015,-7.152,-7.008,0.006,2.077,0.0129999999999999,-10.176,13.377,4
2008-12-24 00:30:00,5.048,-0.135,122.112,-7.063,-7.139,0.006,2.132,0.012,-9.996,13.924,4
2008-12-24 00:45:00,5.052,-0.133,122.197,-6.623,-7.174,0.006,2.049,0.0129999999999999,-10.44,13.499,4
2008-12-24 01:00:00,5.056,-0.123,122.234,-6.144,-6.945,0.006,2.017,0.012,-9.988,13.826,4
2008-12-24 01:15:00,5.057,-0.111,122.286,-6.039,-6.55,0.006,2.001,0.0109999999999999,-9.215000000000002,13.833,4
2008-12-24 01:30:00,5.058,-0.1019999999999999,122.292,-5.882,-6.081,0.006,2.057,0.0129999999999999,-8.179999999999998,14.187,4
2008-12-24 01:45:00,5.055,-0.1019999999999999,122.224,-5.745,-5.706,0.006,2.052,0.012,-7.857999999999999,14.421,4
2008-12-24 02:00:00,5.059,-0.099,122.296,-5.719,-5.535,0.006,2.033,0.012,-7.825,14.369,4
2008-12-24 02:15:00,5.056,-0.1,122.259,-5.476,-5.422,0.006,2.032,0.012,-7.897999999999999,14.887,4
2008-12-24 02:30:00,5.053,-0.104,122.235,-5.472,-5.392,0.006,2.086,0.012,-8.266,14.421,4
2008-12-24 02:45:00,5.053,-0.108,122.171,-5.722,-5.479,0.006,2.032,0.012,-8.109,14.746,4
2008-12-24 03:00:00,5.051,-0.114,122.122,-5.593,-5.497,0.006,2.016,0.012,-7.845,14.832,4
2008-12-24 03:15:00,5.05,-0.115,122.118,-5.937,-5.475,0.006,2.057,0.012,-8.099999999999998,14.636,4
2008-12-24 03:30:00,5.046,-0.123,122.03,-5.631,-5.601,0.006,2.059,0.0129999999999999,-8.067999999999998,14.887,4
2008-12-24 03:45:00,5.044,-0.125,121.986,-5.531,-5.621,0.006,2.01,0.012,-8.073,14.696,4
2008-12-24 04:00:00,5.043,-0.122,121.988,-5.712,-5.516,0.006,2.014,0.0129999999999999,-8.362999999999998,14.624,4
2008-12-24 04:15:00,5.043,-0.129,121.95,-5.354,-5.512,0.006,2.065,0.012,-7.615999999999999,15.238,4
2008-12-24 04:30:00,5.044,-0.116,122.007,-5.066,-5.233,0.006,2.056,0.012,-7.293999999999999,15.604,4
2008-12-24 04:45:00,5.036,-0.13,121.817,-5.185,-4.939,0.006,2.1,0.0129999999999999,-7.526,15.326,4
2008-12-24 05:00:00,5.035,-0.133,121.807,-5.161,-4.934,0.006,2.106,0.0129999999999999,-7.609,15.67,4
2008-12-24 05:15:00,5.027,-0.1429999999999999,121.637,-5.48,-5.004,0.006,2.053,0.012,-7.148,15.104,4
2008-12-24 05:30:00,5.018,-0.153,121.407,-6.025,-5.157,0.006,2.066,0.0129999999999999,-7.469,14.636,4
2008-12-24 05:45:00,5.013,-0.157,121.42,-5.912,-5.552,0.006,2.048,0.012,-8.195999999999998,14.218,4
2008-12-24 06:00:00,5.006,-0.157,121.26,-5.421,-5.509,0.006,2.092,0.0129999999999999,-7.928,15.035,4
2008-12-24 06:15:00,4.99,-0.158,120.882,-5.485,-5.425,0.006,2.075,0.012,-7.517,15.217,4
2008-12-24 06:30:00,4.996,-0.158,121.029,-6.268,-5.454,0.006,2.284,0.014,-8.925,13.666,4
2008-12-24 06:45:00,4.994,-0.158,120.876,-6.585,-5.985,0.006,3.852,0.024,-9.851,13.227,4
2008-12-24 07:00:00,4.993,-0.158,120.866,-6.78,-6.43,0.008,9.583,0.079,-9.12,14.698,4
2008-12-24 07:15:00,4.992,-0.158,120.933,-7.236,-6.622,0.021,39.119,0.9,-9.346,17.073,4
2008-12-24 07:30:00,5.04,24.773,121.221,-7.013,-6.87,0.229,163.771,36.221,-8.663,83.753,4
2008-12-24 07:45:00,4.84,116.479,121.457,-7.014,-6.646,0.648,201.417,134.229,-6.026,210.712,4
2008-12-24 08:00:00,4.887,244.135,122.154,-6.15,-6.063,0.981,273.355,269.584,-2.871,311.54,4
2008-12-24 08:15:00,4.955,156.336,121.897,-5.323,-5.132,0.6049999999999999,295.001,179.182,-2.435,213.423,4
2008-12-24 08:30:00,5.335,341.713,122.95,-4.743,-4.523,1.293,289.795,373.846,-2.14,399.424,4
2008-12-24 08:45:00,5.339,411.752,123.151,-3.133,-3.156,1.514,295.664,447.18,1.324,485.761,4
2008-12-24 09:00:00,6.007,572.744,123.942,-2.436,-1.639,2.154,286.271,616.468,5.223,661.301,4
2008-12-24 09:15:00,6.583,685.885,123.989,-2.393,-0.2429999999999999,2.604,283.37,737.625,8.418,791.9579999999999,4
2008-12-24 09:30:00,5.714,515.766,123.233,-2.923,0.515,1.88,296.554,557.699,8.543,610.972,4
2008-12-24 09:45:00,6.165,607.169,123.721,-0.909,0.789,2.274,288.427,655.093,8.525,700.176,4
2008-12-24 10:00:00,7.399,820.409,124.771,-0.5979999999999999,1.955,3.195,276.656,883.231,15.293,959.459,4
2008-12-24 10:15:00,7.315,807.5299999999999,124.589,-0.372,3.115,3.131,277.89,869.884,17.036,949.08,4
2008-12-24 10:30:00,7.433,825.575,124.76,-0.4829999999999999,3.26,3.216,276.552,889.224,16.646,963.59,4
2008-12-24 10:45:00,5.707,517.115,123.679,-0.555,3.718,2.013,277.722,559.05,15.929,605.036,4
2008-12-24 11:00:00,5.471,460.161,123.511,-0.3049999999999999,3.94,1.774,281.604,499.369,13.546,539.605,4
2008-12-24 11:15:00,5.854,537.948,123.867,-0.3479999999999999,4.084,2.029,287.474,582.712,14.34,628.642,4
2008-12-24 11:30:00,6.122,595.089,124.181,0.4149999999999999,4.797,2.25,286.187,643.655,18.242,698.494,4
2008-12-24 11:45:00,5.271,386.878,123.182,0.544,6.057,1.499,280.226,422.107,16.686,471.739,4
