measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__313,power_factor__327,system_id
2012-12-22 00:00:00,,0.1826,,2.8046,,121.8861,,3.8955,13.665,2.3517,,-0.0011,,1.8525,,-0.0020999999999999,,2.7348,,1.081,,0.2525999999999999,,0.8874999999999998,,,,,,-3.271,0.1254,4
2012-12-22 00:01:00,,0.1829,,2.8102,,121.9532,,3.5637,13.665,2.3381,,0.0002,,1.7955,,-0.0001,,2.6703,,0.894,,0.0350999999999999,,0.6724,,,,,,-3.4495,0.1255,4
2012-12-22 00:02:00,,0.1827999999999999,,2.806,,121.9519,,3.5728,13.665,2.3313,,-0.0083999999999999,,2.0406,,-0.0172,,2.6535,,0.8044999999999999,,0.1218999999999999,,0.6397,,,,,,-3.5685,0.1257,4
2012-12-22 00:03:00,,0.1827999999999999,,2.8205,,121.9561,,3.6131,13.665,2.3313,,0.0016,,2.0292,,0.0045999999999999,,2.66,,0.7405,,0.019,,0.5642,,,,,,-3.6875,0.1252999999999999,4
2012-12-22 00:04:00,,0.1827,,2.8095,,121.917,,3.3169,13.665,2.3313,,-0.005,,1.995,,-0.0099,,2.6169,,0.6476,,-0.0632,,0.4114999999999999,,,,,,-3.628,0.1258,4
2012-12-22 00:05:00,,0.1827,,2.8043,,121.9484,,3.3702,13.665,2.3313,,-0.0057,,1.8126,,-0.0111,,2.6033,,0.7045,,0.078,,0.5087,,,,,,-3.747,0.1255,4
2012-12-22 00:06:00,,0.1827,,2.8155,,121.9726,,3.5589,13.665,2.311,,-0.0006999999999999,,1.938,,0.0004,,2.6167,,0.8251,,0.188,,0.6444999999999999,,,,,,-3.5686,0.1259,4
2012-12-22 00:07:00,,0.1827,,2.8171,,121.9811,,4.0587,13.665,2.311,,0.0012999999999999,,1.7898,,-0.0004,,2.7099,,1.1682,,0.4759999999999999,,1.0337,,,,,,-3.5686,0.1252,4
2012-12-22 00:08:00,,0.1827,,2.8172,,121.945,,4.3084,13.665,2.311,,-0.0002,,2.0634,,0.001,,2.7881,,1.427,,0.7416,,1.3738,,,,,,-3.2712,0.1257,4
2012-12-22 00:09:00,,0.1827,,2.8072,,121.9424,,5.2753,13.665,2.311,,-0.0008999999999999,,1.8126,,0.0005,,2.9516,,1.838,,1.1761,,1.9349,,,,,,-3.3902,0.1260999999999999,4
2012-12-22 00:10:00,,0.1826,,2.8248,,121.9481,,5.5267,13.665,2.311,,-0.0011,,1.7271,,-0.0015,,3.1436,,2.1324,,1.2501,,2.1015,,,,,,-2.9739,0.1263,4
2012-12-22 00:11:00,,0.1827,,2.8059,,121.9352,,5.2389,13.665,2.311,,-0.0033999999999999,,1.8297,,-0.0063,,3.1902,,2.2121,,1.2257,,2.0915,,,,,,-2.617,0.1255,4
2012-12-22 00:12:00,,0.1826,,2.829,,121.9198,,4.9153,13.665,2.3296,,0.0033999999999999,,2.0121,,0.0071,,3.2289,,2.1941,,1.1998,,1.9945,,,,,,-2.5576,0.1265,4
2012-12-22 00:13:00,,0.1826,,2.8202,,121.9249,,4.5014,13.665,2.3313,,-0.0016,,1.8753,,-0.0038999999999999,,3.2033,,2.119,,1.1799,,1.9287,,,,,,-2.736,0.1262,4
2012-12-22 00:14:00,,0.1826,,2.8409,,121.9168,,4.475,13.6646,2.333,,-0.0014,,1.8867,,-0.0025,,3.2444,,2.196,,1.3463,,2.1092,,,,,,-2.7955,0.1255,4
2012-12-22 00:15:00,,0.1826,,2.8177,,121.9238,,4.7524,13.6636,2.3517,,0.0051999999999999,,1.8696,,0.0094999999999999,,3.3189,,2.3553,,1.6574,,2.3855,,,,,,-3.1524,0.1259,4
2012-12-22 00:16:00,,0.1825,,2.8003,,121.9178,,5.0378,13.6636,2.3667,,-0.0032,,1.6701,,-0.0038999999999999,,3.4385,,2.5318,,1.8097,,2.5777,,,,,,-2.855,0.1250999999999999,4
2012-12-22 00:17:00,,0.1827,,2.8198,,121.9857,,5.0805,13.6604,2.3742,,-0.0071,,1.938,,-0.0132,,3.5019,,2.6039,,1.9537,,2.7086,,,,,,-2.855,0.1259,4
2012-12-22 00:18:00,,0.1827,,2.8174,,121.9843,,4.9048,13.6595,2.3912,,0.0006999999999999,,1.7613,,0.0005999999999999,,3.5375,,2.5613,,1.8335,,2.6488,,,,,,-2.6765,0.1259,4
2012-12-22 00:19:00,,0.1829,,2.8199,,122.0414,,4.7049,13.6595,2.4078,,-0.0023,,1.6929,,-0.0067999999999999,,3.5569,,2.4832,,1.7531,,2.466,,,,,,-2.7955,0.1257,4
2012-12-22 00:20:00,,0.1829,,2.8385,,122.0902,,4.015,13.6591,2.4223,,-0.0058999999999999,,1.7385,,-0.0111,,3.5198,,2.3341,,1.6059,,2.2451,,,,,,-2.855,0.1263,4
2012-12-22 00:21:00,,0.1829,,2.8138,,122.1086,,4.1936,13.6581,2.4432,,-0.0011,,1.8069,,-0.0028,,3.5228,,2.3658,,1.6987,,2.2839,,,,,,-3.0929,0.1258,4
2012-12-22 00:22:00,,0.1829,,2.8266,,122.1019,,4.2896,13.6545,2.4601,,0.0014,,1.9266,,0.0028,,3.5339,,2.3633,,1.7451,,2.2478,,,,,,-3.0929,0.1255999999999999,4
2012-12-22 00:23:00,,0.183,,2.8259,,122.1321,,4.8168,13.6545,2.4703,,0.0011,,1.653,,0.0027,,3.6171,,2.5765,,1.9895,,2.484,,,,,,-3.1524,0.1260999999999999,4
2012-12-22 00:24:00,,0.1832,,2.8288,,122.1721,,4.8773,13.654,2.4898,,-0.0045999999999999,,1.6701,,-0.0082,,3.6896,,2.6786,,2.06,,2.556,,,,,,-2.9145,0.1254,4
2012-12-22 00:25:00,,0.1832,,2.8166,,122.2089,,4.7176,13.654,2.5064,,-0.0043,,1.7157,,-0.0077,,3.7112,,2.6737,,1.9948,,2.4829,,,,,,-2.855,0.1260999999999999,4
2012-12-22 00:26:00,,0.1832,,2.8346,,122.2296,,4.5639,13.6536,2.5318,,0.0016,,1.7613,,0.0030999999999999,,3.6979,,2.5327,,1.8414,,2.3066,,,,,,-2.9145,0.1262,4
2012-12-22 00:27:00,,0.1829,,2.8334,,122.1772,,4.4305,13.6536,2.5437,,-0.0005,,1.9893,,-0.0025999999999999,,3.6446,,2.2919,,1.5515,,2.0429,,,,,,-3.0334,0.1264,4
2012-12-22 00:28:00,,0.1831,,2.8227,,122.1703,,4.3288,13.6526,2.5644,,-0.0023,,1.7898,,-0.0032,,3.5851,,2.0097,,1.2646,,1.7181,,,,,,-3.3903,0.1252,4
2012-12-22 00:29:00,,0.1831,,2.8161,,122.1804,,4.1559,13.6522,2.5765,,-0.0023,,1.7385,,-0.0023999999999999,,3.5062,,1.636,,0.9127,,1.2932,,,,,,-3.6877,0.1260999999999999,4
2012-12-22 00:30:00,,0.1831,,2.8343,,122.1918,,3.9213,13.6494,2.5866,,-0.0018,,1.7442,,-0.0028,,3.4326,,1.3292,,0.6602,,1.0193,,,,,,-3.8661,0.1254,4
2012-12-22 00:31:00,,0.1831,,2.8487,,122.1741,,3.667,13.6513,2.5866,,-0.0054999999999999,,1.7784,,-0.0092999999999999,,3.3459,,1.0725,,0.4124999999999999,,0.7962,,,,,,-4.2824,0.1257,4
2012-12-22 00:32:00,,0.1831,,2.824,,122.1851,,3.6314,13.6517,2.5885,,0.0005,,1.8297,,0.0016,,3.2904,,1.009,,0.4663999999999999,,0.7809,,,,,,-4.5203,0.127,4
2012-12-22 00:33:00,,0.183,,2.8358,,122.1569,,3.5919,13.6531,2.5923,,-0.0008999999999999,,1.7841,,-0.0023,,3.2318,,0.9732,,0.4399,,0.7602999999999999,,,,,,-4.5203,0.1259,4
2012-12-22 00:34:00,,0.1831,,2.84,,122.1988,,3.5288,13.654,2.6092,,-0.0041,,1.6131,,-0.0073,,3.1807,,0.8570999999999999,,0.2617999999999999,,0.6038,,,,,,-4.5203,0.1255999999999999,4
2012-12-22 00:35:00,,0.1832,,2.8188,,122.2097,,3.4755,13.654,2.6092,,-0.0033999999999999,,2.0406,,-0.0083,,3.1313,,0.7146,,0.1501,,0.4267,,,,,,-4.3419,0.1255,4
2012-12-22 00:36:00,,0.1832,,2.8244,,122.2638,,3.3591,13.654,2.5923,,0.0041,,1.7784,,0.0061999999999999,,3.0548,,0.4298,,-0.1565999999999999,,0.0840999999999999,,,,,,-4.4013,0.1267,4
2012-12-22 00:37:00,,0.1831,,2.8301,,122.2863,,3.0398,13.654,2.5866,,0.0005,,1.9665,,0.0005,,2.9696,,0.1915,,-0.3527,,-0.1277,,,,,,-4.4608,0.1265,4
2012-12-22 00:38:00,,0.1831,,2.8176,,122.2389,,2.6755,13.654,2.5866,,0.0051999999999999,,1.881,,0.0106,,2.8765,,0.0193,,-0.5128,,-0.2972,,,,,,-4.4608,0.1259,4
2012-12-22 00:39:00,,0.1832,,2.8541,,122.2255,,2.6702,13.6549,2.5798,,0.0016,,1.6701,,-0.0008,,2.7872,,-0.0063,,-0.4937,,-0.2787999999999999,,,,,,-4.8176,0.1254,4
2012-12-22 00:40:00,,0.1831,,2.8448,,122.196,,3.7612,13.6581,2.5663,,0.0005,,1.8069,,0.0002999999999999,,2.8088,,0.4209,,-0.105,,0.3186999999999999,,,,,,-4.9365,0.126,4
2012-12-22 00:41:00,,0.1831,,2.8105,,122.2012,,4.4055,13.6595,2.5663,,0.0025,,1.7271,,0.0016999999999999,,2.8984,,0.8629,,0.3684,,0.9327,,,,,,-4.5202,0.1259,4
2012-12-22 00:42:00,,0.1831,,2.8521,,122.1631,,4.6052,13.6595,2.5437,,0.0018,,1.7955,,0.003,,3.002,,1.2848,,0.6748,,1.3265,,,,,,-4.0444,0.1262,4
2012-12-22 00:43:00,,0.183,,2.8248,,122.1659,,5.0689,13.66,2.5437,,-0.0016,,1.5333,,-0.0035999999999999,,3.1769,,1.7879,,1.0828,,1.854,,,,,,-3.6281,0.1255999999999999,4
2012-12-22 00:44:00,,0.183,,2.8228,,122.1869,,4.8447,13.6595,2.5437,,0.0033999999999999,,1.7841,,0.0054999999999999,,3.2457,,1.9538,,1.0813,,1.9251,,,,,,-3.2117,0.1264,4
2012-12-22 00:45:00,,0.1831,,2.8389,,122.215,,4.7167,13.6595,2.5625,,0.0045999999999999,,1.767,,0.0067,,3.2365,,1.8628,,0.9304,,1.7011,,,,,,-3.0333,0.126,4
2012-12-22 00:46:00,,0.1832,,2.8309,,122.2299,,3.9937,13.6591,2.5663,,0.003,,1.7784,,0.0057,,3.1586,,1.4649,,0.5643,,1.2413,,,,,,-2.9738,0.1258,4
2012-12-22 00:47:00,,0.183,,2.8476,,122.2286,,3.2712,13.6595,2.5663,,-0.0011,,1.7043,,-0.0008999999999999,,3.0676,,1.1097,,0.3151999999999999,,0.8594,,,,,,-3.3307,0.1265,4
2012-12-22 00:48:00,,0.1831,,2.8281,,122.2071,,2.8896,13.6591,2.5663,,-0.0045999999999999,,1.9722,,-0.0064999999999999,,2.9651,,0.9227,,0.2301999999999999,,0.7420999999999999,,,,,,-3.6875,0.1259,4
2012-12-22 00:49:00,,0.183,,2.8354,,122.2129,,2.4588,13.6591,2.5663,,0.0016,,1.9038,,0.0054999999999999,,2.8282,,0.7781,,0.0637,,0.5643,,,,,,-3.9254,0.1259,4
2012-12-22 00:50:00,,0.183,,2.841,,122.2147,,2.8173,13.6595,2.5531,,0.0002,,1.5846,,-0.001,,2.7282,,0.7699,,0.1124,,0.6172999999999998,,,,,,-4.2228,0.1265,4
2012-12-22 00:51:00,,0.1831,,2.8642,,122.2268,,3.7854,13.6595,2.5437,,0.0011,,1.8924,,0.0043,,2.7898,,0.9986,,0.3926,,0.9224,,,,,,-4.1038,0.1273,4
2012-12-22 00:52:00,,0.183,,2.8195,,122.1846,,4.1936,13.6604,2.5437,,-0.005,,1.7157,,-0.01,,2.8672,,1.223,,0.4985,,1.1633,,,,,,-3.6875,0.1257,4
2012-12-22 00:53:00,,0.1831,,2.8213,,122.205,,4.0742,13.6632,2.5437,,0.0033999999999999,,1.8753,,0.0023,,2.8852,,1.2388,,0.4481,,1.1202,,,,,,-3.9254,0.1252999999999999,4
2012-12-22 00:54:00,,0.1827999999999999,,2.8489,,122.1717,,3.5137,13.6632,2.5234,,0.0025,,1.7157,,0.0015,,2.8405,,1.1408,,0.3563999999999999,,0.9444,,,,,,-3.5686,0.1268,4
2012-12-22 00:55:00,,0.1827999999999999,,2.8374,,122.1623,,3.004,13.6641,2.5234,,-0.0073,,1.824,,-0.014,,2.7602,,0.9797,,0.2288999999999999,,0.8076999999999999,,,,,,-3.5686,0.1258,4
2012-12-22 00:56:00,,0.1829,,2.8226,,122.1961,,2.8162,13.6641,2.5166,,-0.0016,,1.8012,,-0.0032,,2.6838,,0.8044999999999999,,0.0599999999999999,,0.5849999999999999,,,,,,-3.628,0.1259,4
2012-12-22 00:57:00,,0.183,,2.8476,,122.2522,,2.6201,13.6646,2.503,,-0.0105,,1.653,,-0.0172,,2.5964,,0.6008999999999999,,-0.1129,,0.4057999999999999,,,,,,-3.8659,0.1262,4
2012-12-22 00:58:00,,0.183,,2.8468,,122.2369,,2.7163,13.665,2.5011,,-0.0074999999999999,,1.8753,,-0.0141,,2.5357,,0.5198,,-0.1487,,0.3672,,,,,,-4.1039,0.1267,4
2012-12-22 00:59:00,,0.1829,,2.8378,,122.244,,2.9943,13.665,2.4804,,-0.0082,,1.7214,,-0.0131,,2.492,,0.4637,,-0.1869,,0.3175,,,,,,-4.2229,0.1263,4
2012-12-22 01:00:00,,0.183,,2.8399,,122.2473,,3.0815,13.665,2.4652,,-0.0018,,1.7442,,-0.0028,,2.4538,,0.3663,,-0.2953,,0.2078,,,,,,-4.2229,0.1263,4
2012-12-22 01:01:00,,0.1831,,2.8327,,122.2807,,3.2935,13.665,2.4601,,-0.0038999999999999,,1.6929,,-0.0079,,2.4387,,0.4138,,-0.252,,0.2856,,,,,,-4.2824,0.1265,4
