measured_on,ac_current__319,ac_meter_1_power_kw__1017,ac_meter_2_power_kw__1018,ac_power__315,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__1132,dc_power__314,inv1_ac_power_kw__1019,inv1_dc_current__1021,inv1_dc_power__1130,inv1_dc_voltage__1020,inv1_temp__1022,inv2_ac_power_kw__1023,inv2_dc_current__1025,inv2_dc_power__1131,inv2_dc_voltage__1024,inv2_temp__1026,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,poa_irradiance__313,power_factor__327,system_id
2013-05-19 00:00:00,0.1837,,,2.883,,,122.8228,12.5457,13.3927,12.8039,0.01,1.527,,0.0156999999999999,,,,,,,,,,,12.344,10.1387,10.15,10.741,-3.5647,0.1267,4
2013-05-19 00:01:00,0.1837,,,2.8704,,,122.8398,12.345,13.3927,12.7894,0.0141,1.5611,,0.0212999999999999,,,,,,,,,,,12.3316,10.151,10.1065,10.6806,-3.5053,0.1265,4
2013-05-19 00:02:00,0.1837999999999999,,,2.8853,,,122.8377,12.0778,13.3927,12.7687,0.0061999999999999,1.6238,,0.012,,,,,,,,,,,12.2884,10.1407,10.1033,10.6188,-3.5647,0.1275999999999999,4
2013-05-19 00:03:00,0.1836,,,2.8738,,,122.8153,12.1352,13.3927,12.7461,0.0161999999999999,1.6694,,0.0257,,,,,,,,,,,12.2679,10.1052,10.1321,10.6554,-3.5053,0.1267,4
2013-05-19 00:04:00,0.1837,,,2.8747,,,122.8172,12.3519,13.3927,12.7276,0.01,1.7036,,0.0166,,,,,,,,,,,12.2705,10.12,10.1992,10.6765,-3.5647,0.1267,4
2013-05-19 00:05:00,0.1836,,,2.8856,,,122.8368,12.2792,13.3931,12.7081,0.0086999999999999,1.8005,,0.0142,,,,,,,,,,,12.2629,10.0707,10.1124,10.587,-3.5053,0.1273,4
2013-05-19 00:06:00,0.1837,,,2.8721,,,122.8203,11.9428,13.3945,12.6968,0.0155,1.5213,,0.0234,,,,,,,,,,,12.2361,10.0339,10.0085,10.4867,-3.5053,0.1265999999999999,4
2013-05-19 00:07:00,0.1837,,,2.876,,,122.7576,11.7919,13.395,12.6798,0.0134,1.3105,,0.0175,,,,,,,,,,,12.1959,9.9943,10.0098,10.4549,-3.6241,0.1272,4
2013-05-19 00:08:00,0.1839,,,2.8918,,,122.8269,11.6875,13.3968,12.6535,0.0067999999999999,1.4871,,0.0101,,,,,,,,,,,12.1505,9.9649,9.9621,10.4051,-3.5647,0.1268,4
2013-05-19 00:09:00,0.1841,,,2.8831,,,122.876,11.6435,13.3977,12.6371,0.0106999999999999,1.3561,,0.0161,,,,,,,,,,,12.118,9.8905,9.9138,10.3462,-3.5647,0.1267,4
