measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-03-11 00:00:00,5.028,0.132,122.757,-1.21,,2.798,0.008,2.314,0.0179999999999999,,3.308,,,4
2010-03-11 00:01:00,5.031,0.0599999999999999,122.779,-1.201,,2.822,0.007,1.996,0.014,,3.301,,,4
2010-03-11 00:02:00,5.036,0.027,122.742,-1.206,,2.811,0.006,1.8,0.012,,3.3,,,4
2010-03-11 00:03:00,5.036,0.137,122.797,-1.185,,2.807,0.008,2.07,0.016,,3.311,,,4
2010-03-11 00:04:00,5.03,0.2089999999999999,122.79,-1.148,,2.785,0.004,2.342,0.008,,3.317,,,4
2010-03-11 00:05:00,5.033,0.016,122.808,-1.174,,2.786,0.005,2.272,0.012,,3.301,,,4
2010-03-11 00:06:00,5.033,0.1809999999999999,122.817,-1.202,,2.774,0.006,2.13,0.012,,3.313,,,4
2010-03-11 00:07:00,5.037,0.121,122.878,-1.199,,2.772,0.008,2.004,0.016,,3.336,,,4
2010-03-11 00:08:00,5.028,0.1759999999999999,122.76,-1.214,,2.773,0.006,2.33,0.014,,3.343,,,4
2010-03-11 00:09:00,5.036,0.115,122.742,-1.212,,2.794,0.007,2.168,0.014,,3.35,,,4
2010-03-11 00:10:00,5.033,0.055,122.73,-1.229,,2.797,0.007,2.122,0.014,,3.361,,,4
2010-03-11 00:11:00,5.039,0.137,122.847,-1.238,,2.782,0.007,2.1,0.016,,3.387,,,4
2010-03-11 00:12:00,5.031,0.0929999999999999,122.816,-1.217,,2.792,0.006,2.164,0.014,,3.398,,,4
2010-03-11 00:13:00,5.038,0.121,122.809,-1.221,,2.781,0.007,2.456,0.016,,3.393,,,4
2010-03-11 00:14:00,5.038,0.0879999999999999,122.9,-1.229,,2.76,0.006,2.134,0.012,,3.399,,,4
2010-03-11 00:15:00,5.038,0.192,122.917,-1.216,,2.777,0.008,2.2,0.0179999999999999,,3.407,,,4
2010-03-11 00:16:00,5.032,0.0769999999999999,122.882,-1.202,,2.778,0.006,1.938,0.012,,3.407,,,4
2010-03-11 00:17:00,5.034,0.1809999999999999,122.858,-1.202,,2.783,0.007,2.3,0.016,,3.394,,,4
2010-03-11 00:18:00,5.043,0.1759999999999999,122.827,-1.205,,2.795,0.005,2.336,0.01,,3.425,,,4
2010-03-11 00:19:00,5.038,0.132,122.85,-1.191,,2.797,0.006,1.966,0.012,,3.429,,,4
2010-03-11 00:20:00,5.039,0.066,122.902,-1.22,,2.78,0.007,2.164,0.016,,3.439,,,4
2010-03-11 00:21:00,5.034,0.099,122.844,-1.242,,2.792,0.007,2.2,0.016,,3.443,,,4
2010-03-11 00:22:00,5.04,0.0709999999999999,122.926,-1.245,,2.807,0.007,2.02,0.014,,3.447,,,4
2010-03-11 00:23:00,5.037,0.225,122.912,-1.248,,2.767,0.008,2.266,0.0179999999999999,,3.45,,,4
2010-03-11 00:24:00,5.037,0.335,122.93,-1.25,,2.763,0.007,2.162,0.016,,3.442,,,4
2010-03-11 00:25:00,5.035,0.154,122.909,-1.249,,2.775,0.008,2.24,0.0179999999999999,,3.443,,,4
2010-03-11 00:26:00,5.045,0.0709999999999999,122.863,-1.247,,2.765,0.006,2.164,0.014,,3.459,,,4
2010-03-11 00:27:00,5.046,0.115,122.936,-1.177,,2.776,0.006,2.26,0.014,,3.48,,,4
2010-03-11 00:28:00,5.041,0.1759999999999999,122.893,-1.191,,2.781,0.005,2.13,0.012,,3.462,,,4
2010-03-11 00:29:00,5.038,0.0929999999999999,122.888,-1.173,,2.783,0.008,2.074,0.016,,3.472,,,4
2010-03-11 00:30:00,5.038,0.0709999999999999,122.9,-1.13,,2.794,0.007,2.118,0.016,,3.492,,,4
2010-03-11 00:31:00,5.037,0.17,122.892,-1.124,,2.814,0.005,2.152,0.012,,3.493,,,4
2010-03-11 00:32:00,5.042,0.082,122.929,-1.124,,2.815,0.01,2.046,0.02,,3.487,,,4
2010-03-11 00:33:00,5.039,0.0879999999999999,122.964,-1.156,,2.803,0.007,2.198,0.014,,3.502,,,4
2010-03-11 00:34:00,5.04,0.1429999999999999,122.896,-1.142,,2.8,0.007,2.378,0.016,,3.502,,,4
2010-03-11 00:35:00,5.042,0.055,122.961,-1.136,,2.802,0.006,2.086,0.012,,3.532,,,4
2010-03-11 00:36:00,5.042,0.104,122.944,-1.123,,2.814,0.007,2.118,0.014,,3.529,,,4
2010-03-11 00:37:00,5.04,0.0879999999999999,122.952,-1.111,,2.82,0.006,2.02,0.012,,3.529,,,4
2010-03-11 00:38:00,5.041,0.159,122.966,-1.124,,2.806,0.007,2.168,0.014,,3.525,,,4
