measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,inverter_temp__324,module_temp_1__321,module_temp_2__322,module_temp_3__323,power_factor__327,system_id
2011-05-19 00:00:00,0.1855999999999999,3.2922,123.3208,4.3213,13.6847,5.2796,-0.0025,2.2686,-0.0079,4.2267,4.0036,4.1051,4.0873,0.1247999999999999,4
2011-05-19 00:01:00,0.1862,3.3352,123.2541,4.2879,13.6856,5.2571,-0.0011,2.5308,-0.0025,4.2126,3.9917,4.1047,4.0797,0.1247,4
2011-05-19 00:02:00,0.1867,3.2922,123.2541,4.2802,13.687,5.2458,0.0018,2.5422,0.0037,4.2113,3.9918,4.0998,4.0755,0.1258,4
2011-05-19 00:03:00,0.1854,3.3137,123.2883,4.2315,13.6888,5.2288,0.0008999999999999,2.5194,0.0027,4.205,3.977,4.0985,4.0706,0.1242999999999999,4
2011-05-19 00:04:00,0.1857999999999999,3.2061,123.2609,4.2281,13.6888,5.2104,-0.0016,2.4909,-0.0051999999999999,4.1908,3.9635,4.08,4.0486,0.1247999999999999,4
2011-05-19 00:05:00,0.1865,3.2491,123.2695,4.2112,13.6888,5.2028,0.0,2.4681,0.0001,4.1832,3.9495,4.0674,4.0324,0.1242999999999999,4
2011-05-19 00:06:00,0.1857999999999999,3.2491,123.29,4.2168,13.6888,5.1876,0.0035999999999999,2.3712,0.0063,4.1687,3.9413,4.0472,4.0221,0.1252,4
2011-05-19 00:07:00,0.1849,3.2491,123.3208,4.1964,13.6888,5.1693,0.0023,2.5137,0.0077,4.1626,3.9373,4.0367,4.0167,0.1239,4
2011-05-19 00:08:00,0.1872999999999999,3.1846,123.3003,4.1651,13.6888,5.1582,-0.0014,2.3142,-0.004,4.1593,3.9262,4.0392,4.012,0.1255999999999999,4
2011-05-19 00:09:00,0.1862,3.2491,123.2011,4.1529,13.6888,5.1396,-0.0025,2.5137,-0.006,4.1492,3.909,4.022,4.0005,0.1245,4
2011-05-19 00:10:00,0.186,3.3352,121.9767,4.1405,13.6888,5.1207,0.0033999999999999,2.3769,0.0077,4.1353,3.9037,4.0024,3.9866,0.1249,4
2011-05-19 00:11:00,0.1865,3.163,122.0041,4.1339,13.6888,5.117,0.0008999999999999,2.5194,0.0035,4.1402,3.8999,4.0007,3.9965,0.1239,4
2011-05-19 00:12:00,0.1865,3.2706,122.0383,4.1222,13.6888,5.1017,-0.0074999999999999,2.5194,-0.0165,4.1327,3.8868,3.9833,3.9798,0.1246,4
2011-05-19 00:13:00,0.1855999999999999,3.2061,122.052,4.1012,13.6893,5.0872,-0.005,2.3085,-0.0115,4.1197,3.8701,3.9717,3.9652,0.1249,4
2011-05-19 00:14:00,0.186,3.2491,122.0109,4.0952,13.6897,5.0741,-0.0023,2.3142,-0.0044999999999999,4.1171,3.8619,3.9534,3.9513,0.1247999999999999,4
2011-05-19 00:15:00,0.186,3.3567,122.0144,4.0475,13.6902,5.0552,0.0023,2.4852,0.0063,4.1033,3.8308,3.9424,3.9388,0.1246,4
2011-05-19 00:16:00,0.1857999999999999,3.2061,121.9767,4.0552,13.6929,5.0413,-0.005,2.5935,-0.0126,4.0879,3.8198,3.9199,3.9149,0.125,4
2011-05-19 00:17:00,0.1862,3.2491,121.9579,4.0248,13.6938,5.0311,-0.0006999999999999,2.2686,0.0018,4.0685,3.7924,3.9169,3.9004,0.1254,4
2011-05-19 00:18:00,0.1865,3.2922,122.0075,4.0272,13.6943,5.0198,-0.0073,2.2002,-0.0167,4.0557,3.7797,3.8834,3.8541,0.1247,4
2011-05-19 00:19:00,0.1867,3.2061,121.9973,3.9861,13.6943,5.0018,-0.0025,2.3769,-0.0055999999999999,4.0333,3.7394,3.8345,3.7938,0.1250999999999999,4
2011-05-19 00:20:00,0.1865,3.2491,121.9938,3.9559,13.6943,4.9882,0.0051999999999999,2.2971,0.0115999999999999,4.0197,3.7051,3.7945,3.7809,0.1247,4
2011-05-19 00:21:00,0.1865,3.2491,122.0195,3.914,13.6938,4.9694,-0.0054999999999999,2.4168,-0.0135,4.0009,3.6626,3.7613,3.7477,0.1246,4
2011-05-19 00:22:00,0.1865,3.2276,121.999,3.8795,13.6943,4.9571,0.0054999999999999,2.2002,0.0124,3.9829,3.641,3.7483,3.7526,0.1249,4
2011-05-19 00:23:00,0.1847,3.2491,122.0708,3.841,13.6943,4.9453,-0.0045999999999999,2.3541,-0.0088999999999999,3.9424,3.6213,3.7171,3.7307,0.1246,4
2011-05-19 00:24:00,0.1865,3.3137,122.1323,3.8385,13.6943,4.9321,0.0,2.394,0.0012999999999999,3.8992,3.5966,3.6638,3.6917,0.1252,4
2011-05-19 00:25:00,0.1867,3.3352,122.1033,3.8285,13.6943,4.9142,-0.005,2.2515,-0.0122,3.8662,3.5787,3.676,3.7096,0.1257,4
2011-05-19 00:26:00,0.1855999999999999,3.2061,122.0793,3.8376,13.6948,4.9023,0.0018,2.3199,0.0032,3.8394,3.5811,3.6856,3.7142,0.1247999999999999,4
2011-05-19 00:27:00,0.186,3.2491,122.0776,3.8659,13.6989,4.8854,0.0016,2.3028,0.0041999999999999,3.8152,3.5878,3.6951,3.7244,0.1252,4
