measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__313,power_factor__327,system_id
2013-03-09 00:00:00,,0.184,,2.7592,,122.4345,,1.8247,13.685,1.9026,,-0.005,,2.1382,,-0.0125,,1.6427,,0.2757,,0.1511,,0.4723,,,,,,-2.0818,0.1226,4
2013-03-09 00:01:00,,0.1837999999999999,,2.7749,,122.3683,,1.5986,13.685,1.9043,,-0.0041,,1.9842,,-0.008,,1.6307,,0.2031999999999999,,0.0577,,0.3645999999999999,,,,,,-1.9629,0.1227,4
2013-03-09 00:02:00,,0.1839,,2.7706,,122.3809,,1.4655,13.6851,1.9043,,-0.0058999999999999,,2.1438,,-0.0112999999999999,,1.617,,0.1247,,-0.0057999999999999,,0.2924999999999999,,,,,,-2.0818,0.1229,4
2013-03-09 00:03:00,,0.1837999999999999,,2.7586,,122.3586,,1.4453,13.6851,1.9043,,-0.0073,,2.4916,,-0.0205,,1.6041,,0.098,,-0.0316999999999999,,0.2586999999999999,,,,,,-1.9034,0.1213999999999999,4
2013-03-09 00:04:00,,0.1839,,2.7674,,122.347,,1.4402,13.6847,1.9043,,-0.0067999999999999,,2.1495,,-0.0148,,1.5941,,0.0792999999999999,,-0.0359999999999999,,0.2248,,,,,,-2.0224,0.1223999999999999,4
2013-03-09 00:05:00,,0.1837999999999999,,2.7824,,122.3471,,1.4373,13.6843,1.9043,,-0.0057,,2.1496,,-0.0125,,1.5847,,0.08,,-0.0201999999999999,,0.2233999999999999,,,,,,-1.9034,0.1225,4
2013-03-09 00:06:00,,0.1837999999999999,,2.7726,,122.4053,,1.4265,13.6858,1.9043,,-0.003,,2.1553,,-0.0091,,1.5761,,0.0850999999999999,,-0.0071999999999999,,0.2349,,,,,,-1.9034,0.122,4
2013-03-09 00:07:00,,0.1839,,2.7578,,122.4026,,1.3642,13.6858,1.9043,,-0.0066,,2.2522,,-0.0135,,1.5675,,0.1477,,0.0850999999999999,,0.2911,,,,,,-1.6655,0.1228,4
2013-03-09 00:08:00,,0.1839,,2.7737,,122.4096,,1.3693,13.6849,1.9043,,-0.0038999999999999,,2.2922,,-0.0094,,1.5603,,0.2068,,0.1246,,0.3630999999999999,,,,,,-1.9629,0.1223999999999999,4
2013-03-09 00:09:00,,0.1837,,2.7748,,122.3682,,1.4207,13.6854,1.9043,,-0.0054999999999999,,2.3093,,-0.0143,,1.5596,,0.2911,,0.2054,,0.4279,,,,,,-1.4276,0.1216,4
2013-03-09 00:10:00,,0.1837999999999999,,2.7876,,122.3655,,1.386,13.6841,1.9043,,-0.0011,,2.3263,,-0.0023,,1.5545,,0.3488,,0.2399999999999999,,0.5092999999999999,,,,,,-1.3086,0.1221,4
2013-03-09 00:11:00,,0.1837999999999999,,2.7761,,122.3828,,1.4337,13.6848,1.9043,,-0.0032,,2.6,,-0.0092999999999999,,1.5596,,0.4373,,0.3191999999999999,,0.6108,,,,,,-1.3086,0.123,4
