measured_on,ac_energy_inv_14538,ac_other_meter_1864,ac_other_meter_1864_2,ac_other_meter_1864_3,ac_power_meter_1864,ac_power_meter_1864_2,ac_power_meter_1864_3,ac_power_meter_1864_4,ac_power_meter_1864_5,ac_power_other_meter_1864,ac_power_other_meter_1864_2,ac_power_other_meter_1864_3,ac_power_other_meter_1864_4,ac_voltage_other_meter_1864,ac_voltage_other_meter_1864_2,ac_voltage_other_meter_1864_3,ac_voltage_other_meter_1864_4,ac_voltage_other_meter_1864_5,ac_voltage_other_meter_1864_6,battery_a_avg__82673,battery_v_min__82672,chgsource_min__82676,chgstate_min__82675,ckbatt_max__82677,cr1000temp_c_avg__82591,dooropen_min__82592,irradiance_ghi_o_2202,irradiance_poa_o_2203,irradiance_poa_o_2204,irradiance_poa_o_2206,load_a_avg__82674,qloss_ah_max__82678,rtd_c_avg_10__82688,rtd_c_avg_2__82680,rtd_c_avg_3__82681,shuntcurrent_a_avg_1__82644,shuntcurrent_a_avg_2__82645,shuntcurrent_a_avg_3__82646,shuntcurrent_a_avg_4__82647,shuntcurrent_a_avg_5__82648,shuntcurrent_a_avg_6__82649,shuntcurrent_a_avg_7__82650,shuntetot_kwh_max_1__82658,shuntetot_kwh_max_2__82659,shuntetot_kwh_max_3__82660,shuntetot_kwh_max_4__82661,shuntetot_kwh_max_5__82662,shuntetot_kwh_max_6__82663,shuntetot_kwh_max_7__82664,shuntpdc_kw_avg_1__82651,shuntpdc_kw_avg_2__82652,shuntpdc_kw_avg_3__82653,shuntpdc_kw_avg_4__82654,shuntpdc_kw_avg_5__82655,shuntpdc_kw_avg_6__82656,shuntpdc_kw_avg_7__82657,system_other_inv_14538,system_other_inv_14538_10,system_other_inv_14538_11,system_other_inv_14538_3,system_other_inv_14538_5,system_other_inv_14538_7,system_other_inv_14538_8,system_other_inv_14538_9,system_other_meter_1864,system_other_meter_1864_2,system_other_meter_1864_3,temperature_ambient_o_2205,temperature_ambient_o_2206,temperature_inverter_inv_14538,temperature_module_o_2206,wind_direction_o_2206,wind_other_o_2206,wind_other_o_2206_2,wind_other_o_2206_3,wind_other_o_2206_4,wind_speed_o_2206,wind_speed_o_2206_2,system_id
2015-11-19 00:00:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.6,0.748,273.0,0.921,274.4,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.724,-9.4,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.001,0.004,0.002,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.4,15.93,-7999.0,160.0,140.1,23.42,2.0,3.53,-1.0,2.087,3.9,4902
2015-11-19 00:01:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.754,-9.35,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.001,0.001,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.46,15.96,-7999.0,160.0,133.5,22.17,2.0,3.531,-1.0,3.0380000000000003,5.3,4902
2015-11-19 00:02:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.7,0.748,273.0,0.921,274.8,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.756,-9.420000000000002,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.001,0.001,0.004,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.51,16.02,-7999.0,160.0,146.3,18.62,2.0,3.531,-1.0,3.465,5.2,4902
2015-11-19 00:03:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.9,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.745,-9.38,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.0,0.004,0.002,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.51,16.05,-7999.0,160.0,126.5,20.53,2.0,3.531,-1.0,2.313,4.8,4902
2015-11-19 00:04:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.769,-9.38,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.004,-0.003,-0.001,0.0,0.004,0.0,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.52,16.04,-7999.0,160.0,124.4,21.47,2.0,3.531,-1.0,1.6780000000000002,2.7,4902
2015-11-19 00:05:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.746,-9.33,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,0.0,0.001,0.003,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.53,16.04,-7999.0,160.0,151.4,24.26,2.0,3.531,-1.0,1.885,4.1,4902
2015-11-19 00:06:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.728,-9.39,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.002,0.0,0.005,0.0,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.5,16.04,-7999.0,160.0,132.4,45.05,2.0,3.53,-1.0,2.397,4.9,4902
2015-11-19 00:07:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.727,-9.39,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.002,0.001,0.003,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.49,16.01,-7999.0,160.0,125.9,17.38,2.0,3.53,-1.0,2.648,4.7,4902
2015-11-19 00:08:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.2,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.735,-9.36,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.001,0.0,0.005,0.002,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.47,15.99,-7999.0,160.0,129.6,19.12,2.0,3.53,-1.0,1.763,3.3,4902
2015-11-19 00:09:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.757999999999999,-9.38,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.002,0.0,0.005,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.44,15.97,-7999.0,160.0,115.6,14.56,2.0,3.53,-1.0,1.5319999999999998,3.1,4902
2015-11-19 00:10:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.4,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.719,-9.36,-300.0,-0.037,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.0,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.44,15.96,-7999.0,160.0,140.8,26.89,2.0,3.528,-1.0,1.648,3.1,4902
2015-11-19 00:11:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.9,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.755,-9.33,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.002,0.0,0.004,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.47,16.0,-7999.0,160.0,135.1,26.07,2.0,3.531,-1.0,1.73,2.7,4902
2015-11-19 00:12:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,274.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.74,-9.43,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.46,7999.0,7999.0,-0.003,-0.002,0.0,0.001,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.46,15.98,-7999.0,160.0,125.3,17.54,2.0,3.531,-1.0,2.125,3.7,4902
2015-11-19 00:13:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.1,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.742000000000001,-9.38,-300.0,-0.037,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.002,-0.001,0.004,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.42,15.94,-7999.0,160.0,142.4,20.43,2.0,3.53,-1.0,2.128,3.4,4902
2015-11-19 00:14:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.0,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.755,-9.36,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.0,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.47,15.98,-7999.0,160.0,144.4,19.92,2.0,3.53,-1.0,2.195,3.8,4902
2015-11-19 00:15:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,274.0,0.748,273.1,0.921,275.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.737,-9.36,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.0,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.49,16.02,-7999.0,160.0,121.6,15.02,2.0,3.53,-1.0,2.205,3.6,4902
2015-11-19 00:16:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.1,0.748,273.1,0.921,274.1,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.728,-9.4,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.004,-0.002,-0.001,0.0,0.005,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.49,15.99,-7999.0,160.0,126.1,21.5,2.0,3.53,-1.0,2.217,4.9,4902
2015-11-19 00:17:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.744,-9.38,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.47,7999.0,7999.0,-0.004,-0.003,-0.001,0.001,0.005,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.46,15.99,-7999.0,160.0,122.6,22.07,2.0,3.531,-1.0,1.673,2.8,4902
2015-11-19 00:18:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.735,-9.340000000000002,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.001,0.0,0.004,0.002,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.44,15.97,-7999.0,160.0,130.9,22.48,2.0,3.531,-1.0,1.7280000000000002,3.3,4902
2015-11-19 00:19:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.742000000000001,-9.38,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.0,0.004,0.001,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.45,15.99,-7999.0,160.0,138.9,19.26,2.0,3.531,-1.0,2.573,5.7,4902
2015-11-19 00:20:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.743,-9.4,-300.0,-0.037,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,-0.002,0.0,0.004,0.002,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.46,16.01,-7999.0,160.0,131.4,21.93,2.0,3.531,-1.0,2.195,3.3,4902
2015-11-19 00:21:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.738,-9.3,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,0.0,0.005,0.002,-0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.47,16.0,-7999.0,160.0,129.5,19.62,2.0,3.531,-1.0,1.842,3.4,4902
2015-11-19 00:22:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.747999999999999,-9.39,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.002,0.0,0.001,0.003,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.45,15.98,-7999.0,160.0,126.7,17.18,2.0,3.531,-1.0,1.6030000000000002,3.2,4902
2015-11-19 00:23:00,-2147484000.0,74.7,59.9,60.0,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.735,-9.4,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.003,-0.003,-0.001,-0.001,0.004,0.002,0.0,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.42,15.96,-7999.0,160.0,121.1,25.58,2.0,3.531,-1.0,2.0380000000000003,4.0,4902
2015-11-19 00:24:00,-2147484000.0,74.7,59.9,60.1,35422.0,514.0,111529.0,1207728.0,0.0,1.0,0.0,0.0,0.0,0.979,273.0,0.748,273.0,0.921,274.0,0.012,13.76,2.0,3.0,0.0,16.61,0.0,-6.747000000000001,-9.37,-300.0,-0.0379999999999999,0.2089999999999999,0.0,16.45,7999.0,7999.0,-0.004,-0.003,-0.001,0.0,0.003,0.001,0.001,19159.0,19487.0,19296.0,19243.0,19464.0,18975.0,16710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7999.0,0.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,-7999.0,0.0,0.0,0.0,16.43,15.98,-7999.0,160.0,119.8,27.8,2.0,3.53,-1.0,1.923,3.1,4902
