measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,ambient_temp_f__17,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,intsolirrad__16,module_temp_1__321,module_temp_f__18,wind_speed_mph__19,system_id
2010-03-30 08:42:00,5.24,421.426,122.873,14.854,,20.526,1.67,271.788,453.682,,28.478,,,4
2010-03-30 08:43:00,5.189,411.384,122.898,15.039,,20.617,1.623,270.716,439.224,,28.822,,,4
2010-03-30 08:44:00,5.233,421.657,122.974,15.2,,20.68,1.664,272.53,453.648,,29.28,,,4
2010-03-30 08:45:00,5.47,483.279,123.099,15.373,,20.74,1.91,270.968,517.56,,29.94,,,4
2010-03-30 08:46:00,5.563,507.546,123.146,15.678,,20.815,1.998,270.06,539.562,,30.619,,,4
2010-03-30 08:47:00,5.498,492.478,123.079,15.934,,20.882,1.946,268.772,522.902,,31.261,,,4
2010-03-30 08:48:00,5.553,500.736,123.014,15.875,,20.956,2.0,268.426,537.008,,31.587,,,4
2010-03-30 08:49:00,5.539,497.84,123.019,16.027,,21.039,2.001,265.676,531.518,,32.189,,,4
2010-03-30 08:50:00,5.331,453.522,122.831,16.333,,21.122,1.847,262.546,485.052,,32.494,,,4
2010-03-30 08:51:00,5.241,430.273,122.811,16.199,,21.211,1.754,262.786,460.936,,32.483,,,4
2010-03-30 08:52:00,5.202,422.89,122.726,16.252,,21.305,1.731,260.732,451.424,,32.474,,,4
2010-03-30 08:53:00,5.204,421.013,122.742,16.168,,21.395,1.704,263.462,448.828,,32.313,,,4
2010-03-30 08:54:00,5.208,418.877,122.71,16.115,,21.499,1.69,265.748,449.044,,32.078,,,4
2010-03-30 08:55:00,5.309,447.406,122.767,16.133,,21.585,1.833,261.078,478.598,,31.927,,,4
2010-03-30 08:56:00,5.413,472.973,122.819,16.263,,21.681,1.918,263.536,505.46,,31.913,,,4
2010-03-30 08:57:00,5.493,490.865,122.837,16.578,,21.785,1.991,263.314,524.404,,32.147,,,4
2010-03-30 08:58:00,5.529,498.05,122.805,16.918,,21.878,1.959,272.244,533.318,,32.542,,,4
2010-03-30 08:59:00,5.43,473.76,122.708,16.941,,21.974,1.858,272.88,507.104,,32.459,,,4
2010-03-30 09:00:00,5.504,490.964,122.804,17.154,,22.068,1.925,272.986,525.332,,32.807,,,4
2010-03-30 09:01:00,5.502,490.177,122.764,17.4,,22.169,1.977,266.34,526.574,,33.206,,,4
2010-03-30 09:02:00,5.453,481.952,122.683,17.569,,22.249,1.927,267.01,514.602,,33.398,,,4
2010-03-30 09:03:00,5.423,476.562,122.733,17.688,,22.36,1.917,264.412,506.652,,33.589,,,4
2010-03-30 09:04:00,5.437,478.55,122.7,17.634,,22.45,1.922,266.168,511.602,,33.542,,,4
2010-03-30 09:05:00,5.438,476.342,122.639,17.513,,22.529,1.891,269.504,509.504,,33.48,,,4
2010-03-30 09:06:00,5.524,496.569,122.657,17.594,,22.616,1.991,267.156,531.684,,34.118,,,4
2010-03-30 09:07:00,5.751,544.4,122.748,17.534,,22.695,2.189,266.006,582.278,,34.316,,,4
2010-03-30 09:08:00,5.834,561.576,122.804,17.805,,22.808,2.211,270.72,598.446,,34.912,,,4
2010-03-30 09:09:00,5.821,560.431,122.807,17.917,,22.898,2.211,270.176,596.972,,35.177,,,4
2010-03-30 09:10:00,6.037,603.786,122.762,17.834,,22.99,2.469,260.336,642.456,,35.754,,,4
2010-03-30 09:11:00,6.038,603.252,122.9,18.051,,23.081,2.475,259.46,641.986,,36.539,,,4
2010-03-30 09:12:00,5.941,581.599,122.849,18.185,,23.191,2.405,258.2,620.914,,36.815,,,4
2010-03-30 09:13:00,5.872,569.989,122.811,18.354,,23.284,2.391,253.522,606.072,,37.272,,,4
