measured_on,ac_current__319,ac_power__315,ac_voltage__318,ambient_temp__320,das_temp__325,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,module_temp_1__321,poa_irradiance__313,system_id
2008-01-21 00:00:00,5.181,-0.099,124.48,-12.301,-9.384,0.006,3.172,0.0179999999999999,-9.16,,4
2008-01-21 00:15:00,5.182,-0.097,124.515,-12.461,-9.431,0.006,3.16,0.0179999999999999,-9.24,,4
2008-01-21 00:30:00,5.185,-0.099,124.556,-12.436,-9.496,0.006,3.163,0.0179999999999999,-9.262,,4
2008-01-21 00:45:00,5.184,-0.1019999999999999,124.576,-12.443,-9.518,0.006,3.104,0.017,-9.284,,4
2008-01-21 01:00:00,5.188,-0.096,124.648,-12.416,-9.563,0.005,3.106,0.016,-9.313,,4
2008-01-21 01:15:00,5.19,-0.096,124.694,-12.464,-9.66,0.005,3.105,0.016,-9.372000000000002,,4
2008-01-21 01:30:00,5.19,-0.097,124.698,-12.56,-9.772,0.005,3.08,0.017,-9.478,,4
2008-01-21 01:45:00,5.19,-0.096,124.681,-12.529,-9.833,0.005,3.075,0.016,-9.532,,4
2008-01-21 02:00:00,5.188,-0.096,124.649,-12.575,-9.827,0.005,3.127,0.017,-9.555,,4
2008-01-21 02:15:00,5.189,-0.096,124.684,-12.581,-9.851,0.006,3.069,0.017,-9.58,,4
2008-01-21 02:30:00,5.186,-0.096,124.645,-12.683,-9.913,0.005,3.045,0.016,-9.637,,4
2008-01-21 02:45:00,5.182,-0.097,124.633,-12.72,-10.003,0.006,3.04,0.017,-9.69,,4
2008-01-21 03:00:00,5.179,-0.098,124.572,-12.746,-10.136,0.005,2.957,0.016,-9.786,,4
2008-01-21 03:15:00,5.177,-0.096,124.556,-12.83,-10.177,0.006,2.994,0.0179999999999999,-9.847,,4
2008-01-21 03:30:00,5.181,-0.096,124.67,-12.955,-10.266,0.006,3.06,0.017,-9.917,,4
2008-01-21 03:45:00,5.179,-0.097,124.616,-13.02,-10.333,0.006,3.101,0.0179999999999999,-9.99,,4
2008-01-21 04:00:00,5.18,-0.096,124.618,-13.118,-10.378,0.006,3.103,0.017,-10.058,,4
2008-01-21 04:15:00,5.176,-0.097,124.543,-13.169,-10.443,0.005,3.069,0.017,-10.128,,4
2008-01-21 04:30:00,5.173,-0.1029999999999999,124.452,-13.262,-10.545,0.006,3.11,0.017,-10.204,,4
2008-01-21 04:45:00,5.171,-0.124,124.371,-13.331,-10.61,0.006,3.126,0.0179999999999999,-10.266,,4
2008-01-21 05:00:00,5.164,-0.13,124.233,-13.322,-10.67,0.006,3.144,0.019,-10.342,,4
2008-01-21 05:15:00,5.155,-0.1489999999999999,124.051,-13.398,-10.768,0.006,3.155,0.0179999999999999,-10.407,,4
2008-01-21 05:30:00,5.145,-0.152,123.873,-13.487,-10.865,0.005,3.245,0.0179999999999999,-10.507,,4
2008-01-21 05:45:00,5.175,-0.112,124.539,-13.481,-10.912,0.006,3.242,0.0179999999999999,-10.572,,4
2008-01-21 06:00:00,5.183,-0.095,124.738,-13.612,-10.958,0.005,3.262,0.017,-10.625,,4
2008-01-21 06:15:00,5.173,-0.097,124.496,-13.706,-11.031,0.005,3.275,0.017,-10.668,,4
2008-01-21 06:30:00,5.174,-0.097,124.559,-13.735,-11.087,0.005,3.271,0.017,-10.727,,4
2008-01-21 06:45:00,5.171,-0.1019999999999999,124.492,-14.081,-11.183,0.005,3.282,0.017,-10.771,,4
2008-01-21 07:00:00,5.168,-0.104,124.412,-14.31,-11.389,0.005,4.117,0.021,-10.897,,4
2008-01-21 07:15:00,5.159,-0.121,124.176,-14.489,-11.631,0.006,9.269,0.055,-11.079,,4
2008-01-21 07:30:00,5.156,-0.133,124.122,-14.525,-11.834,0.0089999999999999,12.23,0.112,-11.25,,4
2008-01-21 07:45:00,5.163,-0.115,124.372,-14.564,-11.871,0.0149999999999999,28.528,0.438,-11.338,,4
2008-01-21 08:00:00,5.169,-0.114,124.067,-14.577,-11.88,0.023,48.714,1.145,-11.35,,4
2008-01-21 08:15:00,5.225,-0.2829999999999999,123.678,-14.543,-11.784,0.031,124.84,3.751,-11.256,,4
2008-01-21 08:30:00,5.557,-3.891,123.838,-14.617,-11.588,0.0459999999999999,166.49,7.532,-11.022,,4
2008-01-21 08:45:00,5.455,-1.989,123.727,-14.526,-11.265,0.063,161.049,10.079,-10.67,,4
2008-01-21 09:00:00,5.443,1.191,123.593,-14.638,-10.925,0.078,176.308,13.732,-10.107,,4
2008-01-21 09:15:00,5.427,4.882,123.685,-14.609,-10.482,0.1,174.088,17.332,-9.491,,4
2008-01-21 09:30:00,5.399,13.057,123.528,-14.528,-9.974,0.12,226.131,27.131,-8.753999999999998,,4
2008-01-21 09:45:00,6.626,680.784,126.754,-13.47,-4.973,2.452,297.891,730.373,5.23,,4
2008-01-21 10:00:00,5.405,19.664,123.429,-14.239,-9.289,0.1429999999999999,239.849,34.298,-8.092,,4
2008-01-21 10:15:00,5.402,26.622,124.187,-14.237,-7.849999999999999,0.164,257.79,42.258,-7.029,193.0,4
2008-01-21 10:30:00,5.326,38.86,124.533,-13.97,-7.154,0.2129999999999999,263.555,55.94,-6.058,259.0,4
2008-01-21 10:45:00,5.313,43.962,124.794,-13.765,-6.261,0.232,265.08,61.476,-4.884,285.0,4
2008-01-21 11:00:00,5.234,50.717,124.088,-13.468,-5.314,0.261,261.642,68.29,-3.675,317.0,4
2008-01-21 11:15:00,5.162,70.71,124.111,-13.35,-4.137,0.329,272.906,89.736,-2.397,395.0,4
2008-01-21 11:30:00,5.39,29.246,123.88,-13.762,-3.67,0.165,276.895,45.647,-1.851,205.0,4
2008-01-21 11:45:00,5.421,13.739,123.741,-13.864,-4.623,0.108,258.786,28.435,-2.877,140.0,4
2008-01-21 12:00:00,5.302,22.273,123.8,-13.66,-5.359,0.193,187.37,36.072,-3.494,239.0,4
2008-01-21 12:15:00,5.271,26.575,124.029,-13.523,-4.884,0.216,188.758,40.859,-3.013,280.0,4
2008-01-21 12:30:00,5.277,50.208,124.17,-13.218,-4.293,0.248,274.531,68.08,-2.06,340.0,4
2008-01-21 12:45:00,5.312,43.799,124.136,-13.304,-3.776,0.226,269.274,61.076,-1.723,292.0,4
2008-01-21 13:00:00,5.277,59.485,124.41,-12.975,-3.166,0.269,291.681,78.53799999999998,-0.663,378.0,4
2008-01-21 13:15:00,5.237,63.708,124.694,-13.087,-3.165,0.28,296.96,83.22199999999998,-0.394,396.0,4
2008-01-21 13:30:00,5.365,40.623,124.654,-13.03,-2.816,0.193,302.969,58.561,-0.682,283.0,4
2008-01-21 13:45:00,5.427,24.551,124.63,-13.116,-2.955,0.136,302.296,41.213,-0.8259999999999998,210.0,4
2008-01-21 14:00:00,5.445,19.772,124.569,-13.317,-3.594,0.135,257.633,34.829,-1.317,195.0,4
2008-01-21 14:15:00,5.521,-0.656,124.333,-13.673,-4.815,0.062,181.361,10.848,-2.571,94.0,4
2008-01-21 14:30:00,5.399,3.247,124.046,-13.743,-6.144,0.099,161.029,15.985,-4.049,142.0,4
2008-01-21 14:45:00,5.347,12.227,124.017,-13.703,-6.444,0.136,197.196,26.47,-4.57,195.0,4
2008-01-21 15:00:00,5.429,12.302,123.966,-13.672,-6.161,0.109,246.693,26.834,-4.648,161.0,4
2008-01-21 15:15:00,5.472,4.323,124.044,-13.843,-6.197,0.0769999999999999,226.782,17.553,-5.026,114.0,4
2008-01-21 15:30:00,5.498,-0.813,123.948,-13.771,-6.646,0.0599999999999999,183.191,11.252,-5.279,87.0,4
2008-01-21 15:45:00,5.464,-2.427,123.873,-13.972,-7.659,0.034,208.91,6.639,-6.027,59.0,4
2008-01-21 16:00:00,5.336,-0.5799999999999998,124.03,-14.115,-8.588,0.017,260.064,4.222,-7.124,45.0,4
2008-01-21 16:15:00,5.298,-0.812,123.778,-14.174,-9.458,0.021,176.093,3.627,-8.077999999999998,33.0,4
2008-01-21 16:30:00,5.262,-0.694,123.749,-14.218,-10.056,0.02,135.063,2.795,-8.779,30.0,4
2008-01-21 16:45:00,5.142,-0.14,123.825,-14.581,-10.567,0.0129999999999999,24.882,0.335,-9.401,19.0,4
2008-01-21 17:00:00,5.144,-0.157,123.886,-14.98,-11.292,0.0109999999999999,16.499,0.186,-10.098,15.0,4
2008-01-21 17:15:00,5.138,-0.157,123.836,-15.526,-12.03,0.007,10.089,0.0749999999999999,-10.785,10.0,4
2008-01-21 17:30:00,5.121,-0.158,123.481,-15.804,-12.571,0.005,7.511,0.041,-11.469,,4
2008-01-21 17:45:00,5.115,-0.158,123.416,-15.954,-12.944,0.005,3.544,0.0179999999999999,-12.021,,4
2008-01-21 18:00:00,5.119,-0.158,123.488,-16.096,-13.23,0.005,3.021,0.014,-12.43,,4
2008-01-21 18:15:00,5.131,-0.158,123.77,-16.176,-13.401,0.005,2.874,0.0149999999999999,-12.748,,4
2008-01-21 18:30:00,5.134,-0.158,123.819,-16.154,-13.475,0.005,2.938,0.014,-12.943,,4
2008-01-21 18:45:00,5.135,-0.158,123.868,-16.267,-13.544,0.005,3.014,0.0149999999999999,-13.077,,4
2008-01-21 19:00:00,5.143,-0.155,124.001,-16.289,-13.576,0.005,2.986,0.0149999999999999,-13.171,,4
2008-01-21 19:15:00,5.15,-0.1449999999999999,124.178,-16.356,-13.55,0.005,2.903,0.016,-13.19,6.0,4
2008-01-21 19:30:00,5.153,-0.1449999999999999,124.256,-16.335,-13.546,0.005,2.886,0.0149999999999999,-13.212,,4
2008-01-21 19:45:00,5.157,-0.138,124.355,-16.402,-13.599,0.005,2.913,0.0149999999999999,-13.254,,4
