measured_on,ac_current__319,ac_current_a__3647,ac_current_b__3648,ac_current_c__3649,ac_power__315,ac_va__3652,ac_vars__3651,ac_voltage__318,ac_voltage_a-bn__3644,ac_voltage_a-n__3641,ac_voltage_b-c__3645,ac_voltage_b-n__3642,ac_voltage_c-a__3646,ac_voltage_c-n__3643,ac_w_total__3650,ambient_temp__320,ambient_temp__3603,das_battery_voltage__326,das_battery_voltage__3656,das_temp__325,das_temp__3657,dc_pos_current__317,dc_pos_voltage__316,dc_power__314,frequency__3654,inv1_string1_dc_current__3614,inv1_string1_dc_voltage__3627,inv1_string2_dc_current__3615,inv1_string2_dc_voltage__3628,inv2_string1_dc_current__3616,inv2_string1_dc_voltage__3629,inv2_string2_dc_current__3617,inv2_string2_dc_voltage__3630,inv3_string1_dc_current__3618,inv3_string1_dc_voltage__3631,inv3_string2_dc_current__3619,inv3_string2_dc_voltage__3632,inv4_string1_dc_current__3620,inv4_string1_dc_voltage__3633,inv4_string2_dc_current__3621,inv4_string2_dc_voltage__3634,inv5_string1_dc_current__3622,inv5_string1_dc_voltage__3635,inv5_string2_dc_current__3623,inv5_string2_dc_voltage__3636,inv6_string1_dc_current__3624,inv6_string2_dc_current__3625,inv6_string2_dc_voltage__3638,inv7_string1_dc_current__3626,inv7_string1_dc_voltage__3639,inv7_string2_dc_voltage__3640,inverter_temp__324,licor1_irradiance__3605,licor2_irradiance__3606,licor3_irradiance__3607,licor4_irradiance__3608,licor5_irradiance__3609,module_temp_10__3668,module_temp_11__3669,module_temp_13__3670,module_temp_14__3671,module_temp_15__3672,module_temp_18__3675,module_temp_19__3676,module_temp_1__321,module_temp_1__3658,module_temp_2__322,module_temp_2__3659,module_temp_3__323,module_temp_3__3660,module_temp_4__3661,module_temp_5__3662,module_temp_6__3663,module_temp_7__3664,module_temp_8__3666,module_temp_9__3667,neutral_current__3655,poa_irradiance__313,poa_irradiance__3604,power_factor__327,power_factor__3653,referencemodule1_irradiance__3610,referencemodule1_temp__3611,referencemodule2_irradiance__3612,referencemodule2_temp__3613,system_id
2011-08-28 00:00:00,0.1888,,,,3.2234,,,122.3236,,,,,,,,24.0249,,13.2436,,23.5329,,0.0178,1.0588,0.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5163,,,,,,,,,,,,,21.7159,,21.8035,,21.9221,,,,,,,,,-2.968,,0.1341,,,,,,4
2011-08-28 00:01:00,0.1892,,,,3.2234,,,122.3904,,,,,,,,24.0449,,13.2436,,23.5231,,0.0265999999999999,1.1613,0.0328999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5285,,,,,,,,,,,,,21.7764,,21.8592,,21.9612,,,,,,,,,-2.8493,,0.1341,,,,,,4
2011-08-28 00:02:00,0.1892,,,,3.1375,,,122.4307,,,,,,,,24.105,,13.2437,,23.5231,,0.0236999999999999,1.1556,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5574,,,,,,,,,,,,,21.8357,,21.9012,,22.0115,,,,,,,,,-2.7899,,0.1338999999999999,,,,,,4
2011-08-28 00:03:00,0.189,,,,3.2451,,,122.4185,,,,,,,,24.0877,,13.2437,,23.5231,,0.0235,1.1101,0.0259999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.567,,,,,,,,,,,,,21.8516,,21.8957,,22.035,,,,,,,,,-2.8493,,0.1342,,,,,,4
2011-08-28 00:04:00,0.1897,,,,3.417,,,122.4696,,,,,,,,24.1022,,13.2437,,23.5231,,0.0273,0.8084,0.0214999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5862,,,,,,,,,,,,,21.9171,,21.9799,,22.1032,,,,,,,,,-2.9086,,0.1353999999999999,,,,,,4
2011-08-28 00:05:00,0.1897,,,,3.2881,,,122.4756,,,,,,,,24.0607,,13.2438,,23.5231,,0.0190999999999999,1.0247,0.0218999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6027,,,,,,,,,,,,,21.966,,21.9888,,22.1122,,,,,,,,,-2.8492,,0.1346,,,,,,4
2011-08-28 00:06:00,0.189,,,,3.46,,,122.5697,,,,,,,,24.0345,,13.2438,,23.5231,,0.0221,1.0589,0.0217,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6117,,,,,,,,,,,,,22.0095,,22.0267,,22.1494,,,,,,,,,-2.8492,,0.1342,,,,,,4
2011-08-28 00:07:00,0.1895,,,,3.2021,,,122.6113,,,,,,,,24.0894,,13.2442,,23.5124,,0.0262,1.1898,0.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6023,,,,,,,,,,,,,22.0359,,22.0676,,22.1862,,,,,,,,,-2.7899,,0.135,,,,,,4
2011-08-28 00:08:00,0.1893,,,,3.4599,,,122.5886,,,,,,,,24.0765,,13.2443,,23.496,,0.0270999999999999,1.0816,0.0304999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.601,,,,,,,,,,,,,22.0436,,22.0636,,22.167,,,,,,,,,-2.6118,,0.1346999999999999,,,,,,4
2011-08-28 00:09:00,0.189,,,,3.2881,,,122.5268,,,,,,,,24.0785,,13.2446,,23.5208,,0.0221,1.0873,0.0230999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6362,,,,,,,,,,,,,22.1147,,22.1464,,22.2388,,,,,,,,,-2.7306,,0.1341,,,,,,4
