measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_battery_voltage__326,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,inverter_temp__324,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_2__322,module_temp_3__255,module_temp_3__323,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__313,power_factor__327,system_id
2012-03-23 00:00:00,,0.1870999999999999,,3.2061,,122.6556,,6.6483,13.6352,6.3882,,0.0011,,1.4763,,0.0019,,6.1819,,3.5857,,3.3947,,3.8983,,,,,,-3.9226,0.1268,4
2012-03-23 00:01:00,,0.1862,,3.1846,,122.488,,6.7831,13.6354,6.3618,,0.0043,,1.4592,,0.006,,6.1711,,3.7116,,3.454,,4.0069,,,,,,-3.6849,0.1272,4
2012-03-23 00:02:00,,0.1869,,3.2061,,122.4316,,6.8953,13.6354,6.3438,,0.0047999999999999,,1.6986,,0.007,,6.1652,,3.7957,,3.4859,,4.0474,,,,,,-3.6849,0.1274,4
2012-03-23 00:03:00,,0.1872999999999999,,3.1846,,122.4521,,7.011,13.636,6.317,,0.0005,,1.5561,,0.0,,6.1505,,3.8467,,3.5792,,4.2721,,,,,,-3.5661,0.1275999999999999,4
2012-03-23 00:04:00,,0.1872999999999999,,3.163,,122.4572,,7.006,13.636,6.2991,,-0.0002,,1.3908,,-0.0005999999999999,,6.144,,3.8531,,3.5176,,4.2106,,,,,,-3.5661,0.1274,4
2012-03-23 00:05:00,,0.1862,,3.2276,,122.37,,7.0219,13.6365,6.2684,,0.008,,1.4877,,0.0112999999999999,,6.1411,,3.8881,,3.7351,,4.3685,,,,,,-3.5661,0.1273,4
2012-03-23 00:06:00,,0.1867,,3.2061,,122.3649,,7.0996,13.637,6.2553,,0.0014,,1.4877,,0.0023,,6.1692,,3.9064,,3.6782,,4.3053,,,,,,-3.5661,0.1278,4
2012-03-23 00:07:00,,0.1865,,3.163,,122.4145,,6.9174,13.6368,6.2319,,-0.0014,,1.4592,,-0.0018,,6.1473,,3.8494,,3.6262,,4.274,,,,,,-3.5067,0.1278,4
2012-03-23 00:08:00,,0.186,,3.2706,,122.4077,,6.9514,13.6369,6.2086,,0.0038999999999999,,1.3794,,0.0047,,6.1453,,3.9332,,3.7,,4.3099,,,,,,-3.5067,0.1273,4
2012-03-23 00:09:00,,0.1869,,3.2922,,122.341,,7.0588,13.6385,6.1879,,0.0008999999999999,,1.4877,,0.0004,,6.1353,,3.996,,3.7157,,4.3727,,,,,,-3.3879,0.1282,4
2012-03-23 00:10:00,,0.1857999999999999,,3.2276,,122.3546,,7.1169,13.64,6.1766,,0.0018,,1.5333,,0.0028,,6.1397,,4.0118,,3.7115,,4.3499,,,,,,-3.5662,0.1268,4
2012-03-23 00:11:00,,0.1862,,3.2276,,122.341,,6.8137,13.6415,6.156,,0.0043,,1.4991,,0.0054999999999999,,6.1206,,3.9669,,3.7638,,4.3021,,,,,,-3.5068,0.1275999999999999,4
2012-03-23 00:12:00,,0.186,,3.2491,,122.3906,,6.9796,13.6416,6.1336,,0.0018,,1.3167,,0.0025,,6.121,,4.0488,,4.0609,,4.6832,,,,,,-3.5662,0.1267,4
2012-03-23 00:13:00,,0.1854,,3.2276,,122.3683,,7.362599999999999,13.6431,6.1167,,-0.0011,,1.4934,,-0.0004,,6.1759,,4.1911,,4.234,,4.9432,,,,,,-3.5662,0.1274,4
2012-03-23 00:14:00,,0.1862,,3.1846,,122.3615,,7.2865,13.6427,6.0964,,-0.0023,,1.4364,,-0.004,,6.2254,,4.2844,,4.3901,,5.0221,,,,,,-3.3285,0.1267,4
2012-03-23 00:15:00,,0.1867,,3.1415,,122.3786,,7.2365,13.6433,6.0907,,0.0008999999999999,,1.6473,,0.0015,,6.2753,,4.4345,,4.4166,,5.0985,,,,,,-3.0908,0.127,4
2012-03-23 00:16:00,,0.1867,,3.2276,,122.3204,,6.9492,13.6433,6.0681,,-0.0066,,1.5333,,-0.0114,,6.2655,,4.4754,,4.3047,,4.9852,,,,,,-2.9124,0.1275,4
2012-03-23 00:17:00,,0.1855999999999999,,3.2276,,122.394,,6.7644,13.6439,6.0529,,0.0045999999999999,,1.5048,,0.0064999999999999,,6.2339,,4.4823,,4.3694,,4.9764,,,,,,-2.9719,0.1275999999999999,4
2012-03-23 00:18:00,,0.1875,,3.2061,,122.3546,,7.0716,13.6434,6.0459,,0.0032,,1.5219,,0.0033999999999999,,6.2526,,4.5917,,4.616,,5.187,,,,,,-3.0313,0.1274,4
2012-03-23 00:19:00,,0.1862,,3.1846,,122.3906,,7.3178,13.6435,6.0252,,0.003,,1.6359,,0.0067,,6.2838,,4.6702,,4.7473,,5.3517,,,,,,-3.0313,0.1272,4
2012-03-23 00:20:00,,0.1867,,3.2061,,122.3529,,7.263099999999999,13.6435,6.0133,,0.0,,1.5561,,0.0016999999999999,,6.3354,,4.7076,,4.8311,,5.4397,,,,,,-2.7936,0.1275,4
2012-03-23 00:21:00,,0.1865,,3.2061,,122.3564,,7.3383,13.6436,6.0049,,0.0033999999999999,,1.4877,,0.0054999999999999,,6.3981,,4.7991,,5.0161,,5.6095,,,,,,-2.853,0.127,4
2012-03-23 00:22:00,,0.188,,3.2706,,122.3512,,7.6271,13.6436,6.0049,,0.0016,,1.3281,,0.0025,,6.4992,,4.9618,,5.2429,,5.8661,,,,,,-2.853,0.1273,4
2012-03-23 00:23:00,,0.1875,,3.1846,,122.3786,,7.6691,13.6436,5.9917,,0.0043,,1.5105,,0.0058999999999999,,6.5543,,5.0328,,5.1833,,5.8515,,,,,,-2.6747,0.1269,4
2012-03-23 00:24:00,,0.1857999999999999,,3.1415,,122.4094,,7.4237,13.6437,5.9823,,0.0005,,1.5618,,0.0002999999999999,,6.5876,,5.0612,,5.0762,,5.7173,,,,,,-2.437,0.128,4
2012-03-23 00:25:00,,0.1869,,3.2061,,122.4179,,7.252799999999999,13.6442,5.9823,,-0.0041,,1.4592,,-0.0071999999999999,,6.5961,,5.0705,,5.0505,,5.6646,,,,,,-2.6153,0.1268,4
