measured_on,ac_current__251,ac_current__319,ac_power__247,ac_power__315,ac_voltage__250,ac_voltage__318,ambient_temp__252,ambient_temp__320,das_temp__325,dc_pos_current__249,dc_pos_current__317,dc_pos_voltage__248,dc_pos_voltage__316,dc_power__246,dc_power__314,inverter_temp__256,module_temp_1__253,module_temp_1__321,module_temp_2__254,module_temp_3__255,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,system_id
2010-06-22 00:00:00,,5.007,,-0.182,,122.043,,16.899,210.88,,0.006,,1.792,,0.012,,,18.91,,,,,,,,4
2010-06-22 00:01:00,,5.003,,0.099,,122.022,,16.832,210.626,,0.006,,1.632,,0.01,,,18.92,,,,,,,,4
2010-06-22 00:02:00,,5.0,,-0.133,,122.024,,16.923,220.209,,0.007,,1.74,,0.012,,,18.961,,,,,,,,4
2010-06-22 00:03:00,,5.001,,-0.166,,122.058,,17.19,212.602,,0.0089999999999999,,1.758,,0.014,,,18.997,,,,,,,,4
2010-06-22 00:04:00,,5.007,,-0.0439999999999999,,122.032,,17.445,224.128,,0.007,,1.432,,0.01,,,18.997,,,,,,,,4
2010-06-22 00:05:00,,5.004,,-0.0719999999999999,,122.054,,17.455,227.463,,0.006,,1.606,,0.01,,,18.96,,,,,,,,4
2010-06-22 00:06:00,,5.005,,0.2359999999999999,,122.027,,17.46,230.366,,0.007,,1.564,,0.012,,,18.94,,,,,,,,4
2010-06-22 00:07:00,,5.005,,-0.138,,122.101,,17.476,225.756,,0.007,,1.68,,0.012,,,18.927,,,,,,,,4
2010-06-22 00:08:00,,5.01,,0.28,,122.151,,17.175,216.668,,0.007,,1.638,,0.012,,,18.894,,,,,,,,4
2010-06-22 00:09:00,,5.012,,-0.0219999999999999,,122.108,,17.255,221.348,,0.007,,1.588,,0.012,,,18.952,,,,,,,,4
2010-06-22 00:10:00,,5.014,,0.198,,122.169,,17.495,220.092,,0.006,,1.602,,0.01,,,18.953,,,,,,,,4
2010-06-22 00:11:00,,5.014,,0.165,,122.108,,17.478,211.056,,0.0089999999999999,,1.632,,0.014,,,18.876,,,,,,,,4
2010-06-22 00:12:00,,5.012,,0.005,,122.108,,17.519,216.784,,0.008,,1.62,,0.014,,,18.886,,,,,,,,4
2010-06-22 00:13:00,,5.01,,-0.232,,122.24,,17.666,220.24,,0.007,,1.59,,0.012,,,18.886,,,,,,,,4
2010-06-22 00:14:00,,5.02,,0.0709999999999999,,122.279,,17.842,218.324,,0.007,,1.774,,0.012,,,18.907,,,,,,,,4
2010-06-22 00:15:00,,5.017,,0.225,,122.265,,18.01,219.015,,0.007,,1.488,,0.01,,,18.929,,,,,,,,4
2010-06-22 00:16:00,,5.018,,-0.2099999999999999,,122.254,,17.97,204.085,,0.005,,1.576,,0.008,,,18.853,,,,,,,,4
2010-06-22 00:17:00,,5.013,,0.099,,122.281,,17.956,208.487,,0.006,,1.56,,0.01,,,18.791,,,,,,,,4
2010-06-22 00:18:00,,5.023,,0.126,,122.31,,17.882,207.618,,0.008,,1.758,,0.014,,,18.681,,,,,,,,4
2010-06-22 00:19:00,,5.017,,-0.452,,122.234,,17.891,211.978,,0.007,,1.644,,0.01,,,18.61,,,,,,,,4
2010-06-22 00:20:00,,5.023,,0.203,,122.261,,17.805,203.009,,0.008,,1.708,,0.014,,,18.527,,,,,,,,4
2010-06-22 00:21:00,,5.016,,0.0879999999999999,,122.366,,17.579,205.318,,0.007,,1.702,,0.012,,,18.322,,,,,,,,4
2010-06-22 00:22:00,,5.016,,0.308,,122.319,,17.188,194.506,,0.007,,1.674,,0.012,,,18.146,,,,,,,,4
2010-06-22 00:23:00,,5.015,,-0.2429999999999999,,122.331,,16.813,191.113,,0.007,,1.624,,0.01,,,17.991,,,,,,,,4
2010-06-22 00:24:00,,5.019,,0.1429999999999999,,122.35,,16.647,195.741,,0.007,,1.47,,0.01,,,17.922,,,,,,,,4
2010-06-22 00:25:00,,5.01,,-0.039,,122.327,,16.54,205.349,,0.006,,1.62,,0.01,,,17.905,,,,,,,,4
2010-06-22 00:26:00,,5.019,,-0.116,,122.377,,16.262,205.355,,0.008,,1.788,,0.014,,,17.924,,,,,,,,4
2010-06-22 00:27:00,,5.014,,0.0109999999999999,,122.336,,16.174,203.641,,0.005,,1.288,,0.006,,,17.939,,,,,,,,4
2010-06-22 00:28:00,,5.013,,-0.248,,122.282,,15.945,210.576,,0.004,,1.714,,0.008,,,18.003,,,,,,,,4
2010-06-22 00:29:00,,5.018,,-0.0609999999999999,,122.268,,16.115,213.914,,0.006,,1.524,,0.01,,,18.115,,,,,,,,4
2010-06-22 00:30:00,,5.021,,0.33,,122.268,,16.644,219.15,,0.008,,1.6,,0.012,,,18.206,,,,,,,,4
2010-06-22 00:31:00,,5.021,,-0.325,,122.332,,16.955,212.038,,0.007,,1.732,,0.012,,,18.177,,,,,,,,4
2010-06-22 00:32:00,,5.021,,0.0379999999999999,,122.363,,16.944,222.581,,0.006,,1.818,,0.012,,,18.087,,,,,,,,4
2010-06-22 00:33:00,,5.017,,0.033,,122.384,,16.914,214.021,,0.006,,1.608,,0.01,,,18.023,,,,,,,,4
2010-06-22 00:34:00,,5.02,,0.016,,122.348,,16.857,211.682,,0.008,,1.54,,0.012,,,18.006,,,,,,,,4
2010-06-22 00:35:00,,5.018,,0.1479999999999999,,122.378,,16.837,225.201,,0.007,,1.536,,0.012,,,17.995,,,,,,,,4
2010-06-22 00:36:00,,5.015,,-0.199,,122.395,,16.773,230.171,,0.007,,1.164,,0.008,,,17.896,,,,,,,,4
2010-06-22 00:37:00,,5.021,,-0.4189999999999999,,122.396,,16.692,233.642,,0.005,,1.482,,0.008,,,17.775,,,,,,,,4
2010-06-22 00:38:00,,5.017,,0.0379999999999999,,122.424,,16.64,237.423,,0.008,,1.494,,0.012,,,17.706,,,,,,,,4
2010-06-22 00:39:00,,5.019,,-0.094,,122.446,,16.566,241.348,,0.007,,1.69,,0.012,,,17.7,,,,,,,,4
2010-06-22 00:40:00,,5.021,,-0.05,,122.442,,16.726,235.512,,0.008,,1.588,,0.012,,,17.778,,,,,,,,4
