measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2022-02-23 00:00:00,0.0,-2.9167,0.0,-15.311,-6e-05,14.116,0.0138499999999999,-0.00425,-0.0001399999999999,0.0063699999999999,0.0,0.6330799999999999,-6e-05,-3.5497,13.26,13.11,-14.94,,50
2022-02-23 00:01:00,0.0,-2.6906,0.0,-15.308,0.0,14.116,0.01357,0.0,0.0001399999999999,-0.0063699999999999,0.0,0.5652399999999999,0.0,-3.2558,13.285,13.149,-14.943,,50
2022-02-23 00:02:00,0.0,-2.555,0.0,-15.302,0.0,14.116,0.01371,0.0,0.0001399999999999,0.0,0.0,0.5200299999999999,0.0,-3.075,13.323,13.191,-14.97,,50
2022-02-23 00:03:00,0.0,-2.962,0.0,-15.301,-9e-05,14.116,0.01413,-0.0063699999999999,-0.0002799999999999,0.0021199999999999,0.0,0.6104699999999998,-9e-05,-3.5724,13.337,13.203,-14.976,,50
2022-02-23 00:04:00,0.0,-2.6227,0.0,-15.273,-9e-05,14.116,0.01328,-0.0063699999999999,0.0,0.0063699999999999,0.0,0.4974199999999999,-9e-05,-3.1202,13.341,13.187,-14.949,,50
2022-02-23 00:05:00,0.0,-2.6002,0.0,-15.219,-8e-05,14.116,0.01328,-0.0063699999999999,-0.00042,0.01486,0.0,0.5200299999999999,-9e-05,-3.1202,13.351,13.174,-14.967,,50
2022-02-23 00:06:00,0.0,-2.6227,0.0,-15.395,3e-05,14.116,0.01328,0.0021199999999999,0.0,-0.0021199999999999,0.0,0.4521999999999999,3e-05,-3.0749,13.342,13.157,-15.048,,50
2022-02-23 00:07:00,0.0,-2.6002,0.0,-15.476,-6e-05,14.115,0.0147,-0.00425,-0.0002799999999999,0.01274,0.0,0.54264,-6e-05,-3.1428,13.315,13.111,-15.059,,50
2022-02-23 00:08:00,0.0,-2.8036,0.0,-15.495,-6e-05,14.116,0.01357,-0.00425,-0.0001399999999999,-0.0063699999999999,0.0,0.72352,-6e-05,-3.5271,13.23,12.991,-15.103,,50
2022-02-23 00:09:00,0.0,-2.7358,0.0,-15.497,-0.00017,14.115,0.01357,-0.01274,0.0,0.0021199999999999,0.0,0.63309,-0.00017,-3.3688,13.164,12.905,-15.12,,50
2022-02-23 00:10:00,0.0,-2.5549,0.0,-15.465,-0.00011,14.116,0.01342,-0.0084899999999999,-0.0002799999999999,0.0063699999999999,0.0,0.54264,-0.00011,-3.0975,13.14,12.878,-15.118,,50
2022-02-23 00:11:00,0.0,-2.7132,0.0,-15.449,-3e-05,14.115,0.01342,-0.0021199999999999,-0.0001399999999999,-0.00425,0.0,0.5200299999999999,-3e-05,-3.2333,13.109,12.848,-15.141,,50
2022-02-23 00:12:00,0.0,-2.7358,0.0,-15.463,6e-05,14.115,0.01342,0.00425,0.0,-0.0084899999999999,0.0,0.6104699999999998,6e-05,-3.3463,13.081,12.821,-15.155,,50
2022-02-23 00:13:00,0.0,-2.7359,0.0,-15.531,3e-05,14.116,0.01357,0.0021199999999999,0.0,-0.00425,0.0,0.70091,3e-05,-3.4367,13.048,12.79,-15.195,,50
2022-02-23 00:14:00,0.0,-2.7584,0.0,-15.575,-3e-05,14.115,0.01357,-0.0021199999999999,0.0,-0.0106199999999999,0.0,0.7009199999999999,-3e-05,-3.4593,13.007,12.742,-15.192,,50
2022-02-23 00:15:00,0.0,-2.6906,0.0,-15.609,-3e-05,14.115,0.01314,-0.0021199999999999,-0.0001399999999999,0.0021199999999999,0.0,0.4748,-3e-05,-3.1654,12.955,12.679,-15.238,,50
2022-02-23 00:16:00,0.0,-2.7132,0.0,-15.632,3e-05,14.115,0.01328,0.0021199999999999,0.0,-0.0021199999999999,0.0,0.56525,3e-05,-3.2784,12.9,12.627,-15.235,,50
2022-02-23 00:17:00,0.0,-2.4871,0.0,-15.571,-0.0001299999999999,14.115,0.01244,-0.0106199999999999,0.0001399999999999,0.0021199999999999,0.0,0.5200299999999999,-0.0001299999999999,-3.0072,12.881,12.612,-15.217,,50
2022-02-23 00:18:00,0.0,-2.781,0.0,-15.53,0.0,14.115,0.01357,0.0,0.0,-0.0063699999999999,0.0,0.81396,0.0,-3.595,12.889,12.614,-15.231,,50
2022-02-23 00:19:00,0.0,-2.668,0.0,-15.574,3e-05,14.116,0.01342,0.0021199999999999,0.0,0.0,0.0,0.5426199999999999,3e-05,-3.2106,12.882,12.611,-15.278,,50
2022-02-23 00:20:00,0.0,-2.8263,0.0,-15.593,6e-05,14.115,0.01342,0.00425,-0.0002799999999999,-0.0021199999999999,0.0,0.54264,6e-05,-3.3689,12.857,12.584,-15.255,,50
2022-02-23 00:21:00,0.0,-2.7811,0.0,-15.634,-6e-05,14.116,0.01357,-0.00425,-0.0001399999999999,-0.00425,0.0,0.7687399999999999,-6e-05,-3.5498,12.805,12.515,-15.284,,50
2022-02-23 00:22:00,0.0,-2.8036,0.0,-15.646,-3e-05,14.115,0.01357,-0.0021199999999999,0.0,-0.0021199999999999,0.0,0.72352,-3e-05,-3.5271,12.768,12.463,-15.294,,50
