measured_on,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__629,ac_power__752,ac_voltage__632,ac_volts__757,ambient_temp__634,ambient_temp__759,das_battery_voltage__769,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__628,dc_power__751,dc_voltage__630,inv_temp__661,inverter_temp_2__770,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__760,module_temp_2__761,module_temp_3__762,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__750,reflector_temp_1__638,system_id
2013-03-19 00:00:00,,0.0,0.3382999999999999,-0.406,,-0.0676999999999999,,0.0,,4.874,13.849,,22.001,,0.0066,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.594,21.576,0.901,,,,,,,,,-2.0466,,50
2013-03-19 00:01:00,,0.0,0.3538999999999999,-0.3123,,0.0415999999999999,,0.0,,4.8164,13.845,,21.998,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.651,21.633,0.8143,,,,,,,,,-2.1833,,50
2013-03-19 00:02:00,,0.0,0.3609,-0.3834,,-0.0225999999999999,,0.0,,4.7204,13.849,,21.988,,0.0067999999999999,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.657,21.629,0.7185,,,,,,,,,-2.2143,,50
2013-03-19 00:03:00,,0.0,0.406,-0.2932,,0.1128,,0.0,,4.6381,13.85,,21.988,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.633,21.609,0.6126,,,,,,,,,-2.231,,50
2013-03-19 00:04:00,,0.0,0.3609,-0.6315,,-0.2707,,0.0,,4.7515,13.85,,21.991,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.579,21.607,0.6216,,,,,,,,,-2.3652,,50
2013-03-19 00:05:00,,0.0,0.2932,-0.5864,,-0.2932,,0.0,,4.884,13.848,,21.99,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.472,21.571,0.6134,,,,,,,,,-2.1807,,50
2013-03-19 00:06:00,,0.0,0.3834,0.1353,,0.5188,,0.0,,4.7808,13.849,,21.981,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.362,21.529,0.6424999999999998,,,,,,,,,-2.2143,,50
2013-03-19 00:07:00,,0.0,0.2707,-0.4511,,-0.1804,,0.0,,4.8127,13.851,,21.978,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.282,21.491,0.6529,,,,,,,,,-2.1136,,50
2013-03-19 00:08:00,,0.0,0.3609,-0.5413,,-0.1804,,0.0,,4.906,13.85,,21.977,,0.0067999999999999,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.251,21.42,0.6064,,,,,,,,,-1.8788,,50
2013-03-19 00:09:00,,0.0,0.3382999999999999,-0.1353,,0.203,,0.0,,4.8639,13.85,,21.977,,0.0067999999999999,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,0.0,-99999.0,,,,,,,,,,,,,,,,,,,21.292,21.404,0.6251999999999999,,,,,,,,,-2.0297,,50
