measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-05-26 00:00:00,5.174,0.0,0.0,-14.274,114.843,7.836,0.006,159.753,0.0,159.501,0.0,0.95852,1.057,16.568,17.852,18.579,0.0,0.0,-8.086,50
2004-05-26 00:15:00,5.179,0.0,0.0,-14.283,114.964,7.533,0.006,159.923,0.0,159.668,0.0,0.95954,1.035,16.432,17.711,18.35,0.0,0.0,-6.382,50
2004-05-26 00:30:00,5.18,0.0,0.0,-14.275,114.953,7.311,0.006,159.871,0.0,159.618,0.0,0.95923,1.021,16.316,17.575,18.176,0.0,0.0,-5.854,50
2004-05-26 00:45:00,5.177,0.0,0.0,-14.283,114.908,7.304999999999999,0.006,159.799,0.0,159.541,0.0,0.95879,1.017,16.283,17.508,18.023,0.0,0.0,-6.347,50
2004-05-26 01:00:00,5.179,0.0,0.0,-14.288,114.953,7.143,0.006,159.843,0.0,159.592,0.0,0.95906,1.019,16.296,17.498,17.917,0.0,0.0,-6.081,50
2004-05-26 01:15:00,5.18,0.0,0.0,-14.288,114.991,7.322,0.006,159.875,0.0,159.629,0.0,0.95925,1.022,16.349,17.478,17.822,0.0,0.0,-6.255,50
2004-05-26 01:30:00,5.18,0.0,0.0,-14.297,114.998,7.127,0.006,159.876,0.0,159.632,0.0,0.95926,1.018,16.237,17.322,17.666,0.0,0.0,-7.004,50
2004-05-26 01:45:00,5.527,0.0,0.0,-15.257,122.663,7.296999999999999,0.006,170.512,0.0,170.252,0.0,1.02307,1.091,17.151,18.343,18.665,0.0,0.0,-7.705,50
2004-05-26 02:00:00,5.185,0.0,0.0,-14.29,115.098,6.775,0.006,159.998,0.0,159.744,0.0,0.95999,1.018,15.91,17.058,17.347,0.0,0.0,-5.788,50
2004-05-26 02:15:00,5.185,0.0,0.0,-14.295,115.083,7.319,0.006,159.983,0.0,159.732,0.0,0.9599,1.024,15.967,17.108,17.311,0.0,0.0,-5.716,50
2004-05-26 02:30:00,4.839,0.0,0.0,-13.345,107.393,6.48,0.005,149.267,0.0,149.034,0.0,0.74634,0.956,14.91,15.895,16.071,0.0,0.0,-6.236,50
2004-05-26 02:45:00,5.184,0.0,0.0,-14.298,115.048,6.832,0.006,159.913,0.0,159.659,0.0,0.95948,1.026,15.898,16.969,17.133,0.0,0.0,-7.652999999999999,50
2004-05-26 03:00:00,5.184,0.0,0.0,-14.305,115.018,6.893,0.006,159.86,0.0,159.608,0.0,0.95916,1.023,15.871,16.872,17.018,0.0,0.0,-7.682,50
2004-05-26 03:15:00,5.181,0.0,0.0,-14.29,114.916,7.002,0.006,159.778,0.0,159.52,0.0,0.95867,1.038,15.752,16.751,16.883,0.0,0.0,-6.856,50
2004-05-26 03:30:00,5.18,0.0,0.0,-14.29,114.868,6.92,0.006,159.733,0.0,159.478,0.0,0.9584,1.046,15.62,16.615,16.75,0.0,0.0,-7.363,50
2004-05-26 03:45:00,5.181,0.0,0.0,-14.3,114.851,7.527999999999999,0.006,159.722,0.0,159.47,0.0,0.95833,1.07,15.63,16.55,16.688,0.0,0.0,-7.703,50
2004-05-26 04:00:00,5.519,0.0,0.0,-15.236,122.357,8.417,0.007,170.141,0.0,169.866,0.0,1.19099,1.186,16.794,17.606,17.75,0.0,0.0,-7.205,50
2004-05-26 04:15:00,5.155,0.0,0.0,-14.252,114.166,7.663,0.006,158.493,0.0,158.23,0.0,0.95096,1.14,15.916,16.382,16.542,0.0,0.0,-5.988,50
2004-05-26 04:30:00,4.81,0.0,0.0,-13.174,106.463,5.936,0.006,147.662,0.0,147.427,0.0,0.88597,1.1,14.711,15.204,15.372,0.0,0.0,-5.647,50
2004-05-26 04:45:00,5.344,0.0,0.0,-68.472,113.871,6.406,0.027,188.252,0.001,189.214,0.1892099999999999,5.0828,5.786,15.55,16.43,16.912,0.0,0.0,-2.287,50
