measured_on,ac_current__251,ac_current__588,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__584,ac_power__629,ac_power__752,ac_voltage__250,ac_voltage__587,ac_voltage__632,ac_volts__757,ambient_temp__252,ambient_temp__589,ambient_temp__634,ambient_temp__759,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__583,dc_power__628,dc_power__751,dc_voltage__630,inv_temp__661,inverter_temp_2__770,inverter_temp__256,inverter_temp__593,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__253,module_temp_1__590,module_temp_1__760,module_temp_2__254,module_temp_2__591,module_temp_2__761,module_temp_3__255,module_temp_3__592,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__245,poa_irradiance__582,poa_irradiance__750,power_factor__596,reflector_temp_1__638,system_id
2013-01-30 00:00:00,,,,0.0,0.6564999999999999,-0.249,,,,0.4074999999999999,,,,0.0,,,,-8.1743,,14.308,,,6.3444,,0.017,0.3460579999999999,,,0.0,,,0.0,0.0,0.0058829859999999,,,,0.0058829859999999,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.5401,,,4.7936,,,1.7916,,,,,,,,,,,,,,,-2.1385,,,50
2013-01-30 00:01:00,,,,0.0,0.7314,0.1254,,,,0.8568,,,,0.0,,,,-8.2721,,14.307,,,6.3348,,0.017,0.3460579999999999,,,0.0,,,0.002,0.0,0.0058829859999999,,,,0.0058829859999999,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.53,,,4.6987,,,1.4108,,,,,,,,,,,,,,,-1.9895,,,50
2013-01-30 00:02:00,,,,0.0,0.8829,0.6113,,,,1.4942,,,,0.0,,,,-8.363699999999998,,14.311,,,6.3258,,0.017,0.315966,,,0.0,,,0.0,0.0,0.0053714219999999,,,,0.0053714219999999,,,0.0,,,25.334,,,,,,,,,,,,,,,,,,,,,5.4891,,,4.6626,,,-3.7329,,,,,,,,,,,,,,,-2.0206,,,50
2013-01-30 00:03:00,,,,0.0,0.6792,0.3396,,,,1.0188,,,,0.0,,,,-8.4213,,14.31,,,6.316,,0.017,0.3310119999999999,,,0.0,,,0.0,0.0,0.005627204,,,,0.005627204,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.4059,,,4.5764,,,0.388,,,,,,,,,,,,,,,-2.0206,,,50
2013-01-30 00:04:00,,,,0.0,0.6113,-0.0906,,,,0.5207,,,,0.0,,,,-8.5029,,14.311,,,6.3063,,0.0173999999999999,0.3460579999999999,,,0.0,,,0.0020999999999999,0.0,0.0060214092,,,,0.0060214092,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.4077,,,4.6178,,,2.1174,,,,,,,,,,,,,,,-2.0206,,,50
2013-01-30 00:05:00,,,,0.0,0.7244,0.0,,,,0.7244,,,,0.0,,,,-8.577999999999998,,14.311,,,6.2965,,0.017,0.3310119999999999,,,0.0,,,0.0020999999999999,0.0,0.005627204,,,,0.005627204,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.408,,,4.639,,,-0.7152,,,,,,,,,,,,,,,-1.9869,,,50
2013-01-30 00:06:00,,,,0.0,0.6339,-0.3622,,,,0.2717,,,,0.0,,,,-8.6312,,14.311,,,6.2868,,0.0172999999999999,0.3310119999999999,,,0.0,,,-0.0043,0.0,0.0057265075999999,,,,0.0057265075999999,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.3997,,,4.6739,,,2.8165,,,,,,,,,,,,,,,-2.0206,,,50
2013-01-30 00:07:00,,,,0.0,0.7017999999999999,0.0906,,,,0.7923999999999999,,,,0.0,,,,-8.6987,,14.312,,,6.277,,0.017,0.3310119999999999,,,0.0,,,-0.0020999999999999,0.0,0.005627204,,,,0.005627204,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.3705,,,4.6583,,,1.2424,,,,,,,,,,,,,,,-2.0711,,,50
2013-01-30 00:08:00,,,,0.0,0.6564999999999999,-0.0906,,,,0.566,,,,0.0,,,,-8.738799999999998,,14.312,,,6.2655,,0.017,0.3310119999999999,,,0.0,,,0.0,0.0,0.005627204,,,,0.005627204,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.3222,,,4.6216,,,1.295,,,,,,,,,,,,,,,-2.0206,,,50
2013-01-30 00:09:00,,,,0.0,0.7244,-0.0453,,,,0.6792,,,,0.0,,,,-8.774499999999998,,14.311,,,6.254,,0.0172999999999999,0.3460579999999999,,,0.0,,,0.0,0.0,0.0059868033999999,,,,0.0059868033999999,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,5.2531,,,4.5689,,,0.1474999999999999,,,,,,,,,,,,,,,-2.0206,,,50
