measured_on,ac_current__427,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__423,ac_power__752,ac_voltage__426,ac_volts__757,ambient_temp__428,ambient_temp__759,das_battery_voltage__434,das_battery_voltage__769,das_temp__433,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__425,dc_pos_current__754,dc_pos_voltage__424,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__422,dc_power__751,inverter_temp_2__770,inverter_temp__432,inveter_temp__763,module_temp_1__429,module_temp_1__760,module_temp_2__430,module_temp_2__761,module_temp_3__431,module_temp_3__762,poa_irradiance__421,poa_irradiance__750,system_id
2013-02-13 00:00:00,,0.0,0.5645,0.2258,,0.7903,,0.0,,1.4173,,13.962,,18.198,0.0091999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,19.072,,18.762,,10.171,,-1.6121,50
2013-02-13 00:01:00,,0.0,0.4516,-0.1129,,0.3387,,0.0,,1.4938,,13.961,,18.21,0.0097,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,19.04,,18.688,,13.739,,-1.629,50
2013-02-13 00:02:00,,0.0,0.4516,-0.2484,,0.2031999999999999,,0.0,,1.6574,,13.962,,18.21,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.988,,18.628,,15.068,,-1.6121,50
2013-02-13 00:03:00,,0.0,0.4742,-0.2031999999999999,,0.271,,0.0,,1.7499,,13.962,,18.212,0.0099,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.904,,18.542,,12.501,,-1.6121,50
2013-02-13 00:04:00,,0.0,0.4289999999999999,-0.4063999999999999,,0.0225999999999999,,0.0,,1.6841,,13.961,,18.222,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.907,,18.546,,14.857,,-1.5786,50
2013-02-13 00:05:00,,0.0,0.5645,0.0451999999999999,,0.6097,,0.0,,1.6279,,13.961,,18.222,0.01,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.935,,18.612,,11.972,,-1.5785,50
2013-02-13 00:06:00,,0.0,0.3613,-0.7226,,-0.3613,,0.0,,1.5737,,13.961,,18.222,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.967,,18.663,,15.667,,-1.6121,50
2013-02-13 00:07:00,,0.0,0.4742,-0.0451999999999999,,0.4289999999999999,,0.0,,1.533,,13.96,,18.223,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.984,,18.664,,12.257,,-1.6121,50
2013-02-13 00:08:00,,0.0,0.7226,-0.0451999999999999,,0.6774,,0.0,,1.5518,,13.96,,18.228,0.0095999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.971,,18.632,,9.6141,,-1.6289,50
2013-02-13 00:09:00,,0.0,0.5645,-0.2484,,0.3160999999999999,,0.0,,1.5554,,13.961,,18.233,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,18.968,,18.62,,14.439,,-1.6121,50
