measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-10-22 00:00:00,5.179,0.0,0.0,-14.545,114.426,7.607,0.004,159.428,0.0,159.181,0.0,0.63771,0.809,17.791,18.177,17.004,0.0,0.0,-6.743,50
2004-10-22 00:15:00,5.178,0.0,0.0,-14.523,114.371,7.51,0.004,159.344,0.0,159.094,0.0,0.63738,0.8,17.632,17.984,16.801,0.0,0.0,-6.529,50
2004-10-22 00:30:00,5.187,0.0,0.0,-14.501,114.528,7.957,0.004,159.561,0.0,159.312,0.0,0.63824,0.81,17.52,17.852,16.67,0.0,0.0,-5.339,50
2004-10-22 00:45:00,5.184,0.0,0.0,-14.476,114.477,9.366,0.005,159.443,0.0,159.193,0.0,0.79722,0.894,17.467,17.722,16.592,0.0,0.0,-5.447,50
2004-10-22 01:00:00,5.188,0.0,0.0,-14.47,114.564,8.359999999999998,0.005,159.544,0.0,159.296,0.0,0.7977199999999999,0.934,17.369,17.589,16.524,0.0,0.0,-6.86,50
2004-10-22 01:15:00,5.189,0.0,0.0,-14.515,114.579,6.792,0.005,159.587,0.0,159.336,0.0,0.7979399999999999,0.991,17.127,17.339,16.32,0.0,0.0,-7.029,50
2004-10-22 01:30:00,5.188,0.0,0.0,-14.487,114.52,7.255,0.005,159.488,0.0,159.236,0.0,0.79744,1.004,16.865,17.101,16.206,0.0,0.0,-6.474,50
2004-10-22 01:45:00,5.189,0.0,0.0,-14.509,114.49,5.919,0.006,159.449,0.0,159.2,0.0,0.95669,1.019,16.724,16.995,16.026,0.0,0.0,-6.291,50
2004-10-22 02:00:00,5.194,0.0,0.0,-14.484,114.593,6.837,0.006,159.599,0.0,159.343,0.0,0.95759,1.033,16.644,16.852,15.962,0.0,0.0,-5.405,50
2004-10-22 02:15:00,5.197,0.0,0.0,-14.508,114.638,6.734,0.006,159.659,0.0,159.404,0.0,0.95795,1.022,16.512,16.719,15.897,0.0,0.0,-6.141,50
2004-10-22 02:30:00,5.197,0.0,0.0,-14.457,114.601,5.841,0.006,159.6,0.0,159.344,0.0,0.9576,1.072,16.371,16.601,15.787,0.0,0.0,-6.537,50
2004-10-22 02:45:00,5.198,0.0,0.0,-14.511,114.608,5.168,0.006,159.617,0.0,159.365,0.0,0.9577,1.08,16.208,16.388,15.494,0.0,0.0,-6.625,50
2004-10-22 03:00:00,5.201,0.0,0.0,-14.457,114.635,5.873,0.006,159.622,0.0,159.369,0.0,0.95773,1.111,15.985,16.199,15.269,0.0,0.0,-4.943,50
2004-10-22 03:15:00,5.187,0.0,0.0,-14.445,114.322,6.01,0.006,159.231,0.0,158.965,0.0,0.95539,1.08,15.711,15.939,15.066,0.0,0.0,-5.347,50
2004-10-22 03:30:00,5.182,0.0,0.0,-14.467,114.21,6.77,0.006,159.081,0.0,158.814,0.0,0.95449,1.1,15.581,15.824,14.983,0.0,0.0,-5.817,50
2004-10-22 03:45:00,5.18,0.0,0.0,-14.465,114.167,7.591999999999999,0.006,159.016,0.0,158.749,0.0,0.9541,1.137,15.371,15.67,14.951,0.0,0.0,-4.503,50
2004-10-22 04:00:00,5.174,0.0,0.0,-14.452,114.06,7.036,0.006,158.861,0.0,158.591,0.0,0.95317,1.14,15.402,15.609,14.943,0.0,0.0,-5.796,50
2004-10-22 04:15:00,5.156,0.0,0.0,-14.365,113.606,5.966,0.006,158.094,0.0,157.827,0.0,0.94856,1.142,15.401,15.568,14.993,0.0,0.0,-6.152,50
2004-10-22 04:30:00,5.14,0.0,0.0,-14.37,113.285,4.997,0.006,157.563,0.0,157.294,0.0,0.94538,1.134,15.285,15.486,14.864,0.0,0.0,-6.95,50
2004-10-22 04:45:00,5.16,0.0,0.0,-14.324,113.646,4.906,0.006,157.881,0.0,157.598,0.0,0.94729,1.135,15.244,15.409,14.685,0.0,0.0,-6.452,50
