measured_on,ac_current__251,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__752,ac_voltage__250,ac_volts__757,ambient_temp__252,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__751,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__750,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-08-29 00:00:00,,0.0,0.4053999999999999,-0.3153,,0.0901,,0.0,,22.167,,,,13.726,,26.688,0.0,0.030092,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.324,,24.115,,18.435,,,,,,-1.9597,,,,50
2012-08-29 00:01:00,,0.0,0.4053999999999999,-0.4504,,-0.0449999999999999,,0.0,,22.112,,,,13.722,,26.683,0.0,0.015046,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.311,,24.113,,18.387,,,,,,-2.0099,,,,50
2012-08-29 00:02:00,,0.0,0.3829,-0.0224999999999999,,0.3603,,0.0,,22.087,,,,13.727,,26.672,0.0,0.030092,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.291,,24.102,,18.322,,,,,,-2.1775,,,,50
2012-08-29 00:03:00,,0.0,0.3377999999999999,-0.1126,,0.2252,,0.0,,22.028,,,,13.727,,26.658,0.0,0.015046,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.286,,24.102,,18.235,,,,,,-2.412,,,,50
2012-08-29 00:04:00,,0.0,0.3153,-0.0449999999999999,,0.2702999999999999,,0.0,,21.965,,,,13.726,,26.654,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.291,,24.103,,18.148,,,,,,-2.412,,,,50
2012-08-29 00:05:00,,0.0,0.3153,-0.0449999999999999,,0.2702999999999999,,0.0,,21.893,,,,13.727,,26.645,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.278,,24.091,,18.028,,,,,,-2.412,,,,50
2012-08-29 00:06:00,,0.0,0.3377999999999999,-0.1802,,0.1575999999999999,,0.0,,21.844,,,,13.728,,26.629,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.246,,24.069,,17.913,,,,,,-2.412,,,,50
2012-08-29 00:07:00,,0.0,0.3603,-0.1802,,0.1802,,0.0,,21.817,,,,13.728,,26.62,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.219,,24.045,,17.818,,,,,,-2.5126,,,,50
2012-08-29 00:08:00,,0.0,0.3603,-0.0901,,0.2702999999999999,,0.0,,21.794,,,,13.728,,26.613,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.201,,24.026,,17.755,,,,,,-2.5962,,,,50
2012-08-29 00:09:00,,0.0,0.3603,-0.4053999999999999,,-0.0449999999999999,,0.0,,21.771,,,,13.727,,26.599,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.198,,24.023,,17.747,,,,,,-2.7303,,,,50
