measured_on,ac_current__588,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__584,ac_power__752,ac_voltage__587,ac_volts__757,ambient_temp__589,ambient_temp__759,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__583,dc_power__751,inverter_temp_2__770,inverter_temp__593,inveter_temp__763,module_temp_1__590,module_temp_1__760,module_temp_2__591,module_temp_2__761,module_temp_3__592,module_temp_3__762,poa_irradiance__582,poa_irradiance__750,power_factor__596,system_id
2012-05-13 00:00:00,,0.0,0.4741,-0.0451999999999999,,0.4289999999999999,,0.0,,6.67,,13.966,,18.018,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.902,,17.31,,4.3867,,-1.5448,,50
2012-05-13 00:01:00,,0.0,0.396,-0.0625,,0.3335,,0.0,,6.8257,,13.963,,18.007,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.84,,17.221,,4.6611,,-1.0385,,50
2012-05-13 00:02:00,,0.0,0.5419,-0.0903,,0.4516,,0.0,,6.775,,13.966,,17.997,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.81,,17.163,,4.871,,-0.806,,50
2012-05-13 00:03:00,,0.0,0.3837999999999999,-0.4063999999999999,,-0.0225999999999999,,0.0,,6.9304,,13.966,,17.987,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.77,,17.115,,5.0539,,-0.7723999999999999,,50
2012-05-13 00:04:00,,0.0,0.4289999999999999,-0.4516,,-0.0225999999999999,,0.0,,6.9714,,13.967,,17.977,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.73,,17.114,,5.1922,,-0.7892,,50
2012-05-13 00:05:00,,0.0,0.3612,-0.2708999999999999,,0.0903,,0.0,,6.9501,,13.966,,17.969,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.746,,17.152,,5.2598,,-0.7219999999999999,,50
2012-05-13 00:06:00,,0.0,0.4516,0.0225999999999999,,0.4741,,0.0,,6.9514,,13.967,,17.959,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.769,,17.178,,5.2906,,-0.7219999999999999,,50
2012-05-13 00:07:00,,0.0,0.3837999999999999,-0.4741,,-0.0903,,0.0,,6.9647,,13.967,,17.95,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.778,,17.212,,5.4031,,-0.806,,50
2012-05-13 00:08:00,,0.0,0.5419,0.0676999999999999,,0.6096,,0.0,,6.9982,,13.967,,17.939,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.777,,17.227,,5.4123,,-0.7556,,50
2012-05-13 00:09:00,,0.0,0.3612,0.0225999999999999,,0.3837999999999999,,0.0,,6.9991,,13.968,,17.931,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.786,,17.259,,5.358,,-0.7219999999999999,,50
2012-05-13 00:10:00,,0.0,0.4741,-0.3160999999999999,,0.158,,0.0,,6.9905,,13.968,,17.922,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,17.787,,17.275,,5.2758,,-0.806,,50
