measured_on,ac_current__251,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__752,ac_voltage__250,ac_volts__757,ambient_temp__252,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__751,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__750,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-11-04 00:00:00,,0.0,0.4064999999999999,-0.6322999999999999,,-0.2258,,0.0,,8.6162,,,,13.999,,17.046,0.0073,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.23,,16.845,,4.6813,,,,,,-0.907,,,,50
2012-11-04 00:01:00,,0.0,0.4793999999999999,-0.0207999999999999,,0.4586,,0.0,,8.5313,,,,13.997,,17.044,0.0077999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.241,,16.817,,4.622,,,,,,-1.1318,,,,50
2012-11-04 00:02:00,,0.0,0.542,0.0451999999999999,,0.5871,,0.0,,8.443899999999998,,,,14.001,,17.04,0.0088999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.254,,16.801,,4.5926,,,,,,-1.2093,,,,50
2012-11-04 00:03:00,,0.0,0.542,-0.6097,,-0.0676999999999999,,0.0,,8.383,,,,14.0,,17.034,0.0074999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.259,,16.822,,4.6374,,,,,,-1.2429,,,,50
2012-11-04 00:04:00,,0.0,0.542,0.0,,0.542,,0.0,,8.446899999999998,,,,14.0,,17.036,0.0082,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.267,,16.813,,4.7124,,,,,,-1.2429,,,,50
2012-11-04 00:05:00,,0.0,0.4516,-0.1807,,0.271,,0.0,,8.718999999999998,,,,14.0,,17.036,0.0086,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.251,,16.798,,4.7597,,,,,,-1.2093,,,,50
2012-11-04 00:06:00,,0.0,0.7451999999999999,0.1355,,0.8807,,0.0,,8.9832,,,,13.998,,17.035,0.0079,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.241,,16.823,,4.8805,,,,,,-1.1757,,,,50
2012-11-04 00:07:00,,0.0,0.542,0.4516,,0.9936,,0.0,,9.0623,,,,13.999,,17.035,0.0083,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.236,,16.847,,4.9082,,,,,,-0.9741,,,,50
2012-11-04 00:08:00,,0.0,0.4968,-0.4968,,0.0,,0.0,,8.869,,,,14.0,,17.035,0.0089999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.248,,16.869,,4.9104,,,,,,-0.907,,,,50
2012-11-04 00:09:00,,0.0,0.6322999999999999,-0.2484,,0.3839,,0.0,,8.7384,,,,13.998,,17.033,0.0074999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,17.257,,16.859,,4.8931,,,,,,-0.9742,,,,50
