measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2020-09-28 00:00:00,0.0,-3.0429,0.0,6.7791,0.0,13.78,0.00268,-0.0021199999999999,0.0,-0.00423,0.0,0.38317,0.0,-3.426,23.977,23.755,5.498,,50
2020-09-28 00:01:00,0.0,-2.9961,0.0,6.7134,0.0,13.777,0.0019499999999999,-0.00391,0.0,-0.00391,0.0,0.37451,0.0,-3.3705,23.994,23.778,5.4956,,50
2020-09-28 00:02:00,0.0,-2.6822,0.0,6.7124,0.0,13.779,0.00169,0.0,0.0,-0.0021199999999999,0.0,0.33809,0.0,-3.0203,23.992,23.781,5.5154,,50
2020-09-28 00:03:00,0.0,-2.9753,0.0,6.7281,0.0,13.779,0.00183,-0.00423,0.0,0.0,0.0,0.36063,0.0,-3.3358,23.974,23.744,5.5286,,50
2020-09-28 00:04:00,0.0,-2.6823,0.0,6.7677,0.0,13.778,0.00169,0.0021199999999999,0.0,-0.0063499999999999,0.0,0.27048,0.0,-2.9527,23.93,23.698,5.5387,,50
2020-09-28 00:05:00,0.0,-2.7048,0.0,6.8024,-3e-05,13.779,0.00169,-0.01693,0.0,0.0126999999999999,0.0,0.33809,-3e-05,-3.0429,23.857,23.634,5.5391,,50
2020-09-28 00:06:00,0.0,-2.9753,0.0,6.8306,0.0,13.78,0.00197,-0.00423,0.0,-0.0021199999999999,0.0,0.33809,0.0,-3.3133,23.826,23.604,5.46,,50
2020-09-28 00:07:00,0.0,-2.8626,0.0,6.8329,0.0,13.78,0.0021099999999999,0.0,0.0,-0.0063499999999999,0.0,0.4507999999999999,0.0,-3.3133,23.835,23.614,5.3715,,50
2020-09-28 00:08:00,0.0,-2.9527,0.0,6.8325,0.0,13.78,0.00254,0.0,0.0,-0.0063499999999999,0.0,0.40572,0.0,-3.3584,23.84,23.618,5.2934,,50
2020-09-28 00:09:00,0.0,-2.7048,0.0,6.8353,0.0,13.779,0.00169,0.00423,0.0,0.01058,0.0,0.36063,0.0,-3.0654,23.85,23.632,5.2333,,50
2020-09-28 00:10:00,0.0,-2.8175,0.0,6.8332,0.0,13.78,0.00169,0.0,0.0,-0.0126999999999999,0.0,0.27048,0.0,-3.088,23.868,23.64,5.2028,,50
2020-09-28 00:11:00,0.0,-2.8174,0.0,6.8363,-2e-05,13.78,0.00254,-0.00847,0.0,-0.0021199999999999,0.0,0.40572,-2e-05,-3.2232,23.884,23.655,5.21,,50
2020-09-28 00:12:00,0.0,-2.7724,0.0,6.8328,0.0,13.78,0.00169,-0.00423,0.0,0.0021199999999999,0.0,0.29302,0.0,-3.0654,23.899,23.674,5.2166,,50
