measured_on,ac_current__758,ac_meter_1_power_kw__1017,ac_meter_2_power_kw__1018,ac_power_1__767,ac_power_2__768,ac_power__752,ac_power_metered_1_2__1133,ac_power_metered_kw__1016,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1132,dc_power__751,inv1_ac_power_kw__1019,inv1_dc_current__1021,inv1_dc_power__1130,inv1_dc_voltage__1020,inv1_temp__1022,inv2_ac_power_kw__1023,inv2_dc_current__1025,inv2_dc_power__1131,inv2_dc_voltage__1024,inv2_temp__1026,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2011-07-31 00:00:00,0.0,,,0.2701,-0.0224999999999999,0.2475999999999999,,,0.0,24.306,13.684,28.321,0.0,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.927,26.826,20.707,-99999.0,50
2011-07-31 00:01:00,0.0,,,0.1801,-0.4727,-0.2926,,,0.0,24.266,13.682,28.321,0.0,0.0,0.0,0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.924,26.82,20.653,-99999.0,50
2011-07-31 00:02:00,0.0,,,0.2701,-0.1351,0.1351,,,0.0,24.232,13.685,28.321,0.0,0.0,0.0,0.0085,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.92,26.818,20.61,-99999.0,50
2011-07-31 00:03:00,0.0,,,0.2250999999999999,-0.2926,-0.0675,,,0.0,24.187,13.686,28.321,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.916,26.818,20.581,-99999.0,50
2011-07-31 00:04:00,0.0,,,0.2475999999999999,-0.4277,-0.1801,,,0.0,24.143,13.684,28.321,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.901,26.813,20.598,-99999.0,50
2011-07-31 00:05:00,0.0,,,0.2701,-0.2701,0.0,,,0.0,24.082,13.685,28.321,0.0,0.0,0.0,0.0085,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.889,26.802,20.547,-99999.0,50
2011-07-31 00:06:00,0.0,,,0.2701,-0.2927,-0.0224999999999999,,,0.0,24.047,13.684,28.321,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.88,26.791,20.486,-99999.0,50
2011-07-31 00:07:00,0.0,,,0.2927,-0.3151999999999999,-0.0224999999999999,,,0.0,23.98,13.685,28.316,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.87,26.779,20.351,-99999.0,50
2011-07-31 00:08:00,0.0,,,0.2926,-0.2026,0.0901,,,0.0,23.9,13.684,28.308,0.0,0.0,0.0,-0.0020999999999999,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.862,26.769,20.223,-99999.0,50
2011-07-31 00:09:00,0.0,,,0.2026,-0.5403,-0.3377,,,0.0,23.821,13.684,28.306,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,-99999.0,26.858,26.757,20.147,-99999.0,50
