measured_on,ac_current__379,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__752,ac_voltage__378,ac_voltage__410,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__769,das_temp__385,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__750,power_factor__387,system_id
2011-05-24 00:00:00,,,0.0,0.4284999999999999,0.0225999999999999,,,0.4511,,,0.0,,,9.91,,13.871,,21.513,0.0,0.0,,,0.0067999999999999,,,0.0041999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,22.923,,,23.009,,,7.5113,,,,,,,-99999.0,,50
2011-05-24 00:01:00,,,0.0,0.3609,-0.2255999999999999,,,0.1353,,,0.0,,,9.8786,,13.869,,21.505,0.0,0.0,,,0.0067999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,22.913,,,22.943,,,7.4435,,,,,,,-99999.0,,50
2011-05-24 00:02:00,,,0.0,0.5413,-0.4284999999999999,,,0.1128,,,0.0,,,9.847600000000002,,13.871,,21.491,0.0,0.0,,,0.0067999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,22.809,,,22.792,,,7.3833,,,,,,,-99999.0,,50
2011-05-24 00:03:00,,,0.0,0.406,0.0225999999999999,,,0.4284999999999999,,,0.0,,,9.7947,,13.871,,21.479,0.0,0.0,,,0.0067999999999999,,,0.0020999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,22.753,,,22.674,,,7.3425,,,,,,,-99999.0,,50
2011-05-24 00:04:00,,,0.0,0.3834,-0.4961999999999999,,,-0.1128,,,0.0,,,9.7789,,13.872,,21.469,0.0,0.0,,,0.0067999999999999,,,-0.0020999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,22.9,,,22.825,,,7.4062,,,,,,,-99999.0,,50
2011-05-24 00:05:00,,,0.0,0.4284999999999999,-0.3382999999999999,,,0.0902,,,0.0,,,9.7908,,13.873,,21.462,0.0,0.0,,,0.0067999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,23.073,,,23.109,,,7.4576,,,,,,,-99999.0,,50
2011-05-24 00:06:00,,,0.0,0.3158,-0.0902,,,0.2255999999999999,,,0.0,,,9.8077,,13.873,,21.45,0.0,0.0,,,0.0067999999999999,,,0.0041999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,23.167,,,23.331,,,7.520699999999999,,,,,,,-99999.0,,50
2011-05-24 00:07:00,,,0.0,0.406,0.406,,,0.812,,,0.0,,,9.759200000000002,,13.873,,21.438,0.0,0.0,,,0.0067999999999999,,,0.0020999999999999,0.0,0.0,,,0.0,0.0,,,35.873,,,23.195,,,23.397,,,7.5824,,,,,,,85.93899999999998,,50
2011-05-24 00:08:00,,,0.0,0.406,-0.7218,,,-0.3158,,,0.0,,,9.7609,,13.873,,21.425,0.0,0.0,,,0.0067999999999999,,,-0.0085,-0.0001,0.0,,,-0.0001,0.0,,,-99999.0,,,23.16,,,23.354,,,7.6333,,,,,,,-99999.0,,50
2011-05-24 00:09:00,,,0.0,0.4284999999999999,-0.3158,,,0.1128,,,0.0,,,9.809500000000002,,13.874,,21.416,0.0,0.0,,,0.0067999999999999,,,-0.0064,0.0,0.0,,,0.0,0.0,,,-99999.0,,,23.093,,,23.223,,,7.7272,,,,,,,-99999.0,,50
