measured_on,ac_current__251,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__629,ac_power__752,ac_voltage__250,ac_voltage__632,ac_volts__757,ambient_temp__252,ambient_temp__634,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__628,dc_power__751,dc_voltage__630,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inv_temp__661,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__245,poa_irradiance__750,program_codeset__1373,reflector_temp_1__638,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-05-30 00:00:00,,,0.0,0.4284,-0.2029,,,0.2255,,,0.0,,,15.058,,,,13.833,,,22.742,,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.653,,21.408,,10.719,,,,,,,,,,,,,,-2.0459,,,,,50
2012-05-30 00:01:00,,,0.0,0.4869999999999999,-0.2344999999999999,,,0.2525,,,0.0,,,15.083,,,,13.831,,,22.733,,0.0067,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.484,,21.237,,10.75,,,,,,,,,,,,,,-2.1197,,,,,50
2012-05-30 00:02:00,,,0.0,0.5411,0.2029,,,0.7440999999999999,,,0.0,,,15.315,,,,13.835,,,22.721,,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.424,,21.087,,10.9,,,,,,,,,,,,,,-2.0963,,,,,50
2012-05-30 00:03:00,,,0.0,0.3382,-0.8116999999999999,,,-0.4734999999999999,,,0.0,,,15.537,,,,13.834,,,22.71,,0.0066,0.0,,0.0,,-0.0064,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.464,,21.061,,11.092,,,,,,,,,,,,,,-1.895,,,,,50
2012-05-30 00:04:00,,,0.0,0.4058999999999999,0.2029,,,0.6088,,,0.0,,,15.754,,,,13.835,,,22.698,,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.509,,21.094,,11.291,,,,,,,,,,,,,,-1.7944,,,,,50
2012-05-30 00:05:00,,,0.0,0.4284,-0.4284,,,0.0,,,0.0,,,15.867,,,,13.835,,,22.691,,0.0067999999999999,0.0,,0.0,,-0.0064,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.562,,21.158,,11.416,,,,,,,,,,,,,,-1.4758,,,,,50
2012-05-30 00:06:00,,,0.0,0.3608,-0.2029,,,0.1578,,,0.0,,,15.862,,,,13.836,,,22.683,,0.0066,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.656,,21.272,,11.434,,,,,,,,,,,,,,-1.5093,,,,,50
2012-05-30 00:07:00,,,0.0,0.496,0.2029,,,0.699,,,0.0,,,15.845,,,,13.835,,,22.673,,0.0064999999999999,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.732,,21.374,,11.483,,,,,,,,,,,,,,-1.677,,,,,50
2012-05-30 00:08:00,,,0.0,0.4284,0.4284,,,0.8568,,,0.0,,,15.883,,,,13.834,,,22.661,,0.0067999999999999,0.0,,0.0,,0.0064,0.0,0.0,,,0.0,,,,,,,0.0,,36.096,,,,,,,,,,,,,,,,,,,,21.757,,21.43,,11.524,,,,,,,,,,,,,,-1.6603,,,,,50
2012-05-30 00:09:00,,,0.0,0.4058999999999999,-0.3156999999999999,,,0.0902,,,0.0,,,15.873,,,,13.836,,,22.659,,0.0063,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,,0.0,,,,,,,0.0,,-99999.0,,,,,,,,,,,,,,,,,,,,21.675,,21.387,,11.573,,,,,,,,,,,,,,-1.7609,,,,,50
