measured_on,ac_current__251,ac_current__379,ac_current__633,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__375,ac_power__629,ac_power__752,ac_voltage__250,ac_voltage__378,ac_voltage__632,ac_volts__757,ambient_temp__252,ambient_temp__380,ambient_temp__634,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__386,das_battery_voltage__769,das_temp__1368,das_temp__385,das_temp__662,das_temperature__764,dc_current__631,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__377,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__376,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__374,dc_power__628,dc_power__751,dc_voltage__630,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inv_temp__661,inverter_temp_2__770,inverter_temp__256,inverter_temp__384,inveter_temp__763,module10nw_temp__640,module1sw_temp__659,module3_temp__639,module5se_temp__660,module6ne_temp__641,module8_temp_bot__637,module8_temp_mid__636,module8_temp_top__635,module_current_10__651,module_current_1__642,module_current_2__643,module_current_3__644,module_current_4__645,module_current_5__646,module_current_6__647,module_current_7__648,module_current_8__649,module_current_9__650,module_temp_1__253,module_temp_1__381,module_temp_1__760,module_temp_2__254,module_temp_2__382,module_temp_2__761,module_temp_3__255,module_temp_3__383,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,photodiode_1__652,photodiode_2__653,photodiode_3__654,photodiode_4__655,photodiode_5__656,photodiode_6__657,poa_irradiance_1__627,poa_irradiance_2__658,poa_irradiance__245,poa_irradiance__373,poa_irradiance__750,power_factor__387,program_codeset__1373,reflector_temp_1__638,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2012-01-02 00:00:00,,,,0.0,0.5880999999999998,0.0451999999999999,,,,0.6333999999999999,,,,0.0,,,,-4.9607,,,,,14.211,,,,9.975,,0.0167999999999999,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.398,,,10.154,,,-9.1889,,,,,,,,,,,,,,,-1.901,,,,,,50
2012-01-02 00:01:00,,,,0.0,0.5655,-0.4298,,,,0.1356999999999999,,,,0.0,,,,-4.9982,,,,,14.209,,,,9.9672,,0.0167999999999999,0.0,,,0.0,,,-0.0043,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.368,,,10.147,,,-9.2474,,,,,,,,,,,,,,,-1.9347,,,,,,50
2012-01-02 00:02:00,,,,0.0,0.7916999999999998,-0.3166999999999999,,,,0.4749999999999999,,,,0.0,,,,-5.0186,,,,,14.212,,,,9.9603,,0.016,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.354,,,10.14,,,-9.2064,,,,,,,,,,,,,,,-2.0187,,,,,,50
2012-01-02 00:03:00,,,,0.0,0.6333999999999999,-0.0904999999999999,,,,0.5429,,,,0.0,,,,-4.9816,,,,,14.213,,,,9.9534,,0.0167,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.353,,,10.127,,,-9.202,,,,,,,,,,,,,,,-1.9179,,,,,,50
2012-01-02 00:04:00,,,,0.0,0.7238,0.0904999999999999,,,,0.8143,,,,0.0,,,,-4.9393,,,,,14.212,,,,9.9446,,0.017,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.351,,,10.108,,,-9.200500000000002,,,,,,,,,,,,,,,-1.817,,,,,,50
2012-01-02 00:05:00,,,,0.0,0.6333999999999999,-0.1131,,,,0.5202999999999999,,,,0.0,,,,-4.9062,,,,,14.212,,,,9.9404,,0.0167999999999999,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.365,,,10.107,,,-9.2345,,,,,,,,,,,,,,,-1.8169,,,,,,50
2012-01-02 00:06:00,,,,0.0,0.6785999999999999,-0.1131,,,,0.5655,,,,0.0,,,,-4.9103,,,,,14.211,,,,9.9323,,0.0164,0.0,,,0.0,,,-0.0020999999999999,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.364,,,10.095,,,-9.2082,,,,,,,,,,,,,,,-1.9011,,,,,,50
2012-01-02 00:07:00,,,,0.0,0.7238,-0.1131,,,,0.6107,,,,0.0,,,,-4.8862,,,,,14.213,,,,9.9214,,0.0165,0.0,,,0.0,,,-0.0020999999999999,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.355,,,10.09,,,-9.2137,,,,,,,,,,,,,,,-1.8505,,,,,,50
2012-01-02 00:08:00,,,,0.0,0.7916999999999998,0.3845,,,,1.1762,,,,0.0,,,,-4.9406,,,,,14.212,,,,9.9158,,0.0164,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,36.982,,,,,,,,,,,,,,,,,,,,,10.353,,,10.095,,,-9.1283,,,,,,,,,,,,,,,-1.817,,,,,,50
2012-01-02 00:09:00,,,,0.0,0.6107,-0.4072,,,,0.2036,,,,0.0,,,,-4.9979,,,,,14.213,,,,9.91,,0.0167,0.0,,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,-99999.0,,,,,,,,,,,,,,,,,,,,,10.376,,,10.099,,,-9.1005,,,,,,,,,,,,,,,-1.817,,,,,,50
