measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2017-06-30 00:00:00,0.0,0.2477699999999999,-3.1309,-2.8831,0.0,15.764,13.684,26.607,0.00267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,24.06,23.837,14.656,-99999.0,50
2017-06-30 00:01:00,0.0,0.29108,-3.098,-2.8069,0.0,15.77,13.684,26.595,0.0027299999999999,0.0,0.0,-0.0019499999999999,0.0,0.0,0.0,0.0,-99999.0,24.042,23.805,14.671,-99999.0,50
2017-06-30 00:02:00,0.0,0.2702899999999999,-3.1534,-2.8831,0.0,15.746,13.684,26.582,0.00253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,24.024,23.792,14.658,-99999.0,50
2017-06-30 00:03:00,0.0,0.29282,-3.0408,-2.748,0.0,15.744,13.684,26.568,0.00239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.989,23.769,14.667,-99999.0,50
2017-06-30 00:04:00,0.0,0.2477699999999999,-3.1985,-2.9507,0.0,15.784,13.684,26.557,0.00296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.937,23.732,14.684,-99999.0,50
2017-06-30 00:05:00,0.0,0.31534,-3.0183,-2.7029,0.0,15.797,13.684,26.547,0.00253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.881,23.688,14.728,-99999.0,50
2017-06-30 00:06:00,0.0,0.3378599999999999,-3.0858,-2.748,0.0,15.809,13.685,26.535,0.00253,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.838,23.645,14.808,-99999.0,50
2017-06-30 00:07:00,0.0,0.31534,-3.0858,-2.7705,0.0,15.828,13.685,26.523,0.00267,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.805,23.609,14.892,-99999.0,50
2017-06-30 00:08:00,0.0,0.3378599999999999,-3.1084,-2.7705,0.0,15.817,13.686,26.509,0.00239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.766,23.566,14.966,-99999.0,50
2017-06-30 00:09:00,0.0,0.29282,-3.1084,-2.8156,0.0,15.807,13.686,26.498,0.00267,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.747,23.53,15.026,-99999.0,50
2017-06-30 00:10:00,0.0,0.31534,-2.9957,-2.6804,0.0,15.818,13.687,26.486,0.00282,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.74,23.516,15.072,-99999.0,50
2017-06-30 00:11:00,0.0,0.31534,-3.0858,-2.7705,0.0,15.805,13.688,26.476,0.00267,0.0,0.0,0.00423,0.0,0.0,0.0,0.0,-99999.0,23.755,23.524,15.104,-99999.0,50
2017-06-30 00:12:00,0.0,0.31534,-3.0633,-2.748,0.0,15.776,13.689,26.463,0.00267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.771,23.538,15.117,-99999.0,50
2017-06-30 00:13:00,0.0,0.22524,-3.1309,-2.9057,0.0,15.754,13.689,26.448,0.0030999999999999,0.0,0.0,-0.00423,0.0,0.0,0.0,0.0,-99999.0,23.784,23.553,15.141,-99999.0,50
2017-06-30 00:14:00,0.0,0.3829099999999999,-2.9056,-2.5227,0.0,15.753,13.689,26.442,0.0021099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3847,23.798,23.576,15.166,-99999.0,50
2017-06-30 00:15:00,0.0,0.2477699999999999,-3.0183,-2.7705,0.0,15.704,13.689,26.43,0.0032399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.804,23.579,15.168,-99999.0,50
2017-06-30 00:16:00,0.0,0.4730099999999999,-2.9507,-2.4777,0.0,15.664,13.69,26.412,0.0022499999999999,0.0,0.0,0.00423,0.0,0.0,0.0,0.0,-99999.0,23.79,23.565,15.168,-99999.0,50
2017-06-30 00:17:00,0.0,0.31534,-3.0633,-2.748,0.0,15.676,13.691,26.406,0.00239,0.0,0.0,-0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.779,23.554,15.179,-99999.0,50
2017-06-30 00:18:00,0.0,0.2477699999999999,-3.5138,-3.266,0.0,15.69,13.692,26.391,0.00338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.766,23.537,15.172,-99999.0,50
2017-06-30 00:19:00,0.0,0.40543,-3.0408,-2.6354,0.0,15.675,13.691,26.379,0.00239,0.0,0.0,0.00423,0.0,0.0,0.0,0.0,-99999.0,23.769,23.544,15.186,-99999.0,50
2017-06-30 00:20:00,0.0,0.40544,-2.9732,-2.5678,0.0,15.704,13.692,26.367,0.00169,0.0,0.0,0.0021199999999999,0.0,0.0,0.0,0.0,-99999.0,23.775,23.545,15.182,-99999.0,50
2017-06-30 00:21:00,0.0,0.31534,-3.3336,-3.0183,0.0,15.695,13.693,26.353,0.0030999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,23.772,23.544,15.168,-99999.0,50
