measured_on,ac_current__379,ac_current__411,ac_current__427,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__423,ac_power__752,ac_voltage__378,ac_voltage__410,ac_voltage__426,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__428,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__434,das_battery_voltage__769,das_temp__385,das_temp__433,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__425,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__424,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__422,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inverter_temp__432,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__429,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__430,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__431,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__421,poa_irradiance__750,power_factor__387,system_id
2012-08-04 00:00:00,,,,0.0,0.3153,-0.3603,,,,-0.0449999999999999,,,,0.0,,,,19.556,,,13.727,,,26.479,0.0,0.285874,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.353,,,,22.685,,,,19.226,,,,,,,,-0.402,,50
2012-08-04 00:01:00,,,,0.0,0.2702999999999999,-0.395,,,,-0.1247,,,,0.0,,,,19.534,,,13.727,,,26.439,0.0,0.270828,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.339,,,,22.65,,,,19.197,,,,,,,,-0.402,,50
2012-08-04 00:02:00,,,,0.0,0.3829,-0.2026999999999999,,,,0.1802,,,,0.0,,,,19.521,,,13.732,,,26.395,0.0,0.255782,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.265,,,,22.629,,,,19.17,,,,,,,,-0.402,,50
2012-08-04 00:03:00,,,,0.0,0.2477,-0.2477,,,,0.0,,,,0.0,,,,19.452,,,13.732,,,26.358,0.0,0.255782,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.191,,,,22.588,,,,19.141,,,,,,,,-0.402,,50
2012-08-04 00:04:00,,,,0.0,0.2702999999999999,-0.2928,,,,-0.0224999999999999,,,,0.0,,,,19.443,,,13.733,,,26.319,0.0,0.255782,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.166,,,,22.577,,,,19.112,,,,,,,,-0.402,,50
2012-08-04 00:05:00,,,,0.0,0.2928,-0.4279,,,,-0.1351,,,,0.0,,,,19.425,,,13.734,,,26.283,0.0,0.240736,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.127,,,,22.549,,,,19.081,,,,,,,,-0.402,,50
2012-08-04 00:06:00,,,,0.0,0.3829,0.2026999999999999,,,,0.5855,,,,0.0,,,,19.393,,,13.734,,,26.247,0.0,0.240736,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.046,,,,22.51,,,,19.064,,,,,,,,-0.402,,50
2012-08-04 00:07:00,,,,0.0,0.2477,-0.7431999999999999,,,,-0.4955,,,,0.0,,,,19.397,,,13.736,,,26.214,0.0,0.255782,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.035,,,,22.505,,,,19.042,,,,,,,,-0.402,,50
2012-08-04 00:08:00,,,,0.0,0.4053999999999999,0.2252,,,,0.6306,,,,0.0,,,,19.361,,,13.737,,,26.175,0.0,0.255782,,,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.042,,,,22.466,,,,19.016,,,,,,,,-0.402,,50
2012-08-04 00:09:00,,,,0.0,0.3153,-0.5404999999999999,,,,-0.2252,,,,0.0,,,,19.319,,,13.739,,,26.139,0.0,0.255782,,,,0.0,,,,-0.0020999999999999,0.0,0.0,,,,0.0,0.0,,,,-99999.0,,,,23.031,,,,22.454,,,,18.985,,,,,,,,-0.402,,50
