measured_on,ac_current__379,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__752,ac_voltage__378,ac_voltage__410,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__769,das_temp__385,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__750,power_factor__387,system_id
2012-11-02 00:00:00,,,0.0,0.4061,0.0676999999999999,,,0.4738,,,0.0,,,14.873,,13.893,,20.594,0.0067999999999999,0.255782,,,0.0,,,0.0,0.0,0.0017393176,,,0.0017393176,0.0,,,-99999.0,,,19.761,,,19.549,,,12.203,,,,,,,-1.4264,,50
2012-11-02 00:01:00,,,0.0,0.3749,-0.3332,,,0.0417,,,0.0,,,14.906,,13.891,,20.595,0.0067999999999999,0.255782,,,0.0,,,0.0,0.0,0.0017393176,,,0.0017393176,0.0,,,-99999.0,,,19.813,,,19.599,,,12.225,,,,,,,-1.4096,,50
2012-11-02 00:02:00,,,0.0,0.5641,-0.2933,,,0.2707999999999999,,,0.0,,,14.914,,13.895,,20.594,0.0067999999999999,0.240736,,,0.0,,,0.0,0.0,0.0016370047999999,,,0.0016370047999999,0.0,,,-99999.0,,,19.889,,,19.667,,,12.233,,,,,,,-1.4096,,50
2012-11-02 00:03:00,,,0.0,0.4512999999999999,-0.0903,,,0.3609999999999999,,,0.0,,,14.953,,13.895,,20.594,0.0067999999999999,0.22569,,,0.0,,,0.0,0.0,0.001534692,,,0.001534692,0.0,,,-99999.0,,,19.961,,,19.733,,,12.252,,,,,,,-1.4096,,50
2012-11-02 00:04:00,,,0.0,0.3609999999999999,-0.2255999999999999,,,0.1353999999999999,,,0.0,,,15.052,,13.895,,20.594,0.0067999999999999,0.210644,,,0.0,,,0.0,0.0,0.0014323792,,,0.0014323792,0.0,,,-99999.0,,,20.014,,,19.803,,,12.29,,,,,,,-1.4096,,50
2012-11-02 00:05:00,,,0.0,0.4964,0.1579,,,0.6542999999999999,,,0.0,,,15.004,,13.894,,20.594,0.0067999999999999,0.1955979999999999,,,0.0,,,0.0,0.0,0.0013300663999999,,,0.0013300663999999,0.0,,,-99999.0,,,20.06,,,19.834,,,12.339,,,,,,,-1.4096,,50
2012-11-02 00:06:00,,,0.0,0.3836,-0.4964,,,-0.1128,,,0.0,,,15.017,,13.895,,20.594,0.0067999999999999,0.15046,,,0.0,,,0.0,0.0,0.001023128,,,0.001023128,0.0,,,-99999.0,,,20.098,,,19.892,,,12.38,,,,,,,-1.3257,,50
2012-11-02 00:07:00,,,0.0,0.4287,0.1804999999999999,,,0.6091999999999999,,,0.0,,,15.076,,13.894,,20.597,0.0067999999999999,0.15046,,,0.0,,,0.0,0.0,0.001023128,,,0.001023128,0.0,,,-99999.0,,,20.108,,,19.939,,,12.396,,,,,,,-1.2586,,50
2012-11-02 00:08:00,,,0.0,0.4512999999999999,0.0451,,,0.4964,,,0.0,,,14.956,,13.894,,20.605,0.0067999999999999,0.15046,,,0.0,,,0.0,0.0,0.001023128,,,0.001023128,0.0,,,-99999.0,,,20.102,,,19.935,,,12.362,,,,,,,-1.3425,,50
2012-11-02 00:09:00,,,0.0,0.4287,0.0451,,,0.4738,,,0.0,,,14.856,,13.895,,20.607,0.0067999999999999,0.1655059999999999,,,0.0,,,0.0,0.0,0.0011254408,,,0.0011254408,0.0,,,-99999.0,,,20.049,,,19.867,,,12.358,,,,,,,-1.4096,,50
