measured_on,ac_current__588,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__584,ac_power__752,ac_voltage__587,ac_volts__757,ambient_temp__589,ambient_temp__759,das_battery_voltage__595,das_battery_voltage__769,das_temp__594,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__586,dc_pos_current__754,dc_pos_voltage__585,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__583,dc_power__751,inverter_temp_2__770,inverter_temp__593,inveter_temp__763,module_temp_1__590,module_temp_1__760,module_temp_2__591,module_temp_2__761,module_temp_3__592,module_temp_3__762,poa_irradiance__582,poa_irradiance__750,power_factor__596,system_id
2011-11-25 00:00:00,,0.0,0.5188,-0.4961999999999999,,0.0225999999999999,,0.0,,12.008,,13.87,,21.618,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.389,,21.398,,8.7126,,-1.0065,,50
2011-11-25 00:01:00,,0.0,0.4737,-0.203,,0.2707,,0.0,,11.867,,13.867,,21.621,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.412,,21.414,,8.660999999999998,,-1.0065,,50
2011-11-25 00:02:00,,0.0,0.5188,-0.2255999999999999,,0.2932,,0.0,,11.745,,13.87,,21.618,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.422,,21.41,,8.5903,,-1.2246,,50
2011-11-25 00:03:00,,0.0,0.6766999999999999,-0.1353,,0.5413,,0.0,,11.62,,13.87,,21.625,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.386,,21.356,,8.606199999999998,,-1.3588,,50
2011-11-25 00:04:00,,0.0,0.5864,0.406,,0.9924,,0.0,,11.623,,13.869,,21.629,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,38.343,,21.335,,21.283,,8.5842,,-1.4258,,50
2011-11-25 00:05:00,,0.0,0.4737,0.0,,0.4737,,0.0,,11.725,,13.869,,21.629,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.293,,21.243,,8.6561,,-1.3755,,50
2011-11-25 00:06:00,,0.0,0.5188,-0.0451,,0.4737,,0.0,,11.75,,13.869,,21.63,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.296,,21.247,,8.768499999999998,,-1.4091,,50
2011-11-25 00:07:00,,0.0,0.3834,-0.4737,,-0.0902,,0.0,,11.861,,13.868,,21.641,0.0067999999999999,0.0,,0.0,,-0.0064,0.0,0.0,,0.0,0.0,,-99999.0,,21.323,,21.277,,8.888099999999998,,-1.1574,,50
2011-11-25 00:08:00,,0.0,0.5638999999999998,0.3609,,0.9247,,0.0,,11.854,,13.868,,21.639,0.0066,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.334,,21.31,,8.9075,,-1.0736,,50
2011-11-25 00:09:00,,0.0,0.5638999999999998,0.2707,,0.8345,,0.0,,11.813,,13.869,,21.641,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.331,,21.343,,8.905699999999998,,-1.0233,,50
2011-11-25 00:10:00,,0.0,0.4284999999999999,-0.6089999999999999,,-0.1804,,0.0,,11.788,,13.868,,21.649,0.0067999999999999,0.0,,0.0,,-0.0106,0.0,0.0,,0.0,0.0,,-99999.0,,21.313,,21.375,,8.8959,,-1.0065,,50
2011-11-25 00:11:00,,0.0,0.5188,-0.0902,,0.4284999999999999,,0.0,,11.905,,13.869,,21.653,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,-99999.0,,21.301,,21.394,,8.957,,-1.0233,,50
2011-11-25 00:12:00,,0.0,0.3382999999999999,-0.6089999999999999,,-0.2707,,0.0,,11.983,,13.869,,21.653,0.0067999999999999,0.0,,0.0,,-0.0085,0.0,0.0,,0.0,0.0,,-99999.0,,21.28,,21.368,,9.0,,-1.0065,,50
2011-11-25 00:13:00,,0.0,0.4284999999999999,-0.812,,-0.3834,,0.0,,11.935,,13.869,,21.654,0.0067999999999999,0.0,,0.0,,-0.0126999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.234,,21.333,,8.9904,,-1.04,,50
2011-11-25 00:14:00,,0.0,0.3158,-0.7442999999999999,,-0.4284999999999999,,0.0,,11.846,,13.868,,21.66,0.0067999999999999,0.0,,0.0,,-0.0085,0.0,0.0,,0.0,0.0,,-99999.0,,21.194,,21.318,,8.9855,,-1.0233,,50
2011-11-25 00:15:00,,0.0,0.5413,0.3382999999999999,,0.8796,,0.0,,11.71,,13.869,,21.666,0.0067999999999999,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,0.0,,-99999.0,,21.181,,21.325,,8.9772,,-1.04,,50
2011-11-25 00:16:00,,0.0,0.5413,0.6315,,1.1729,,0.0,,11.657,,13.868,,21.665,0.0064999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,,30.071,,21.176,,21.342,,8.9564,,-1.2078,,50
