measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-05-16 00:00:00,5.111,0.0,0.0,-14.336,113.65,9.553,0.005,157.793,0.0,157.554,0.0,0.78897,0.973,18.741,18.747,19.696,0.0,0.0,-6.374,50
2004-05-16 00:15:00,5.456,0.0,0.0,-15.273,121.341,9.998,0.006,168.456,0.0,168.201,0.0,1.01074,1.038,19.665,19.9,20.762,0.0,0.0,-7.915,50
2004-05-16 00:30:00,5.11,0.0,0.0,-14.288,113.576,9.043,0.006,157.715,0.0,157.472,0.0,0.94629,1.004,18.222,18.474,19.213,0.0,0.0,-6.684,50
2004-05-16 00:45:00,4.767,0.0,0.0,-13.328,105.967,8.55,0.005,147.196,0.0,146.974,0.0,0.7359799999999999,0.933,16.94,17.111,17.723,0.0,0.0,-5.382,50
2004-05-16 01:00:00,5.109,0.0,0.0,-14.285,113.565,8.585,0.006,157.74,0.0,157.495,0.0,0.94644,1.006,18.033,18.18,18.762,0.0,0.0,-6.063,50
2004-05-16 01:15:00,5.113,0.0,0.0,-14.278,113.607,8.941,0.006,157.776,0.0,157.533,0.0,0.94666,0.996,17.869,18.075,18.615,0.0,0.0,-6.134,50
2004-05-16 01:30:00,5.118,0.0,0.0,-14.269,113.712,8.631,0.006,157.921,0.0,157.673,0.0,0.94753,1.006,17.601,17.982,18.463,0.0,0.0,-6.864,50
2004-05-16 01:45:00,5.119,0.0,0.0,-14.275,113.741,9.113,0.006,157.957,0.0,157.702,0.0,0.94774,1.004,17.391,17.906,18.32,0.0,0.0,-6.169,50
2004-05-16 02:00:00,5.121,0.0,0.0,-14.278,113.763,9.044,0.006,157.966,0.0,157.724,0.0,0.9478,1.0,17.234,17.818,18.202,0.0,0.0,-7.073,50
2004-05-16 02:15:00,5.466,0.0,0.0,-15.225,121.436,9.075,0.006,168.639,0.0,168.388,0.0,1.01183,1.078,18.165,18.877,19.242,0.0,0.0,-7.702,50
2004-05-16 02:30:00,5.127,0.0,0.0,-14.268,113.88,8.653,0.006,158.148,0.0,157.912,0.0,0.94889,0.997,16.876,17.624,17.899,0.0,0.0,-6.967,50
2004-05-16 02:45:00,4.786,0.0,0.0,-13.324,106.319,7.899,0.005,147.659,0.0,147.433,0.0,0.7382999999999998,0.934,15.655,16.375,16.608,0.0,0.0,-7.027,50
2004-05-16 03:00:00,5.131,0.0,0.0,-14.276,113.946,7.929999999999999,0.005,158.222,0.0,157.988,0.0,0.7911099999999999,0.979,16.695,17.517,17.734,0.0,0.0,-7.021,50
2004-05-16 03:15:00,5.126,0.0,0.0,-14.261,113.874,7.78,0.005,158.122,0.0,157.887,0.0,0.79061,0.983,16.667,17.476,17.66,0.0,0.0,-7.24,50
2004-05-16 03:30:00,5.127,0.0,0.0,-14.287,113.858,7.72,0.006,158.103,0.0,157.868,0.0,0.94862,0.999,16.608,17.37,17.554,0.0,0.0,-7.768,50
2004-05-16 03:45:00,5.127,0.0,0.0,-14.293,113.85,8.768,0.006,158.098,0.0,157.854,0.0,0.94859,1.005,16.778,17.203,17.417,0.0,0.0,-7.369,50
2004-05-16 04:00:00,5.128,0.0,0.0,-14.276,113.835,8.814999999999998,0.006,158.047,0.0,157.801,0.0,0.94828,1.015,16.909,17.046,17.305,0.0,0.0,-6.683,50
2004-05-16 04:15:00,5.123,0.0,0.0,-14.258,113.702,8.55,0.006,157.914,0.0,157.664,0.0,0.94748,1.027,16.949,16.926,17.214,0.0,0.0,-6.494,50
2004-05-16 04:30:00,5.126,0.0,0.0,-14.278,113.752,8.686,0.006,157.969,0.0,157.724,0.0,0.94781,1.039,16.963,16.821,17.094,0.0,0.0,-6.687,50
2004-05-16 04:45:00,5.138,0.0,0.0,-14.215,114.021,9.015,0.006,158.264,0.0,158.02,0.0,0.94958,1.125,16.972,16.674,16.972,0.0,0.0,-5.096,50
2004-05-16 05:00:00,5.255,0.0,0.0,-43.083,114.122,8.666,0.019,177.106,0.001,178.368,0.17837,3.36501,3.764,16.944,16.646,17.037,0.0,0.0,-3.062,50
2004-05-16 05:15:00,5.476,0.0,0.0,-99.207,113.978,8.535999999999998,0.0759999999999999,214.069,0.0439999999999999,213.727,9.40399,16.26924,27.943,16.856,17.458,19.492,0.0,0.0,6.843,50
2004-05-16 05:30:00,5.592,0.0,0.0,28.268,113.997,8.74,0.395,204.357,0.3669999999999999,203.715,74.76340999999998,80.72101999999998,161.214,16.757,19.133,23.031,0.0,0.0,27.446,50
