measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-01-26 00:00:00,4.847,-13.273,106.666,-9.865,0.0089999999999999,148.032,0.0,147.765,0.0,1.33229,1.661,5.586,9.224,9.077,0.0,0.0,-5.096,50
2004-01-26 00:15:00,5.188,-14.251,114.216,-10.394,0.01,158.513,0.0,158.229,0.0,1.58513,1.778,5.864,9.564,9.431,0.0,0.0,-5.345,50
2004-01-26 00:30:00,5.185,-14.247,114.106,-10.516,0.01,158.461,0.0,158.162,0.0,1.58461,1.784,5.717,9.072,9.123,0.0,0.0,-5.111,50
2004-01-26 00:45:00,5.186,-14.268,114.073,-10.463,0.01,158.425,0.0,158.129,0.0,1.58425,1.819,5.503,8.634,8.829,0.0,0.0,-5.138,50
2004-01-26 01:00:00,5.187,-14.261,114.096,-10.559,0.0109999999999999,158.457,0.0,158.155,0.0,1.74303,1.867,5.275,8.279999999999998,8.542,0.0,0.0,-4.95,50
2004-01-26 01:15:00,5.19,-14.259,114.15,-10.695,0.0109999999999999,158.493,0.0,158.188,0.0,1.74342,1.889,5.059,7.974999999999999,8.304,0.0,0.0,-5.307,50
2004-01-26 01:30:00,5.192,-14.243,114.125,-10.892,0.0109999999999999,158.41,0.0,158.111,0.0,1.74251,1.913,4.961,7.929,8.16,0.0,0.0,-5.991,50
2004-01-26 01:45:00,5.541,-15.198,121.754,-11.836,0.012,168.979,0.0,168.65,0.0,2.02775,2.058,5.206,8.454,8.602,0.0,0.0,-7.304,50
2004-01-26 02:00:00,4.85,-13.29,106.55,-10.456,0.01,147.864,0.0,147.578,0.0,1.47864,1.814,4.507,7.344,7.418,0.0,0.0,-6.198,50
2004-01-26 02:15:00,5.194,-14.239,114.103,-11.746,0.0109999999999999,158.346,0.0,158.034,0.0,1.74181,1.967,4.759,7.844,7.855,0.0,0.0,-7.551,50
2004-01-26 02:30:00,5.194,-14.246,114.116,-12.306,0.0109999999999999,158.342,0.0,158.034,0.0,1.74176,1.947,4.564,7.703999999999998,7.676999999999999,0.0,0.0,-7.700999999999999,50
2004-01-26 02:45:00,5.193,-14.251,114.101,-12.56,0.0109999999999999,158.355,0.0,158.048,0.0,1.74191,1.953,4.367,7.655,7.577,0.0,0.0,-7.626,50
2004-01-26 03:00:00,5.195,-14.246,114.116,-12.627,0.0109999999999999,158.362,0.0,158.055,0.0,1.74198,1.978,4.232,7.431,7.397,0.0,0.0,-7.231,50
2004-01-26 03:15:00,5.196,-14.252,114.14,-12.453,0.0109999999999999,158.402,0.0,158.092,0.0,1.74242,1.992,4.233,7.37,7.304,0.0,0.0,-7.722,50
2004-01-26 03:30:00,5.197,-14.254,114.136,-12.322,0.0109999999999999,158.415,0.0,158.099,0.0,1.74257,2.004,4.247,7.327,7.247,0.0,0.0,-7.567,50
2004-01-26 03:45:00,5.542,-15.196,121.721,-13.502,0.012,168.942,0.0,168.608,0.0,2.0273,2.146,4.415,7.839,7.706,0.0,0.0,-8.051,50
2004-01-26 04:00:00,5.194,-14.254,114.099,-12.683,0.0109999999999999,158.357,0.0,158.043,0.0,1.74193,2.0,3.999,7.389999999999999,7.215,0.0,0.0,-7.695,50
2004-01-26 04:15:00,4.841,-13.292,106.358,-11.132,0.0109999999999999,147.586,0.0,147.287,0.0,1.62345,1.863,3.688,7.058,6.903,0.0,0.0,-7.517,50
2004-01-26 04:30:00,5.181,-14.213,113.833,-10.559,0.0109999999999999,157.984,0.0,157.666,0.0,1.73782,1.981,4.815,8.995,9.009,0.0,0.0,-7.213,50
2004-01-26 04:45:00,5.17,-14.176,113.662,-9.472,0.0109999999999999,157.799,0.0,157.484,0.0,1.73579,1.969,6.208,9.287,9.253,0.0,0.0,-7.019,50
2004-01-26 05:00:00,5.178,-14.2,113.84,-9.308,0.0109999999999999,157.958,0.0,157.647,0.0,1.73754,1.969,7.126,9.378,9.393,0.0,0.0,-6.864,50
2004-01-26 05:15:00,5.174,-14.172,113.751,-9.381,0.012,157.865,0.0,157.548,0.0,1.89438,2.004,7.595,9.156,9.3,0.0,0.0,-7.57,50
2004-01-26 05:30:00,5.509,-15.106,120.971,-10.285,0.012,167.601,0.0,167.27,0.0,2.01121,2.136,8.41,9.644,9.873,0.0,0.0,-8.541,50
2004-01-26 05:45:00,5.176,-14.168,113.61,-9.448,0.012,157.311,0.0,156.993,0.0,1.88773,2.022,7.905999999999999,9.048,9.324,0.0,0.0,-7.785,50
2004-01-26 06:00:00,5.166,-14.094,113.35,-8.798,0.012,156.839,0.0,156.513,0.0,1.88207,2.027,7.966,9.137,9.488,0.0,0.0,-6.436,50
2004-01-26 06:15:00,4.833,-13.183,106.073,-7.923,0.0109999999999999,146.704,0.0,146.408,0.0,1.61374,1.909,7.492,8.534,8.83,0.0,0.0,-5.971,50
2004-01-26 06:30:00,5.162,-14.149,113.405,-8.311,0.012,157.349,0.0,157.019,0.0,1.88819,2.095,8.077,9.063,9.472,0.0,0.0,-7.119,50
2004-01-26 06:45:00,5.158,-14.135,113.296,-8.372,0.012,157.01,0.0,156.682,0.0,1.88412,2.119,8.141,8.888,9.372000000000002,0.0,0.0,-7.532,50
2004-01-26 07:00:00,5.173,-14.046,113.455,-8.423,0.012,156.688,0.0,156.367,0.0,1.88026,2.15,8.088,8.734,9.316,0.0,0.0,-7.44,50
2004-01-26 07:15:00,5.207,-19.657,113.523,-8.852,0.0179999999999999,163.157,0.0,163.737,0.0,2.93683,3.285,8.15,8.755,9.362,0.0,0.0,-4.362,50
2004-01-26 07:30:00,6.023,-32.181,121.348,-9.988,0.2889999999999999,229.419,0.23,229.185,52.71255,66.30209,114.323,8.625,10.203,12.199,0.0,0.0,104.371,50
2004-01-26 07:45:00,6.142,205.216,113.93,-8.162,0.8369999999999999,209.728,0.762,208.735,159.05607,175.54234,359.943,8.151,11.607,15.456,0.0,0.0,274.878,50
2004-01-26 08:00:00,6.759,411.979,106.381,-7.356,1.276,196.822,1.228,195.79,240.43012,251.14487,558.939,7.578,12.688,18.025,0.0,0.0,363.693,50
2004-01-26 08:15:00,9.543,803.813,114.065,-7.567,2.172,218.147,2.101,216.937,455.78464,473.81528,984.498,8.057,15.275,22.274,0.0,0.0,487.809,50
