measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2021-03-16 00:00:00,0.0,-2.4368,0.0,4.1778,-1e-05,13.875,0.00508,-0.0021199999999999,0.0,-0.00636,0.0,0.56406,-1e-05,-3.0008,20.643,20.729,0.97531,540.47,50
2021-03-16 00:01:00,0.0,-2.4819,0.0,4.0917,-2e-05,13.875,0.00508,-0.0042399999999999,-0.0001399999999999,0.0,0.0,0.56406,-3e-05,-3.0459,20.601,20.679,0.99545,806.89,50
2021-03-16 00:02:00,0.0,-2.6173,0.0,3.7848,-1e-05,13.875,0.00536,-0.0021199999999999,0.0,-0.01059,0.0,0.65431,-1e-05,-3.2716,20.567,20.641,0.89873,793.0399999999998,50
2021-03-16 00:03:00,0.0,-2.4368,0.0,3.5257,0.0,13.875,0.00508,0.0,0.0001399999999999,-0.0021199999999999,0.0,0.60918,0.0,-3.0459,20.555,20.635,0.8686399999999999,811.6799999999998,50
2021-03-16 00:04:00,0.0,-2.5721,0.0,3.435,-2e-05,13.876,0.00508,-0.0042399999999999,-0.0001399999999999,0.0021199999999999,0.0,0.47381,-2e-05,-3.0459,20.556,20.649,0.81278,887.32,50
2021-03-16 00:05:00,0.0,-2.5947,0.0,3.3368,0.0,13.876,0.00508,0.0,-0.0002799999999999,-0.0021199999999999,0.0,0.56406,0.0,-3.1588,20.578,20.664,0.7844499999999999,864.89,50
2021-03-16 00:06:00,0.0,-2.5044,0.0,3.3521,1e-05,13.876,0.00536,0.0021199999999999,0.0,-0.00636,0.0,0.60918,1e-05,-3.1136,20.592,20.663,0.76319,404.14,50
2021-03-16 00:07:00,0.0,-2.4819,0.0,3.4448,-1e-05,13.876,0.00508,-0.0021199999999999,-0.0001399999999999,0.0,0.0,0.5414999999999999,-1e-05,-3.0234,20.586,20.653,0.7432999999999998,396.88,50
2021-03-16 00:08:00,0.0,-2.5044,0.0,3.5044,-1e-05,13.876,0.0054999999999999,-0.0021199999999999,-0.0001399999999999,-0.0021199999999999,0.0,0.6768699999999999,-1e-05,-3.1813,20.566,20.622,0.75424,324.1,50
2021-03-16 00:09:00,0.0,-2.4368,0.0,3.4707,4e-05,13.877,0.0052199999999999,0.0084799999999999,0.0002799999999999,-0.0021199999999999,0.0,0.4512499999999999,4e-05,-2.888,20.566,20.572,0.7284399999999999,239.18,50
