measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2005-10-24 00:00:00,0.002,0.005,0.0,2.267,0.0109999999999999,0.006,0.0,0.007,0.0,7e-05,0.0,16.062,16.086,14.249,0.0,0.0,-7.913999999999999,50
2005-10-24 00:15:00,0.002,0.004,0.0,1.362,0.0109999999999999,0.006,0.0,0.006,0.0,7e-05,0.0,16.148,16.148,14.109,0.0,0.0,-8.916,50
2005-10-24 00:30:00,0.002,0.005,0.0,0.571,0.0109999999999999,0.006,0.0,0.006,0.0,7e-05,0.0,16.008,16.07,13.982,0.0,0.0,-7.88,50
2005-10-24 00:45:00,0.002,0.005,0.0,0.763,0.0109999999999999,0.006,0.001,0.008,1e-05,7e-05,0.0,16.565,16.537,13.891,0.0,0.0,-7.947,50
2005-10-24 01:00:00,0.002,0.005,0.0,1.608,0.0109999999999999,0.006,0.0,0.006,0.0,7e-05,0.0,16.617,16.56,13.829,0.0,0.0,-7.413,50
2005-10-24 01:15:00,0.002,0.004,0.0,1.956,0.0109999999999999,0.006,0.0,0.006,0.0,7e-05,0.0,16.27,16.381,13.767,0.0,0.0,-8.314999999999998,50
2005-10-24 01:30:00,0.002,0.005,0.0,1.393,0.0109999999999999,0.006,0.001,0.006,1e-05,7e-05,0.0,16.638,16.63,13.642,0.0,0.0,-7.913999999999999,50
2005-10-24 01:45:00,0.002,0.005,0.0,1.084,0.0109999999999999,0.006,0.0,0.006,0.0,7e-05,0.0,16.781,16.724,13.554,0.0,0.0,-8.481999999999998,50
2005-10-24 02:00:00,0.002,0.004,0.0,0.944,0.01,0.007,0.0,0.007,0.0,7e-05,0.0,16.649,16.661,13.383,0.0,0.0,-9.984,50
2005-10-24 02:15:00,0.002,0.004,0.0,1.1,0.0109999999999999,0.006,0.0,0.008,0.0,7e-05,0.0,16.747,16.755,13.354,0.0,0.0,-7.814,50
2005-10-24 02:30:00,0.002,0.004,0.0,0.459,0.0109999999999999,0.006,0.0,0.006,0.0,7e-05,0.0,16.799,16.77,13.268,0.0,0.0,-8.548,50
2005-10-24 02:45:00,0.002,0.004,0.0,0.7239999999999999,0.0109999999999999,0.007,0.0,0.007,0.0,8e-05,0.0,16.682,16.744,13.141,0.0,0.0,-7.913999999999999,50
2005-10-24 03:00:00,0.002,0.004,0.0,0.82,0.0109999999999999,0.006,0.0,0.008,0.0,7e-05,0.0,16.903,16.835,13.108,0.0,0.0,-7.613,50
2005-10-24 03:15:00,0.002,0.004,0.0,0.8479999999999999,0.0109999999999999,0.006,0.0,0.007,0.0,7e-05,0.0,16.807,16.812,13.113,0.0,0.0,-8.448,50
2005-10-24 03:30:00,0.002,0.005,0.0,1.032,0.0109999999999999,0.006,0.0,0.01,0.0,7e-05,0.0,16.96,16.939,13.136,0.0,0.0,-7.112,50
2005-10-24 03:45:00,0.002,0.005,0.0,0.5939999999999999,0.0109999999999999,0.007,0.0,0.008,0.0,8e-05,0.0,16.843,16.822,13.113,0.0,0.0,-7.814,50
2005-10-24 04:00:00,0.002,0.004,0.0,1.141,0.0109999999999999,0.006,0.0,0.0089999999999999,0.0,7e-05,0.0,16.859,16.905,13.113,0.0,0.0,-7.546999999999999,50
2005-10-24 04:15:00,0.002,0.004,0.0,0.8299999999999998,0.01,0.006,0.001,0.006,1e-05,6e-05,0.0,17.014,16.986,13.266,0.0,0.0,-8.147999999999998,50
2005-10-24 04:30:00,0.002,0.004,0.0,1.284,0.01,0.006,0.0,0.006,0.0,6e-05,0.0,16.952,16.996,13.3,0.0,0.0,-9.016,50
2005-10-24 04:45:00,0.002,0.004,0.0,0.5809999999999998,0.0109999999999999,0.007,0.0,0.007,0.0,8e-05,0.0,17.136,17.097,13.424,0.0,0.0,-8.415,50
2005-10-24 05:00:00,0.002,0.004,0.0,0.8399999999999999,0.0109999999999999,0.006,0.0,0.007,0.0,7e-05,0.0,16.952,16.994,13.331,0.0,0.0,-7.747,50
2005-10-24 05:15:00,0.002,0.004,0.0,0.7029999999999998,0.0109999999999999,0.007,0.001,0.007,1e-05,8e-05,0.0,17.087,17.097,13.302,0.0,0.0,-8.013999999999998,50
2005-10-24 05:30:00,0.002,0.004,0.0,0.9,0.0109999999999999,0.37,0.0,0.007,0.0,0.0040699999999999,0.004,16.931,16.968,13.237,0.0,0.0,-8.515,50
2005-10-24 05:45:00,0.002,0.004,0.0,1.04,0.0109999999999999,6.688,0.0,5.89,0.0,0.0735699999999999,0.0739999999999999,17.113,17.035,13.237,0.0,0.0,-9.049,50
2005-10-24 06:00:00,0.002,0.004,0.0,0.994,0.0129999999999999,88.447,0.0,87.482,0.0,1.14981,1.164,17.113,17.097,13.31,0.0,0.0,-8.814999999999998,50
2005-10-24 06:15:00,0.002,0.005,0.0,1.559,0.066,128.808,0.027,131.39,3.54753,8.501329999999998,11.909,17.175,17.222,13.424,0.0,0.0,-3.873,50
2005-10-24 06:30:00,0.002,0.004,0.0,0.905,1.532,229.261,1.456,245.281,357.12914,351.22785,707.894,17.603,17.624,13.486,0.0,0.0,121.914,50
2005-10-24 06:45:00,0.002,0.005,0.0,2.057,3.188,245.915,3.158,252.569,797.6128999999999,783.97702,1581.368,19.696,19.896,13.362,0.0,0.0,243.794,50
2005-10-24 07:00:00,0.002,0.004,0.0,3.559,4.883,242.951,4.84,250.005,1210.0242,1186.32973,2396.118,26.096,25.315,13.455,0.0,0.0,360.298,50
2005-10-24 07:15:00,0.002,0.004,0.0,6.158,6.332,237.655,6.335,242.609,1536.92802,1504.83146,3041.737,29.543,28.75,13.803,0.0,0.0,459.605,50
2005-10-24 07:30:00,0.002,0.004,0.0,6.861,7.601,234.458,7.618,238.846,1819.52883,1782.11526,3601.456,31.235,31.167,14.291,0.0,0.0,565.524,50
2005-10-24 07:45:00,0.002,0.005,0.0,8.497999999999998,8.858,227.68,8.877,231.186,2052.23812,2016.78944,4068.742,33.079,33.458,14.908,0.0,0.0,667.937,50
2005-10-24 08:00:00,0.002,0.004,0.0,9.458,9.823,224.603,9.831,227.792,2239.42315,2206.27527,4445.66,33.136,31.961,15.606,0.0,0.0,732.249,50
2005-10-24 08:15:00,0.002,0.004,0.0,10.615,10.833,216.842,10.785,220.642,2379.62397,2349.04939,4728.488,35.489,32.514,16.309,0.0,0.0,794.625,50
2005-10-24 08:30:00,0.002,0.004,0.0,11.606,11.717,212.766,11.66,216.627,2525.87082,2492.97922,5018.721,36.879,33.681,17.019,0.0,0.0,856.467,50
2005-10-24 08:45:00,0.002,0.004,0.0,12.578,12.525,206.848,12.399,211.816,2626.30658,2590.7712,5216.879,37.476,34.117,17.665,0.0,0.0,909.36,50
