measured_on,ac_current__379,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__752,ac_voltage__378,ac_voltage__410,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__769,das_temp__385,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__750,power_factor__387,system_id
2012-09-01 00:00:00,,,0.0,0.3153,-0.2702999999999999,,,0.0449999999999999,,,0.0,,,23.605,,13.717,,26.943,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.676,,,24.504,,,19.984,,,,,,,-1.6079,,50
2012-09-01 00:01:00,,,0.0,0.3533999999999999,-0.1247,,,0.2286999999999999,,,0.0,,,23.562,,13.714,,26.926,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.682,,,24.505,,,19.969,,,,,,,-1.6079,,50
2012-09-01 00:02:00,,,0.0,0.3377999999999999,-0.1126,,,0.2252,,,0.0,,,23.517,,13.72,,26.912,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.669,,,24.493,,,19.865,,,,,,,-1.6917,,50
2012-09-01 00:03:00,,,0.0,0.3153,-0.4954,,,-0.1802,,,0.0,,,23.514,,13.72,,26.9,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.647,,,24.481,,,19.91,,,,,,,-1.9261,,50
2012-09-01 00:04:00,,,0.0,0.2252,-0.5404999999999999,,,-0.3153,,,0.0,,,23.522,,13.72,,26.888,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.649,,,24.48,,,19.869,,,,,,,-1.8591,,50
2012-09-01 00:05:00,,,0.0,0.3829,0.2026999999999999,,,0.5855,,,0.0,,,23.393,,13.721,,26.876,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.635,,,24.464,,,19.73,,,,,,,-1.9429,,50
2012-09-01 00:06:00,,,0.0,0.3603,-0.4955,,,-0.1351,,,0.0,,,23.256,,13.721,,26.863,0.0,0.556702,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.612,,,24.442,,,19.613,,,,,,,-2.0602,,50
2012-09-01 00:07:00,,,0.0,0.4504,0.2477,,,0.6981,,,0.0,,,23.123,,13.72,,26.849,0.0,0.52661,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,44.195,,,24.563,,,24.398,,,19.41,,,,,,,-2.3114,,50
2012-09-01 00:08:00,,,0.0,0.5404999999999999,0.6755999999999999,,,1.2161,,,0.0,,,22.978,,13.722,,26.836,0.0,0.52661,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,43.278,,,24.526,,,24.352,,,19.266,,,,,,,-2.5794,,50
2012-09-01 00:09:00,,,0.0,0.3829,-0.3603,,,0.0224999999999999,,,0.0,,,22.827,,13.721,,26.823,0.0,0.52661,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,24.473,,,24.305,,,19.141,,,,,,,-2.7636,,50
