measured_on,ac_current__251,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__247,ac_power__752,ac_voltage__250,ac_volts__757,ambient_temp__252,ambient_temp__759,battery_pack_voltage__1363,control_module_voltage__1371,das_battery_voltage__1369,das_battery_voltage__769,das_temp__1368,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__249,dc_pos_current__754,dc_pos_voltage__248,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__246,dc_power__751,dcdc_1_voltage__1364,dcdc_2_voltage__1365,dcdc_exhaust_temp__1367,interior_temp__1366,inverter_temp_2__770,inverter_temp__256,inveter_temp__763,module_temp_1__253,module_temp_1__760,module_temp_2__254,module_temp_2__761,module_temp_3__255,module_temp_3__762,module_temp_4__257,module_temp_5__258,module_temp_6__259,module_temp_7__260,poa_irradiance__245,poa_irradiance__750,program_codeset__1373,resistor_box_3_temp__1370,vcm_above_threshold__1372,system_id
2011-08-17 00:00:00,,0.0,0.3829,0.1126,,0.4955,,0.0,,18.369,,,,13.752,,25.724,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.162,,24.068,,15.133,,,,,,-727.2899999999998,,,,50
2011-08-17 00:01:00,,0.0,0.3743,-0.4782,,-0.104,,0.0,,18.305,,,,13.748,,25.716,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.154,,24.058,,15.054,,,,,,-971.93,,,,50
2011-08-17 00:02:00,,0.0,0.3604,-0.3829,,-0.0224999999999999,,0.0,,18.26,,,,13.752,,25.71,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.146,,24.053,,14.948,,,,,,-484.13,,,,50
2011-08-17 00:03:00,,0.0,0.3829,-0.0675999999999999,,0.3154,,0.0,,18.207,,,,13.753,,25.699,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.139,,24.048,,14.847,,,,,,-395.06,,,,50
2011-08-17 00:04:00,,0.0,0.3829,-0.0901,,0.2928999999999999,,0.0,,18.194,,,,13.753,,25.695,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.136,,24.049,,14.761,,,,,,-881.97,,,,50
2011-08-17 00:05:00,,0.0,0.3604,-0.2253,,0.1351999999999999,,0.0,,18.15,,,,13.752,,25.685,0.0,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.133,,24.043,,14.668,,,,,,-712.11,,,,50
2011-08-17 00:06:00,,0.0,0.3829,-0.0451,,0.3378999999999999,,0.0,,18.108,,,,13.753,,25.679,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.139,,24.05,,14.55,,,,,,-715.19,,,,50
2011-08-17 00:07:00,,0.0,0.2477999999999999,-0.7659,,-0.5181,,0.0,,18.041,,,,13.753,,25.668,0.0,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.143,,24.049,,14.496,,,,,,-719.96,,,,50
2011-08-17 00:08:00,,0.0,0.2928,-0.3604,,-0.0675999999999999,,0.0,,17.996,,,,13.753,,25.665,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.152,,24.059,,14.458,,,,,,-694.91,,,,50
2011-08-17 00:09:00,,0.0,0.3154,-0.2026999999999999,,0.1126,,0.0,,17.948,,,,13.753,,25.652,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.15,,24.054,,14.414,,,,,,-666.09,,,,50
2011-08-17 00:10:00,,0.0,0.4055,-0.1577,,0.2477999999999999,,0.0,,17.901,,,,13.753,,25.648,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.15,,24.059,,14.357,,,,,,-710.22,,,,50
2011-08-17 00:11:00,,0.0,0.2928999999999999,-0.3604,,-0.0675999999999999,,0.0,,17.861,,,,13.754,,25.638,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,-99999.0,,24.154,,24.057,,14.29,,,,,,-784.02,,,,50
2011-08-17 00:12:00,,0.0,0.3604,0.4505,,0.811,,0.0,,17.824,,,,13.754,,25.627,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,49.743,,24.149,,24.053,,14.232,,,,,,-710.67,,,,50
