measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2004-06-13 00:00:00,5.118,0.0,0.0,-14.488,114.238,10.532,0.002,158.902,0.0,158.695,0.0,0.3178,0.442,19.277,20.685,21.66,0.0,0.0,-6.91,50
2004-06-13 00:15:00,5.115,0.0,0.0,-14.452,114.116,9.598,0.002,158.739,0.0,158.542,0.0,0.3174799999999999,0.4719999999999999,19.039,20.414,21.274,0.0,0.0,-6.15,50
2004-06-13 00:30:00,5.112,0.0,0.0,-14.453,113.987,10.64,0.003,158.63,0.0,158.424,0.0,0.4758899999999999,0.504,18.899,20.216,20.956,0.0,0.0,-6.328,50
2004-06-13 00:45:00,5.116,0.0,0.0,-14.431,114.047,11.732,0.003,158.708,0.0,158.497,0.0,0.4761199999999999,0.501,18.987,20.089,20.739,0.0,0.0,-6.559,50
2004-06-13 01:00:00,5.122,0.0,0.0,-14.416,114.113,11.006,0.003,158.778,0.0,158.566,0.0,0.4763299999999999,0.506,19.095,19.914,20.538,0.0,0.0,-6.939,50
2004-06-13 01:15:00,5.468,0.0,0.0,-15.377,121.834,12.02,0.003,169.481,0.0,169.256,0.0,0.50844,0.549,20.358,21.038,21.647,0.0,0.0,-6.834,50
2004-06-13 01:30:00,5.131,0.0,0.0,-14.412,114.309,11.543,0.003,159.011,0.0,158.794,0.0,0.47703,0.535,19.147,19.543,20.102,0.0,0.0,-6.174,50
2004-06-13 01:45:00,5.132,0.0,0.0,-14.423,114.325,11.161,0.003,159.033,0.0,158.814,0.0,0.4771,0.5809999999999998,19.128,19.384,19.898,0.0,0.0,-6.353,50
2004-06-13 02:00:00,4.79,0.0,0.0,-13.45,106.701,10.5,0.003,148.414,0.0,148.212,0.0,0.44524,0.5769999999999998,17.804,18.005,18.444,0.0,0.0,-6.991,50
2004-06-13 02:15:00,5.138,0.0,0.0,-14.404,114.424,11.01,0.003,159.151,0.0,158.938,0.0,0.4774499999999999,0.626,18.991,19.22,19.649,0.0,0.0,-6.891,50
2004-06-13 02:30:00,5.144,0.0,0.0,-14.372,114.542,11.464,0.003,159.323,0.0,159.11,0.0,0.47797,0.632,18.984,19.162,19.554,0.0,0.0,-6.753,50
2004-06-13 02:45:00,5.141,0.0,0.0,-14.38,114.473,11.837,0.003,159.242,0.0,159.022,0.0,0.4777299999999999,0.634,18.98,19.078,19.427,0.0,0.0,-6.104,50
2004-06-13 03:00:00,5.144,0.0,0.0,-14.372,114.517,12.244,0.003,159.258,0.0,159.037,0.0,0.4777699999999999,0.637,18.99,18.914,19.276,0.0,0.0,-5.579,50
2004-06-13 03:15:00,5.487,0.0,0.0,-15.321,122.102,13.667,0.004,169.822,0.0,169.582,0.0,0.67929,0.689,20.235,20.009,20.407,0.0,0.0,-5.932,50
2004-06-13 03:30:00,5.143,0.0,0.0,-14.373,114.438,12.521,0.004,159.15,0.0,158.92,0.0,0.6366,0.689,18.982,18.68,19.081,0.0,0.0,-6.716,50
2004-06-13 03:45:00,4.803,0.0,0.0,-13.406,106.863,10.717,0.004,148.637,0.0,148.431,0.0,0.59455,0.693,17.661,17.511,17.803,0.0,0.0,-6.731,50
2004-06-13 04:00:00,5.141,0.0,0.0,-14.333,114.377,11.778,0.004,159.06,0.0,158.838,0.0,0.63624,0.7229999999999999,18.94,18.752,19.018,0.0,0.0,-6.246,50
2004-06-13 04:15:00,5.137,0.0,0.0,-14.334,114.288,12.019,0.004,158.982,0.0,158.75,0.0,0.63593,0.7129999999999999,18.918,18.672,18.929,0.0,0.0,-6.392,50
2004-06-13 04:30:00,5.143,0.0,0.0,-13.821,114.41,11.956,0.005,159.288,0.0,159.288,0.0,0.79644,0.977,18.918,18.573,18.831,0.0,0.0,-5.478,50
2004-06-13 04:45:00,5.334,0.0,0.0,-68.055,114.451,11.981,0.021,188.117,0.001,189.515,0.1895199999999999,3.95046,4.596,18.852,18.637,19.201,0.0,0.0,-2.256,50
2004-06-13 05:00:00,5.473,0.0,0.0,-105.39,114.497,11.302,0.0459999999999999,209.326,0.017,209.109,3.55485,9.629,14.245,18.827,19.845,22.172,0.0,0.0,2.536,50
2004-06-13 05:15:00,5.54,0.0,0.0,-32.022,114.686,11.215,0.252,211.517,0.229,210.97,48.31213,53.30228,104.513,18.744,21.932,25.629,0.0,0.0,18.519,50
2004-06-13 05:30:00,6.174,0.0,0.0,136.572,122.376,13.196,0.667,205.345,0.637,204.346,130.1684,136.96512,267.103,20.017,25.294,30.286,0.0,0.0,45.755,50
2004-06-13 05:45:00,5.723,0.0,0.0,217.781,107.013,11.875,0.816,190.713,0.8,189.909,151.9272,155.62181,351.446,17.613,24.067,28.69,0.0,0.0,68.547,50
2004-06-13 06:00:00,7.816,0.0,0.0,558.37,114.697,13.202,1.614,208.988,1.611,208.157,335.34093,337.30663,716.452,19.027,27.503,33.124,0.0,0.0,150.05,50
2004-06-13 06:15:00,9.401,0.0,0.0,799.533,114.383,14.794,2.152,213.39,2.164,212.477,459.80023,459.21528,975.603,19.244,29.562,35.538,0.0,0.0,197.675,50
2004-06-13 06:30:00,11.914,0.0,0.0,1145.111,114.233,14.982,2.913,219.241,2.942,218.184,641.89733,638.64903,1350.02,19.553,31.028,37.966,0.0,0.0,245.338,50
2004-06-13 06:45:00,11.626,0.0,0.0,1104.622,114.042,15.137,2.829,214.629,2.848,213.592,608.31002,607.18544,1297.288,19.81,31.873,39.939,0.0,0.0,216.805,50
2004-06-13 07:00:00,14.391,0.0,0.0,1473.716,114.081,15.623,3.819,206.7,3.821,205.447,785.0129899999998,789.3873,1675.744,20.092,33.075,41.137,0.0,0.0,272.252,50
2004-06-13 07:15:00,11.007,0.0,0.0,1027.721,114.234,15.531,2.619,216.896,2.654,215.847,572.85794,568.05062,1225.029,20.398,33.848,42.245,0.0,0.0,196.329,50
2004-06-13 07:30:00,15.541,0.0,0.0,1625.275,114.209,16.012,4.042,214.165,4.051,212.85,862.25535,865.65493,1854.78,20.675,34.651,43.584,0.0,0.0,293.111,50
2004-06-13 07:45:00,24.144,0.0,0.0,2717.09,114.448,18.256,6.536,221.732,6.614,219.918,1454.53765,1449.24035,3097.484,21.003,35.349,45.707,0.0,0.0,527.614,50
2004-06-13 08:00:00,20.791,0.0,0.0,2299.907,114.828,18.214,5.744,210.953,5.779,209.384,1210.03014,1211.71403,2574.324,21.365,36.29,47.82,0.0,0.0,422.899,50
2004-06-13 08:15:00,25.129,0.0,0.0,2852.791,115.114,19.232,7.109,211.826,7.158,209.969,1502.9581,1505.87103,3212.803,21.709,37.297,48.837,0.0,0.0,529.377,50
2004-06-13 08:30:00,29.291,0.0,0.0,3381.579,115.031,20.598,8.573,209.328,8.641,207.251,1790.85589,1794.56894,3821.503,22.094,38.352,49.945,0.0,0.0,654.67,50
2004-06-13 08:45:00,31.407,0.0,0.0,3650.816,115.033,21.796,9.393,205.854,9.506,203.62,1935.61172,1933.58662,4126.848,22.477,39.392,50.948,0.0,0.0,716.157,50
2004-06-13 09:00:00,33.463,0.0,0.0,3911.079,114.922,21.29,10.037,206.395,10.157,204.022,2072.25145,2071.58662,4419.885,22.902,40.505,52.238,0.0,0.0,751.99,50
2004-06-13 09:15:00,36.061,0.0,0.0,4249.691,122.622,23.754,10.929,220.063,11.095,217.534,2413.53973,2405.06853,4818.603,24.888,44.295,56.986,0.0,0.0,830.061,50
2004-06-13 09:30:00,33.878,0.0,0.0,4060.092,115.982,23.176,10.473,206.128,10.641,203.78,2168.42298,2158.77854,4615.414,23.753,42.506,54.517,0.0,0.0,806.614,50
2004-06-13 09:45:00,31.76,0.0,0.0,3833.558,108.199,21.92,9.937,191.974,10.096,190.076,1919.0073,1907.64564,4373.257,22.525,40.467,51.541,0.0,0.0,779.634,50
