measured_on,ac_current__569,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__565,ac_power__752,ac_voltage__568,ac_volts__757,ambient_temp__570,ambient_temp__759,das_battery_voltage__575,das_battery_voltage__769,das_temp__574,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__567,dc_pos_current__754,dc_pos_voltage__566,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__564,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__571,module_temp_1__760,module_temp_2__572,module_temp_2__761,module_temp_3__573,module_temp_3__762,poa_irradiance__563,poa_irradiance__750,system_id
2012-04-09 00:00:00,,0.0,0.4511999999999999,-0.1128,,0.3383999999999999,,0.0,,10.896,,13.871,,21.444,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.758,,20.715,,6.1176,,-2.6843,50
2012-04-09 00:01:00,,0.0,0.4996999999999999,0.2914999999999999,,0.7913,,0.0,,10.912,,13.868,,21.434,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.687,,20.679,,6.029,,-2.7101,50
2012-04-09 00:02:00,,0.0,0.5188,0.2255999999999999,,0.7444,,0.0,,10.98,,13.871,,21.431,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,39.872,,20.694,,20.654,,6.0426,,-2.6171,50
2012-04-09 00:03:00,,0.0,0.4511,0.6316,,1.0828,,0.0,,11.062,,13.871,,21.42,0.0066,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,0.0,29.165,,20.699,,20.651,,6.0161,,-2.5835,50
2012-04-09 00:04:00,,0.0,0.3383999999999999,-0.1579,,0.1804999999999999,,0.0,,11.038,,13.87,,21.418,0.0067999999999999,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.711,,20.661,,5.9143,,-2.6171,50
2012-04-09 00:05:00,,0.0,0.3158,-0.406,,-0.0902,,0.0,,10.89,,13.871,,21.41,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.732,,20.653,,5.8065,,-2.701,50
2012-04-09 00:06:00,,0.0,0.406,-0.1353999999999999,,0.2707,,0.0,,10.612,,13.87,,21.406,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.751,,20.641,,5.6228,,-3.07,50
2012-04-09 00:07:00,,0.0,0.4061,0.1128,,0.5188,,0.0,,10.109,,13.872,,21.394,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.746,,20.585,,5.3977,,-3.4224,50
2012-04-09 00:08:00,,0.0,0.3835,-0.6766999999999999,,-0.2933,,0.0,,9.6681,,13.871,,21.389,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.755,,20.56,,5.2098,,-3.825,50
2012-04-09 00:09:00,,0.0,0.4963,0.0,,0.4963,,0.0,,9.3068,,13.871,,21.38,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.761,,20.552,,5.0121,,-4.0934,50
2012-04-09 00:10:00,,0.0,0.3609,-0.6766999999999999,,-0.3158,,0.0,,9.0678,,13.871,,21.369,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.76,,20.545,,4.9308,,-4.2277,50
2012-04-09 00:11:00,,0.0,0.4511999999999999,-0.2933,,0.1579,,0.0,,8.9744,,13.872,,21.361,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.755,,20.513,,4.8808,,-4.2277,50
2012-04-09 00:12:00,,0.0,0.5188,-0.2480999999999999,,0.2707,,0.0,,8.9094,,13.872,,21.35,0.0066,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.708,,20.5,,4.7848,,-4.2277,50
2012-04-09 00:13:00,,0.0,0.3383999999999999,-0.4511999999999999,,-0.1128,,0.0,,8.8617,,13.872,,21.341,0.0067999999999999,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.652,,20.494,,4.743,,-4.2277,50
2012-04-09 00:14:00,,0.0,0.4737,0.0902,,0.564,,0.0,,8.8179,,13.873,,21.329,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.639,,20.423,,4.7359,,-4.2276,50
2012-04-09 00:15:00,,0.0,0.3835,-0.7218999999999999,,-0.3383999999999999,,0.0,,8.7506,,13.873,,21.318,0.0067999999999999,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.664,,20.407,,4.702,,-4.2277,50
2012-04-09 00:16:00,,0.0,0.5413999999999999,0.2255999999999999,,0.767,,0.0,,8.6933,,13.873,,21.308,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.697,,20.404,,4.6633,,-4.2278,50
2012-04-09 00:17:00,,0.0,0.564,-0.1128,,0.4511999999999999,,0.0,,8.645099999999998,,13.873,,21.296,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,20.724,,20.4,,4.6594,,-4.211,50
2012-04-09 00:18:00,,0.0,0.5413999999999999,0.564,,1.1054,,0.0,,8.5959,,13.873,,21.282,0.0066,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,29.594,,20.738,,20.395,,4.7254,,-3.9426,50
2012-04-09 00:19:00,,0.0,0.3609,0.1804999999999999,,0.5413999999999999,,0.0,,8.395699999999998,,13.873,,21.271,0.0067999999999999,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,45.61,,20.754,,20.372,,4.7874,,-3.7581,50
2012-04-09 00:20:00,,0.0,0.3383999999999999,0.0225999999999999,,0.3609,,0.0,,8.271,,13.874,,21.259,0.0067999999999999,0.0,,0.0,,0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,20.744,,20.34,,4.8296,,-3.4729,50
2012-04-09 00:21:00,,0.0,0.3158,-0.7895999999999999,,-0.4737,,0.0,,8.471,,13.873,,21.247,0.0067999999999999,0.0,,0.0,,-0.0064,0.0,0.0,,0.0,0.0,-99999.0,,20.671,,20.294,,4.9539,,-3.2883,50
2012-04-09 00:22:00,,0.0,0.5413999999999999,0.5189,,1.0603,,0.0,,8.8627,,13.876,,21.234,0.0067999999999999,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,34.853,,20.538,,20.28,,5.0975,,-3.0199,50
