measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2015-07-22 06:23:00,0.0,3.786,-0.15775,3.6283,0.0,23.08,13.754,24.564,0.00338,276.31,0.0,276.86,0.0,0.93407,0.93407,0.0,-99999.0,22.996,23.015,25.207,-99999.0,50
2015-07-22 06:24:00,0.0,3.8087,-0.15775,3.6509,0.0,23.128,13.753,24.577,0.00338,276.5,0.0,277.05,0.0,0.93466,0.93466,0.0,-99999.0,23.01,23.029,25.376,-756.15,50
2015-07-22 06:25:00,0.0,3.8086,-0.22536,3.5833,0.0,23.159,13.753,24.582,0.00338,276.69,0.0,277.22,0.0,0.93531,0.93531,0.0,-99999.0,23.029,23.039,25.535,-895.1599999999999,50
2015-07-22 06:26:00,0.0,3.7861,-0.13522,3.6508,0.0,23.18,13.753,24.592,0.00338,276.89,0.0,277.4,0.0,0.93599,0.93599,0.0,-99999.0,23.036,23.056,25.707,-99999.0,50
2015-07-22 06:27:00,0.0,3.7861,-0.15775,3.6283,0.0,23.217,13.753,24.604,0.00338,277.08,0.0,277.58,0.0,0.93666,0.93666,0.0,-99999.0,23.04,23.073,25.855,-803.65,50
2015-07-22 06:28:00,0.0,3.8761,-0.22536,3.6508,0.0,23.226,13.752,24.608,0.00338,277.25,0.0,277.77,0.0,0.93724,0.93724,0.0,-99999.0,23.043,23.078,26.0,-885.1799999999998,50
2015-07-22 06:29:00,0.0,3.8085,-0.13522,3.6733,0.0,23.259,13.751,24.619,0.00338,277.41,0.0,277.9,0.0,0.93775,0.93775,0.0,-99999.0,23.066,23.093,26.178,-99999.0,50
2015-07-22 06:30:00,0.0,3.8086,-0.20282,3.6058,0.0,23.261,13.752,24.63,0.00338,277.57,0.0,278.05,0.0,0.93832,0.93832,0.0,-99999.0,23.079,23.103,26.312,-828.0399999999998,50
2015-07-22 06:31:00,0.0,3.786,-0.15775,3.6282,0.0,23.315,13.751,24.639,0.00338,277.71,0.0,278.13,0.0,0.93875,0.93875,0.0,-99999.0,23.103,23.121,26.497,-723.75,50
2015-07-22 06:32:00,0.0,3.7635,-0.18029,3.5832,0.0,23.357,13.751,24.647,0.00338,277.83,0.0,278.26,0.0,0.93917,0.93917,0.0,-99999.0,23.115,23.133,26.675,-766.97,50
