measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__1222,ambient_temp__759,biased_3_10_leakage_na__1236,biased_3_11_leakage_na__1237,biased_3_12_leakage_na__1238,biased_3_13_leakage_na__1239,biased_3_16_leakage_na__1242,biased_3_3b_leakage_na__5161,biased_3_4b_leakage_na__5162,biased_module_voltage__1226,control_module_temp__1218,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,gh_irradiance__1217,inverter_temp_2__770,inveter_temp__763,irradiance_average__1224,irradiance_stability__1225,mod10_coulombs__1252,mod11_coulombs__1253,mod12_coulombs__1254,mod1_coulombs__1243,mod2_coulombs__1244,mod3b_coulombs__5164,mod4b_coulombs__5165,mod5b_coulombs__5166,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,precipitation__4822,relative_humidity__1223,unbiased_3_1_leakage_na__1227,unbiased_3_2_leakage_na__1228,unbiased_3_5b_leakage_na__5163,wetness_kohms__1219,wind_direction__1221,wind_speed__1220,system_id
2012-08-02 00:00:00,0.0,0.3831999999999999,-0.3155999999999999,0.0675999999999999,0.0,,22.597,,,,,,,,,,13.805,23.809,0.0041,0.7372539999999999,0.0,0.0,0.0,0.0030227413999999,0.0030227413999999,,0.0,-99999.0,,,,,,,,,,,22.556,22.457,19.83,-1.911,,,,,,,,,50
2012-08-02 00:01:00,0.0,0.3952999999999999,-0.0623999999999999,0.3328999999999999,0.0,,22.614,,,,,,,,,,13.801,23.809,0.0043,0.7522999999999999,0.0,-0.002,0.0,0.0032348899999999,0.0032348899999999,,0.0,-99999.0,,,,,,,,,,,22.556,22.456,19.821,-1.8259,,,,,,,,,50
2012-08-02 00:02:00,0.0,0.3605999999999999,-0.1578,0.2029,0.0,,22.501,,,,,,,,,,13.806,23.81,0.0047,0.7522999999999999,0.0,-0.0020999999999999,0.0,0.0035358099999999,0.0035358099999999,,0.0,-99999.0,,,,,,,,,,,22.559,22.46,19.767,-1.8272,,,,,,,,,50
2012-08-02 00:03:00,0.0,0.3831999999999999,-0.2253999999999999,0.1578,0.0,,22.446,,,,,,,,,,13.804,23.821,0.0041999999999999,0.7522999999999999,0.0,0.0,0.0,0.0031596599999999,0.0031596599999999,,0.0,-99999.0,,,,,,,,,,,22.568,22.469,19.717,-1.8942,,,,,,,,,50
2012-08-02 00:04:00,0.0,0.4733,-0.1802999999999999,0.2929999999999999,0.0,,22.445,,,,,,,,,,13.805,23.823,0.0038,0.7522999999999999,0.0,-0.0020999999999999,0.0,0.0028587399999999,0.0028587399999999,,0.0,-99999.0,,,,,,,,,,,22.561,22.469,19.742,-2.0116,,,,,,,,,50
2012-08-02 00:05:00,0.0,0.4057,-0.1802999999999999,0.2253999999999999,0.0,,22.476,,,,,,,,,,13.805,23.823,0.0038999999999999,0.7673459999999999,0.0,-0.0020999999999999,0.0,0.0029926494,0.0029926494,,0.0,-99999.0,,,,,,,,,,,22.554,22.463,19.8,-1.9278,,,,,,,,,50
2012-08-02 00:06:00,0.0,0.3831999999999999,-0.2929999999999999,0.0902,0.0,,22.5,,,,,,,,,,13.804,23.826,0.0041,0.7673459999999999,0.0,-0.0020999999999999,0.0,0.0031461186,0.0031461186,,0.0,-99999.0,,,,,,,,,,,22.557,22.463,19.818,-1.8607,,,,,,,,,50
2012-08-02 00:07:00,0.0,0.3831999999999999,-0.1126999999999999,0.2705,0.0,,22.499,,,,,,,,,,13.803,23.835,0.0038999999999999,0.7673459999999999,0.0,0.0,0.0,0.0029926494,0.0029926494,,0.0,-99999.0,,,,,,,,,,,22.566,22.467,19.833,-1.8272,,,,,,,,,50
2012-08-02 00:08:00,0.0,0.3831999999999999,-0.2929999999999999,0.0902,0.0,,22.525,,,,,,,,,,13.804,23.836,0.0041999999999999,0.7522999999999999,0.0,-0.0041999999999999,0.0,0.0031596599999999,0.0031596599999999,,0.0,-99999.0,,,,,,,,,,,22.566,22.466,19.885,-1.8104,,,,,,,,,50
2012-08-02 00:09:00,0.0,0.3831999999999999,0.0,0.3831999999999999,0.0,,22.536,,,,,,,,,,13.804,23.836,0.0044999999999999,0.7673459999999999,0.0,0.0020999999999999,0.0,0.0034530569999999,0.0034530569999999,,0.0,-99999.0,,,,,,,,,,,22.567,22.467,19.828,-1.8104,,,,,,,,,50
2012-08-02 00:10:00,0.0,0.4057,-0.2029,0.2029,0.0,,22.476,,,,,,,,,,13.804,23.84,0.0038,0.7522999999999999,0.0,0.0,0.0,0.0028587399999999,0.0028587399999999,,0.0,-99999.0,,,,,,,,,,,22.57,22.47,19.766,-1.8607,,,,,,,,,50
2012-08-02 00:11:00,0.0,0.4282,-0.2029,0.2253999999999999,0.0,,22.497,,,,,,,,,,13.802,23.849,0.0037,0.7522999999999999,0.0,-0.0020999999999999,0.0,0.0027835099999999,0.0027835099999999,,0.0,-99999.0,,,,,,,,,,,22.572,22.47,19.78,-1.8775,,,,,,,,,50
2012-08-02 00:12:00,0.0,0.4733,0.4733,0.9467,0.0,,22.473,,,,,,,,,,13.804,23.85,0.0044,0.7372539999999999,0.0,0.0,0.0,0.0032439176,0.0032439176,,0.0,32.938,,,,,,,,,,,22.569,22.466,19.792,-1.9781,,,,,,,,,50
2012-08-02 00:13:00,0.0,0.3831999999999999,-0.3381,0.0451,0.0,,22.488,,,,,,,,,,13.804,23.85,0.0035,0.7522999999999999,0.0,0.0,0.0,0.00263305,0.00263305,,0.0,-99999.0,,,,,,,,,,,22.565,22.468,19.758,-1.8775,,,,,,,,,50
