measured_on,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2015-07-24 00:00:00,0.0,3.691,-0.2025599999999999,3.4884,0.0,25.583,13.634,29.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,27.01,26.982,22.459,-321.33,50
2015-07-24 00:01:00,0.0,3.7809,-0.15754,3.6234,0.0,25.563,13.634,29.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.825,27.006,26.98,22.471,-797.4299999999998,50
2015-07-24 00:02:00,0.0,3.7584,-0.2700799999999999,3.4883,0.0,25.508,13.634,29.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.996,26.973,22.446,-291.51,50
2015-07-24 00:03:00,0.0,3.6684,0.0225099999999999,3.6909,0.0,25.569,13.634,29.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.988,26.967,22.525,-918.96,50
2015-07-24 00:04:00,0.0,3.736,-0.2700799999999999,3.4659,0.0,25.617,13.635,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.989,26.972,22.608,-438.44,50
2015-07-24 00:05:00,0.0,3.7136,-0.11253,3.601,0.0,25.62,13.634,29.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.972,26.958,22.597,-739.82,50
2015-07-24 00:06:00,0.0,3.7811,-0.15755,3.6235,0.0,25.575,13.634,29.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.572,26.968,26.948,22.562,-422.39,50
2015-07-24 00:07:00,0.0,3.7361,-0.24757,3.4885,0.0,25.539,13.635,29.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.976,26.95,22.542,-408.5,50
2015-07-24 00:08:00,0.0,3.7361,-0.11253,3.6235,0.0,25.501,13.635,29.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.97,26.946,22.505,-502.22,50
2015-07-24 00:09:00,0.0,3.7136,-0.18006,3.5335,0.0,25.422,13.634,29.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,26.964,26.944,22.509,-463.89,50
