measured_on,ac_current__379,ac_current__411,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__375,ac_power__407,ac_power__752,ac_voltage__378,ac_voltage__410,ac_volts__757,ambient_temp__380,ambient_temp__412,ambient_temp__759,das_battery_voltage__386,das_battery_voltage__769,das_temp__385,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__377,dc_pos_current__409,dc_pos_current__754,dc_pos_voltage__376,dc_pos_voltage__408,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__374,dc_power__406,dc_power__751,inverter_temp_2__770,inverter_temp__384,inverter_temp__416,inveter_temp__763,module_temp_1__381,module_temp_1__413,module_temp_1__760,module_temp_2__382,module_temp_2__414,module_temp_2__761,module_temp_3__383,module_temp_3__415,module_temp_3__762,module_temp_4__417,module_temp_5__418,module_temp_6__419,module_temp_7__420,poa_irradiance__373,poa_irradiance__405,poa_irradiance__750,power_factor__387,system_id
2011-05-19 00:00:00,,,0.0,0.3836,-0.4061,,,-0.0225999999999999,,,0.0,,,5.6059,,13.898,,20.518,0.0251,0.0,,,0.0071,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.351,,,21.52,,,5.0248,,,,,,,-484.87,,50
2011-05-19 00:01:00,,,0.0,0.4374,-0.1874,,,0.2499,,,0.0,,,5.5969,,13.895,,20.519,0.0264,0.0,,,0.0073,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.345,,,21.544,,,5.012,,,,,,,-440.29,,50
2011-05-19 00:02:00,,,0.0,0.3836,-0.3383999999999999,,,0.0451,,,0.0,,,5.5926,,13.898,,20.526,0.0279,0.0,,,0.0074999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.345,,,21.546,,,5.0009,,,,,,,-289.65,,50
2011-05-19 00:03:00,,,0.0,0.4287,-0.2707999999999999,,,0.1579,,,0.0,,,5.5877,,13.897,,20.531,0.0296,0.0,,,0.0067999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.335,,,21.514,,,4.9947,,,,,,,-568.27,,50
2011-05-19 00:04:00,,,0.0,0.3609999999999999,-0.4512999999999999,,,-0.0903,,,0.0,,,5.601,,13.897,,20.532,0.0258,0.0,,,0.0067999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.291,,,21.448,,,4.9829,,,,,,,-510.51,,50
2011-05-19 00:05:00,,,0.0,0.4061,-0.0451,,,0.3609999999999999,,,0.0,,,5.6219,,13.897,,20.542,0.0261,0.0,,,0.0068999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.227,,,21.382,,,4.9765,,,,,,,-569.05,,50
2011-05-19 00:06:00,,,0.0,0.4287,-0.2482,,,0.1804999999999999,,,0.0,,,5.5949,,13.897,,20.544,0.0242999999999999,0.0,,,0.0068999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.202,,,21.367,,,4.9582,,,,,,,-592.84,,50
2011-05-19 00:07:00,,,0.0,0.4964,0.1128,,,0.6091999999999999,,,0.0,,,5.5841,,13.897,,20.554,0.0238,0.0,,,0.0071,,,0.0020999999999999,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.201,,,21.377,,,4.9322,,,,,,,-786.2,,50
2011-05-19 00:08:00,,,0.0,0.3159,-0.2933,,,0.0225999999999999,,,0.0,,,5.5699,,13.897,,20.556,0.0236999999999999,0.0,,,0.0077999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.19,,,21.389,,,4.9033,,,,,,,-360.89,,50
2011-05-19 00:09:00,,,0.0,0.3383999999999999,-0.5189,,,-0.1804999999999999,,,0.0,,,5.5717,,13.897,,20.565,0.0236999999999999,0.0,,,0.0067999999999999,,,0.0,0.0,0.0,,,0.0,0.0,,,-99999.0,,,21.213,,,21.405,,,4.8912,,,,,,,-497.61,,50
