measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,system_id
2021-03-27 00:00:00,0.0,-2.4368,0.0,1.394,0.00216,13.863,0.00508,0.4258899999999999,0.0001399999999999,-0.0148299999999999,0.0,0.54149,0.00216,-2.9783,,21.135,21.031,-1.9917,50
2021-03-27 00:01:00,0.0,-2.4142,0.0,1.356,0.00214,13.864,0.00508,0.42165,0.0,-0.0042399999999999,0.0,0.56405,0.00214,-2.9783,,21.106,20.963,-2.0086,50
2021-03-27 00:02:00,0.0,-2.4819,0.0,1.3178,0.0020999999999999,13.863,0.00508,0.4131799999999999,-0.0002799999999999,0.0,0.0,0.56406,0.0020999999999999,-3.0459,,21.076,20.897,-2.0581,50
2021-03-27 00:03:00,0.0,-2.5044,0.0,1.3129,0.0021099999999999,13.864,0.00508,0.4153,-0.0001399999999999,-0.01271,0.0,0.58662,0.0021099999999999,-3.0911,,21.045,20.843,-2.1332,50
2021-03-27 00:04:00,0.0,-2.3691,0.0,1.2595,0.0020799999999999,13.863,0.00508,0.40894,0.0,-0.0084799999999999,0.0,0.58662,0.0020799999999999,-2.9557,,21.003,20.814,-2.153,50
2021-03-27 00:05:00,0.0,-2.4142,0.0,1.2077,0.00205,13.863,0.00508,0.40471,0.0,-0.0021199999999999,0.0,0.4963699999999999,0.00205,-2.9106,,20.987,20.809,-2.1146,50
2021-03-27 00:06:00,0.0,-2.5947,0.0,1.2391,0.00204,13.864,0.0049399999999999,0.4131799999999999,-0.0002799999999999,-0.00636,0.0,0.58662,0.00204,-3.1813,,21.025,20.86,-2.0457,50
2021-03-27 00:07:00,0.0,-2.4593,0.0,1.2626,0.0020699999999999,13.863,0.00508,0.40682,0.0002799999999999,-0.0021199999999999,0.0,0.51893,0.0020699999999999,-2.9783,,21.084,20.937,-2.0828,50
2021-03-27 00:08:00,0.0,-2.5947,0.0,1.261,0.0020899999999999,13.865,0.00508,0.4110599999999999,0.0,-0.0084799999999999,0.0,0.7219999999999999,0.0020899999999999,-3.3166,,21.111,20.977,-2.2038,50
2021-03-27 00:09:00,0.0,-2.6849,0.0,1.1636,0.0020699999999999,13.863,0.00508,0.40682,-0.0001399999999999,-0.0084799999999999,0.0,0.58662,0.0020699999999999,-3.2716,,21.092,20.956,-2.2648,50
