measured_on,ac_current__758,ac_power__752,ac_volts__757,ambient_temp__759,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2020-08-15 00:00:00,0.0,-3.0633,0.0,19.254,0.0,13.712,-0.0001399999999999,-0.0063499999999999,0.0,-0.0042299999999999,0.0,0.22524,0.0,-3.2885,-99999.0,25.133000000000003,25.05,15.164,-235.32,50
2020-08-15 00:01:00,0.0,-2.9957,0.0,19.159,0.0,13.712,-0.0001399999999999,-0.0063499999999999,0.0,0.0,0.0,0.27029,0.0,-3.266,-99999.0,25.142,25.059,15.098,-362.1,50
2020-08-15 00:02:00,0.0,-3.0183,0.0,19.076,0.0,13.712,0.0,0.0021199999999999,0.0,0.0,0.0,0.22524,0.0,-3.2435,-99999.0,25.151,25.072,14.954,-534.39,50
2020-08-15 00:03:00,0.0,-2.7705,0.0,19.018,2e-05,13.712,-0.0012699999999999,-0.0084599999999999,0.0001399999999999,0.0063499999999999,0.0,0.31534,2e-05,-3.0858,-99999.0,25.157,25.076,14.948,-587.98,50
2020-08-15 00:04:00,0.0,-2.9507,0.0,18.969,0.0,13.712,-0.0005599999999999,-0.0021199999999999,-0.0001399999999999,-0.0021199999999999,0.0,0.27029,0.0,-3.221,-99999.0,25.139,25.062,14.895,-737.69,50
2020-08-15 00:05:00,0.0,-2.9057,0.0,18.972,0.0,13.713,0.0001399999999999,-0.0021199999999999,0.0,0.0042299999999999,0.0,0.31534,0.0,-3.221,-99999.0,25.112,25.032,14.93,-485.75,50
2020-08-15 00:06:00,0.0,-3.0183,0.0,18.897,0.0,13.712,-0.0005599999999999,0.0,0.0,0.0,0.0,0.2477699999999999,0.0,-3.266,-99999.0,25.091,25.013,14.804,-285.6,50
2020-08-15 00:07:00,0.0,-2.8381,0.0,18.881,2e-05,13.713,-0.0009899999999999,-0.0105799999999999,-0.0001399999999999,0.0042299999999999,0.0,0.22524,1e-05,-3.0633,-99999.0,25.062,24.989,14.84,-477.96,50
2020-08-15 00:08:00,0.0,-2.8831,0.0,19.06,0.0,13.713,-0.0002799999999999,0.0021199999999999,0.0,-0.0063499999999999,0.0,0.2928199999999999,0.0,-3.1759,-99999.0,25.031,24.98,14.857,-633.85,50
2020-08-15 00:09:00,0.0,-2.9957,0.0,19.224,0.0,13.713,-0.0005599999999999,-0.0063499999999999,0.0,0.0021199999999999,0.0,0.2477699999999999,0.0,-3.2435,-99999.0,25.0,24.952,15.011,-596.53,50
