measured_on,ac_power_1__767,ac_power__752,ac_volts__757,ambient_temp__759,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__760,module_temp_2__761,module_temp_3__762,poa_irradiance__750,system_id
2008-06-25 00:00:00,-0.063,0.381,0.0,19.038,0.003,0.007,0.0,0.007,0.0,2e-05,0.0,22.495,22.531,24.973,0.0,0.0,12751.05,50
2008-06-25 00:15:00,-0.063,0.384,0.0,18.772,0.003,0.007,0.0,0.007,0.0,2e-05,0.0,22.269,22.306,24.749,0.0,0.0,12751.05,50
2008-06-25 00:30:00,-0.063,0.384,0.0,18.371,0.003,0.007,0.0,0.007,0.0,2e-05,0.0,22.093,22.118,24.547,0.0,0.0,12751.05,50
2008-06-25 00:45:00,-0.063,0.381,0.0,17.576,0.004,0.006,0.0,0.007,0.0,2e-05,0.0,22.135,22.137,24.376,0.0,0.0,12751.05,50
2008-06-25 01:00:00,-0.063,0.382,0.0,18.263,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,21.896,21.94,24.26,0.0,0.0,12751.05,50
2008-06-25 01:15:00,-0.063,0.387,0.0,18.046,0.004,0.006,0.0,0.006,0.0,2e-05,0.0,21.814,21.849,24.147,0.0,0.0,12751.05,50
2008-06-25 01:30:00,-0.063,0.397,0.0,17.967,0.004,0.008,0.0,0.008,0.0,3e-05,0.0,21.718,21.8,24.084,0.0,0.0,12751.05,50
2008-06-25 01:45:00,-0.063,0.4119999999999999,0.0,17.776,0.004,0.008,0.001,0.008,1e-05,3e-05,0.0,21.691,21.762,23.984,0.0,0.0,12751.05,50
2008-06-25 02:00:00,-0.063,0.4179999999999999,0.0,17.598,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,21.688,21.744,23.909,0.0,0.0,12751.05,50
2008-06-25 02:15:00,-0.063,0.397,0.0,17.708,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,21.567,21.619,23.829,0.0,0.0,12751.05,50
2008-06-25 02:30:00,-0.063,0.387,0.0,17.663,0.004,0.006,0.0,0.007,0.0,2e-05,0.0,21.409,21.467,23.739,0.0,0.0,12751.05,50
2008-06-25 02:45:00,-0.063,0.402,0.0,17.441,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,21.297,21.401,23.663,0.0,0.0,12751.05,50
2008-06-25 03:00:00,-0.063,0.401,0.0,17.513,0.004,0.007,0.0,0.007,0.0,3e-05,0.0,21.297,21.384,23.604,0.0,0.0,12751.05,50
2008-06-25 03:15:00,-0.063,0.443,0.0,17.99,0.004,0.007,0.0,0.006,0.0,3e-05,0.0,21.203,21.267,23.553,0.0,0.0,12751.05,50
2008-06-25 03:30:00,-0.062,0.4749999999999999,0.0,18.434,0.004,0.006,0.0,0.008,0.0,2e-05,0.0,21.121,21.158,23.496,0.0,0.0,12751.05,50
2008-06-25 03:45:00,-0.063,0.465,0.0,18.299,0.004,0.058,0.0,0.007,0.0,0.00023,0.0,21.087,21.112,23.446,0.0,0.0,12751.05,50
2008-06-25 04:00:00,-0.0609999999999999,0.4719999999999999,0.0,18.154,0.004,1.542,0.0,0.7309999999999999,0.0,0.00617,0.007,20.995,21.014,23.379,0.0,0.0,12751.05,50
2008-06-25 04:15:00,-0.021,0.548,0.0,17.935,0.005,19.496,0.0,18.72,0.0,0.0974799999999999,0.1189999999999999,20.917,20.949,23.305,0.0,0.0,12751.05,50
2008-06-25 04:30:00,-0.3489999999999999,-0.166,0.0,17.401,0.012,108.928,0.001,108.614,0.10861,1.30714,1.47,20.931,21.003,23.246,0.0,0.0,12751.05,50
2008-06-25 04:45:00,-1.234,-1.937,0.0,17.785,0.057,170.352,0.0259999999999999,172.313,4.48014,9.71006,14.214,21.001,21.067,23.213,0.0,0.0,12270.872,50
2008-06-25 05:00:00,10.886,22.288,0.0,18.156,0.158,203.654,0.125,205.891,25.73638,32.17733,52.86,21.147,21.216,23.179,0.0,0.0,12125.935,50
2008-06-25 05:15:00,42.746,86.14499999999998,0.0,18.56,0.4079999999999999,169.65,0.38,167.746,63.74348,69.2172,132.217,21.492,21.573,23.135,0.0,0.0,12751.05,50
2008-06-25 05:30:00,76.033,148.633,0.0,18.857,0.573,177.969,0.522,194.265,101.40633,101.97624,203.844,22.114,22.237,23.196,0.0,0.0,12751.05,50
2008-06-25 05:45:00,129.371,255.899,0.0,19.012,0.78,205.4,0.75,210.268,157.701,160.212,318.737,22.697,22.882,23.303,0.0,0.0,12751.05,50
2008-06-25 06:00:00,223.148,442.084,0.0,19.551,1.184,218.705,1.176,219.268,257.85917,258.94672,517.112,23.492,23.686,23.498,0.0,0.0,12751.05,50
2008-06-25 06:15:00,356.878,707.189,0.0,20.477,1.797,221.933,1.795,223.439,401.07301,398.8136,800.027,24.842,24.921,23.712,0.0,0.0,12751.05,50
2008-06-25 06:30:00,517.817,1026.901,0.0,21.838,2.538,223.49,2.525,226.855,572.80888,567.21762,1140.0,27.124,26.96,23.923,0.0,0.0,12751.05,50
2008-06-25 06:45:00,694.568,1378.353,0.0,22.403,3.37,223.736,3.358,227.185,762.88723,753.99032,1516.755,30.134,29.604,24.157,0.0,0.0,12751.05,50
2008-06-25 07:00:00,878.456,1744.829,0.0,23.206,4.236,224.298,4.239,226.628,960.67609,950.12633,1910.463,33.142,32.279,24.42,0.0,0.0,12751.05,50
2008-06-25 07:15:00,1051.739,2091.336,0.0,24.605,5.139,221.042,5.122,223.992,1147.28702,1135.93484,2282.373,35.326,34.237,24.726,0.0,0.0,12751.05,50
2008-06-25 07:30:00,1216.669,2421.254,0.0,25.603,6.016,218.243,6.015,220.303,1325.12255,1312.94989,2637.588,37.08,35.975,25.051,0.0,0.0,12751.05,50
2008-06-25 07:45:00,1378.089,2742.09,0.0,25.177,6.869,216.268,6.845,219.156,1500.12282,1485.54489,2985.704,38.708,37.69,25.44,0.0,0.0,12751.05,50
2008-06-25 08:00:00,1540.006,3061.021,0.0,25.61,7.740999999999999,214.048,7.737,216.981,1678.782,1656.94557,3335.187,40.406,39.456,25.877,0.0,0.0,12751.05,50
2008-06-25 08:15:00,1663.867,3307.648,0.0,25.249,8.478,211.341,8.489,213.826,1815.16891,1791.749,3606.262,41.961,40.935,26.34,0.0,0.0,12751.05,50
2008-06-25 08:30:00,1762.461,3504.436,0.0,26.032,9.139,207.987,9.145,210.505,1925.06823,1900.79319,3825.184,43.276,42.172,26.755,0.0,0.0,12751.05,50
2008-06-25 08:45:00,1854.483,3688.587,0.0,27.575,9.811000000000002,204.214,9.801,206.857,2027.40546,2003.54355,4030.581,44.358,43.194,27.122,0.0,0.0,12751.05,50
2008-06-25 09:00:00,1961.138,3881.879,0.0,28.098,10.345,204.116,10.446,205.229,2143.82213,2111.58002,4252.514,45.379,44.292,27.513,0.0,0.0,12751.05,50
2008-06-25 09:15:00,2048.029,4068.087,0.0,28.724,10.673,205.332,10.868,205.522,2233.6131,2191.50844,4421.146,44.484,42.368,27.929,0.0,0.0,12751.05,50
2008-06-25 09:30:00,2103.049,4164.055,0.0,29.294,10.902,206.644,11.021,207.862,2290.8471,2252.83289,4537.107,44.204,42.175,28.322,0.0,0.0,12751.05,50
2008-06-25 09:45:00,2214.546,4408.954,0.0,29.858,11.601,207.054,11.654,208.872,2434.19429,2402.03345,4823.764,44.871,42.595,28.706,0.0,0.0,12751.05,50
2008-06-25 10:00:00,1207.02,2392.747,0.0,29.71,6.392,204.605,6.57,203.739,1338.56523,1307.83516,2654.271,43.71,42.831,29.059,0.0,0.0,12751.05,50
2008-06-25 10:15:00,2298.822,4564.419,0.0,29.961,11.978,206.454,11.958,208.74,2496.11292,2472.90601,4959.931,44.611,43.29,29.308,0.0,0.0,12751.05,50
2008-06-25 10:30:00,2372.717,4706.586,0.0,30.935,12.413,207.443,12.516,208.486,2609.41078,2574.98996,5173.425,45.703,43.88,29.624,0.0,0.0,12751.05,50
2008-06-25 10:45:00,1367.233,2704.816,0.0,30.191,7.673,196.071,7.13,209.877,1496.42301,1504.45278,2983.333,45.896,44.509,29.95,0.0,0.0,12751.05,50
2008-06-25 11:00:00,1120.439,2239.0,0.0,28.378,5.809,211.069,5.552,219.023,1216.0157,1226.09982,2448.377,43.843,42.832,30.12,0.0,0.0,12751.05,50
2008-06-25 11:15:00,385.56,774.25,0.0,29.597,2.093,208.16,1.995,214.839,428.60381,435.67888,869.5069999999998,41.981,41.182,30.319,0.0,0.0,12751.05,50
2008-06-25 11:30:00,308.064,608.631,0.0,28.092,1.683,206.74,1.665,208.944,347.89176,347.94342,696.666,38.976,38.569,30.349,0.0,0.0,12751.05,50
2008-06-25 11:45:00,634.818,1263.957,0.0,27.112,3.203,216.979,3.187,219.139,698.39599,694.98374,1393.838,38.813,38.404,30.203,0.0,0.0,12751.05,50
2008-06-25 12:00:00,889.5259999999998,1769.832,0.0,27.645,4.439,216.765,4.414,219.907,970.6695,962.21984,1935.381,39.881,39.318,30.095,0.0,0.0,12751.05,50
2008-06-25 12:15:00,1923.102,3769.482,0.0,28.734,9.188,220.444,9.899,214.094,2119.31651,2025.43947,4112.751,41.339,40.667,30.026,0.0,0.0,12751.05,50
2008-06-25 12:30:00,2624.245,5226.226,0.0,30.47,13.767,207.016,13.764,208.491,2869.67012,2849.98927,5710.642,44.527,42.814,30.072,0.0,0.0,12751.05,50
2008-06-25 12:45:00,2471.719,4907.139,0.0,30.863,12.823,206.693,12.842,208.827,2681.75633,2650.42434,5322.996,45.815,43.808,30.322,0.0,0.0,12751.05,50
2008-06-25 13:00:00,2307.693,4570.396,0.0,29.861,11.94,207.855,12.035,209.703,2523.77561,2481.7887,4986.947,46.273,44.325,30.481,0.0,0.0,12751.05,50
2008-06-25 13:15:00,1666.306,3328.696,0.0,29.133,8.606999999999998,210.669,8.275,220.145,1821.69988,1813.22808,3638.911,46.003,45.159,30.564,0.0,0.0,12751.05,50
2008-06-25 13:30:00,1403.989,2792.874,0.0,29.455,7.17,211.48,7.240999999999999,211.71,1532.99211,1516.3116,3048.828,45.333,44.423,30.644,0.0,0.0,12751.05,50
2008-06-25 13:45:00,1197.674,2371.467,0.0,29.157,5.841,219.303,5.96,219.999,1311.19404,1280.94882,2595.904,43.512,42.821,30.678,0.0,0.0,12751.05,50
2008-06-25 14:00:00,2064.905,4111.504,0.0,30.769,10.8,206.23,10.822,207.554,2246.14939,2227.284,4471.497,44.811,43.174,30.728,0.0,0.0,12751.05,50
2008-06-25 14:15:00,1921.602,3817.161,0.0,31.691,10.099,204.845,10.11,206.829,2091.04119,2068.72966,4156.455,45.03,43.15,30.888,0.0,0.0,12751.05,50
2008-06-25 14:30:00,1836.093,3652.349,0.0,31.848,9.599,206.177,9.582,208.097,1993.98545,1979.09302,3970.636,45.167,43.192,31.075,0.0,0.0,12751.05,50
2008-06-25 14:45:00,1655.809,3295.43,0.0,32.24,8.707,205.706,8.686,208.173,1808.19068,1791.08214,3598.673,46.166,44.43,31.238,0.0,0.0,12751.05,50
2008-06-25 15:00:00,1509.347,3005.073,0.0,32.701,7.916,206.091,7.87,209.404,1648.00948,1631.41636,3279.505,46.326,45.659,31.419,0.0,0.0,12751.05,50
2008-06-25 15:15:00,1395.218,2778.493,0.0,33.057,7.301999999999999,206.598,7.258,209.779,1522.57598,1508.5786,3030.812,46.081,45.575,31.59,0.0,0.0,12751.05,50
2008-06-25 15:30:00,745.7329999999998,1468.038,0.0,32.268,3.642,218.876,3.845,213.165,819.6194299999999,797.14639,1617.305,43.969,43.82,31.698,0.0,0.0,12751.05,50
2008-06-25 15:45:00,1096.914,2182.446,0.0,32.088,5.531,214.761,5.499,218.135,1199.52437,1187.84309,2383.786,43.419,43.27,31.712,0.0,0.0,12751.05,50
2008-06-25 16:00:00,705.683,1395.501,0.0,32.346,3.589,211.97,3.62,213.886,774.26732,760.7603299999998,1537.422,42.737,42.73,31.717,0.0,0.0,12751.05,50
2008-06-25 16:15:00,301.158,599.594,0.0,31.058,1.664,204.438,1.646,207.0,340.722,340.18483,680.913,39.48,39.921,31.699,0.0,0.0,12751.05,50
2008-06-25 16:30:00,342.251,681.827,0.0,30.539,1.838,208.917,1.818,211.674,384.82333,383.98945,769.424,38.014,38.481,31.589,0.0,0.0,12751.05,50
2008-06-25 16:45:00,307.494,612.207,0.0,30.349,1.686,205.473,1.659,209.401,347.39626,346.42748,694.595,37.248,37.783,31.493,0.0,0.0,12751.05,50
2008-06-25 17:00:00,195.956,389.196,0.0,29.258,1.181,199.319,1.163,200.995,233.75719,235.39574,469.372,34.948,35.881,31.319,0.0,0.0,12751.05,50
2008-06-25 17:15:00,224.337,447.646,0.0,28.346,1.295,203.645,1.275,205.592,262.1298,263.72028,526.176,34.454,35.266,31.038,0.0,0.0,12751.05,50
2008-06-25 17:30:00,185.562,365.61,0.0,28.291,1.08,202.67,1.058,205.114,217.01061,218.8836,437.65,33.64,34.157,30.737,0.0,0.0,12751.05,50
2008-06-25 17:45:00,76.653,153.283,0.0,27.742,0.573,184.987,0.556,183.837,102.21337,105.99755,208.296,31.784,32.476,30.428,0.0,0.0,12751.05,50
2008-06-25 18:00:00,22.746,45.97,0.0,27.011,0.255,176.276,0.231,178.308,41.18915,44.95038,86.02599999999998,30.849,31.458,30.159,0.0,0.0,12751.05,50
