measured_on,ac_current__569,ac_current__758,ac_power_1__767,ac_power_2__768,ac_power__565,ac_power__752,ac_voltage__568,ac_volts__757,ambient_temp__570,ambient_temp__759,das_battery_voltage__575,das_battery_voltage__769,das_temp__574,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__567,dc_pos_current__754,dc_pos_voltage__566,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__564,dc_power__751,inverter_temp_2__770,inveter_temp__763,module_temp_1__571,module_temp_1__760,module_temp_2__572,module_temp_2__761,module_temp_3__573,module_temp_3__762,poa_irradiance__563,poa_irradiance__750,system_id
2012-10-08 00:00:00,,0.0,0.5873,-0.1355,,0.4517999999999999,,0.0,,5.0348,,14.043,,15.449,0.0102,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.911,,14.405,,0.3356,,-2.0496,50
2012-10-08 00:01:00,,0.0,0.5421,0.0208999999999999,,0.563,,0.0,,4.9353,,14.041,,15.439,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.989,,14.516,,0.1884,,-2.3262,50
2012-10-08 00:02:00,,0.0,0.5421,-0.0903999999999999,,0.4517999999999999,,0.0,,4.8974,,14.043,,15.438,0.0102,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,15.07,,14.606,,0.0507999999999999,,-2.4192,50
2012-10-08 00:03:00,,0.0,0.497,0.0225999999999999,,0.5196,,0.0,,4.8736,,14.044,,15.435,0.0102,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,15.118,,14.646,,0.0364,,-2.4192,50
2012-10-08 00:04:00,,0.0,0.497,-0.1355,,0.3614,,0.0,,4.9461,,14.042,,15.426,0.0105,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,15.124,,14.661,,0.0323999999999999,,-2.4193,50
2012-10-08 00:05:00,,0.0,0.5873,0.0451999999999999,,0.6325,,0.0,,5.1947,,14.044,,15.424,0.0103,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,15.11,,14.645,,0.1709,,-2.4192,50
2012-10-08 00:06:00,,0.0,0.5421,-0.0451999999999999,,0.497,,0.0,,5.2901,,14.044,,15.416,0.0103,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.987,,14.574,,0.3607,,-2.4024,50
2012-10-08 00:07:00,,0.0,0.6325,-0.2711,,0.3614,,0.0,,5.2554,,14.044,,15.415,0.0103,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.851,,14.432,,0.5222999999999999,,-2.4193,50
2012-10-08 00:08:00,,0.0,0.5421,-0.0677999999999999,,0.4743999999999999,,0.0,,5.079,,14.044,,15.405,0.0102,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.882,,14.449,,0.5164999999999998,,-2.4192,50
2012-10-08 00:09:00,,0.0,0.4292,-0.6099,,-0.1807,,0.0,,5.0091,,14.045,,15.404,0.0102,0.0,,0.0,,-0.0106,0.0,0.0,,0.0,0.0,-99999.0,,14.938,,14.508,,0.3822999999999999,,-2.4192,50
2012-10-08 00:10:00,,0.0,0.5646999999999999,0.3163,,0.881,,0.0,,4.895,,14.044,,15.4,0.0103,0.0,,0.0,,0.0064,0.0,0.0,,0.0,0.0,-99999.0,,14.967,,14.523,,0.2672999999999999,,-2.4025,50
2012-10-08 00:11:00,,0.0,0.5873,-0.3614,,0.2258999999999999,,0.0,,4.7298,,14.044,,15.393,0.0102,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.995,,14.545,,0.1297,,-2.0329,50
2012-10-08 00:12:00,,0.0,0.8132,0.5196,,1.3328,,0.0,,4.5717,,14.043,,15.394,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,33.427,,14.978,,14.563,,-0.0261,,-2.016,50
2012-10-08 00:13:00,,0.0,0.6551,-0.0225999999999999,,0.6325,,0.0,,4.4143,,14.044,,15.386,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.944,,14.582,,-0.1376,,-2.0161,50
2012-10-08 00:14:00,,0.0,0.4743999999999999,-0.5421,,-0.0677999999999999,,0.0,,4.3601,,14.045,,15.381,0.0103,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.897,,14.525,,-0.0869999999999999,,-2.3185,50
2012-10-08 00:15:00,,0.0,0.5873,0.0903999999999999,,0.6776999999999999,,0.0,,4.5955,,14.045,,15.375,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.858,,14.454,,0.0879,,-2.2513,50
2012-10-08 00:16:00,,0.0,0.4743999999999999,-0.5873,,-0.113,,0.0,,4.5594,,14.047,,15.371,0.0103,0.0,,0.0,,-0.0041999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.848,,14.459,,0.0874999999999999,,-2.3352,50
2012-10-08 00:17:00,,0.0,0.6099,0.1355,,0.7455,,0.0,,4.4889,,14.047,,15.367,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.885,,14.474,,0.0614999999999999,,-2.268,50
2012-10-08 00:18:00,,0.0,0.6776999999999999,-0.0903999999999999,,0.5873,,0.0,,4.2397,,14.046,,15.361,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.945,,14.545,,-0.0258,,-2.0497,50
2012-10-08 00:19:00,,0.0,0.497,0.1580999999999999,,0.6551,,0.0,,4.0383,,14.047,,15.358,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.997,,14.611,,-0.1401,,-2.0665,50
2012-10-08 00:20:00,,0.0,0.6776999999999999,0.5873,,1.265,,0.0,,3.9149,,14.047,,15.349,0.0103,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,30.414,,14.974,,14.598,,-0.2021999999999999,,-2.0665,50
2012-10-08 00:21:00,,0.0,0.6325,0.6099,,1.2424,,0.0,,3.8774,,14.047,,15.348,0.0105,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,28.74,,14.864,,14.509,,-0.3337,,-2.2177,50
2012-10-08 00:22:00,,0.0,0.5646999999999999,-0.3614,,0.2033,,0.0,,3.817,,14.047,,15.338,0.0106,0.0,,0.0,,0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.819,,14.439,,-0.4736,,-2.1841,50
2012-10-08 00:23:00,,0.0,0.497,0.0225999999999999,,0.5196,,0.0,,3.7529,,14.046,,15.336,0.0106,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.79,,14.388,,-0.6065,,-2.1673,50
2012-10-08 00:24:00,,0.0,0.5196,-0.1807,,0.3387999999999999,,0.0,,3.6844,,14.047,,15.327,0.0103,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.764,,14.338,,-0.6844,,-2.1169,50
2012-10-08 00:25:00,,0.0,0.4743999999999999,-0.2711,,0.2033,,0.0,,3.6315,,14.048,,15.322,0.0102,0.0,,0.0,,-0.0020999999999999,0.0,0.0,,0.0,0.0,-99999.0,,14.749,,14.312,,-0.7586,,-2.1337,50
2012-10-08 00:26:00,,0.0,0.5646999999999999,-0.0677999999999999,,0.497,,0.0,,3.6473,,14.048,,15.317,0.0102,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.747,,14.31,,-0.8442,,-2.2849,50
2012-10-08 00:27:00,,0.0,0.497,-0.0903999999999999,,0.4066,,0.0,,3.6224,,14.048,,15.308,0.0103,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,-99999.0,,14.725,,14.324,,-0.8962,,-2.4194,50
