measured_on,ac_current__758,ac_meter_1_power_kw__1041,ac_meter_2_power_kw__1042,ac_power_1__767,ac_power_2__768,ac_power__1137,ac_power__752,ac_power_metered_kw__1040,ac_volts__757,ambient_temp__1053,ambient_temp__1222,ambient_temp__759,biased_3_10_leakage_na__1236,biased_3_11_leakage_na__1237,biased_3_12_leakage_na__1238,biased_3_13_leakage_na__1239,biased_3_16_leakage_na__1242,biased_3_3b_leakage_na__5161,biased_3_4b_leakage_na__5162,biased_module_3_10_mv__1209,biased_module_3_11_mv__1210,biased_module_3_12_mv__1211,biased_module_3_13_mv__1212,biased_module_3_14_mv__1213,biased_module_3_15_mv__1214,biased_module_3_16_mv__1215,biased_module_3_4_mv__1203,biased_module_3_5_mv__1204,biased_module_3_6_mv__1205,biased_module_3_7_mv__1206,biased_module_3_8_mv__1207,biased_module_3_9_mv__1208,biased_module_voltage__1202,biased_module_voltage__1226,control_module_temp__1218,das_battery_voltage__769,das_temperature__764,dc_neg_current__756,dc_neg_voltage__755,dc_pos_current__754,dc_pos_voltage__753,dc_power_1__765,dc_power_2__766,dc_power__1136,dc_power__751,gh_irradiance__1217,hviv_load_temp_1__1191,hviv_load_temp_2__1192,hviv_load_temp_3__1193,inv1_ac_power_kw__1043,inv1_dc_current__1045,inv1_dc_power__1134,inv1_dc_voltage__1044,inv1_temp__1046,inv2_ac_power_kw__1047,inv2_dc_current__1049,inv2_dc_power__1135,inv2_dc_voltage__1048,inv2_temp__1050,inverter_temp_2__770,inveter_temp__763,irradiance_average__1224,irradiance_stability__1225,mod10_coulombs__1252,mod11_coulombs__1253,mod12_coulombs__1254,mod1_coulombs__1243,mod2_coulombs__1244,mod3b_coulombs__5164,mod4b_coulombs__5165,mod5b_coulombs__5166,module_temp_1__760,module_temp_2__761,module_temp_3__762,module_temp_5_1__4821,module_temp__1056,poa_irradiance__1055,poa_irradiance__750,poa_irradiance_refcell__1054,precipitation__4822,refcell_temp__1052,relative_humidity__1223,unbiased_3_1_leakage_na__1227,unbiased_3_2_leakage_na__1228,unbiased_3_5b_leakage_na__5163,unbiased_module_3_1_mv__1199,unbiased_module_3_2_mv__1200,unbiased_module_3_3_mv__1201,unbiased_module_temp_3_1__1195,unbiased_module_temp_3_2__1196,unbiased_module_temp_3_3__1197,wetness_kohms__1219,wind_direction__1221,wind_speed__1051,wind_speed__1220,system_id
2012-08-31 00:00:00,0.0,,,0.4506,0.2928999999999999,,0.7435,,0.0,,,21.136,,,,,,,,,,,,,,,,,,,,,,,,13.768,25.092,0.0032,0.662024,0.0,0.0,0.0,0.0021184768,,0.0021184768,,,,,,,,,,,,,,,0.0,42.472,,,,,,,,,,,22.773,22.662,17.935,,,,-1.6757,,,,,,,,,,,,,,,,,,50
2012-08-31 00:01:00,0.0,,,0.2928999999999999,-0.6985,,-0.4056,,0.0,,,21.169,,,,,,,,,,,,,,,,,,,,,,,,13.766,25.084,0.0033999999999999,0.662024,0.0,-0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.733,22.632,17.936,,,,-1.7763,,,,,,,,,,,,,,,,,,50
2012-08-31 00:02:00,0.0,,,0.4056,-0.1126999999999999,,0.2928999999999999,,0.0,,,21.149,,,,,,,,,,,,,,,,,,,,,,,,13.769,25.071,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.724,22.621,17.912,,,,-1.8098,,,,,,,,,,,,,,,,,,50
2012-08-31 00:03:00,0.0,,,0.3155,-0.3604999999999999,,-0.0451,,0.0,,,21.153,,,,,,,,,,,,,,,,,,,,,,,,13.769,25.057,0.0033999999999999,0.662024,0.0,0.0,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.717,22.612,17.855,,,,-1.9606,,,,,,,,,,,,,,,,,,50
2012-08-31 00:04:00,0.0,,,0.383,-0.0451,,0.338,,0.0,,,21.19,,,,,,,,,,,,,,,,,,,,,,,,13.769,25.047,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.723,22.621,17.867,,,,-1.9606,,,,,,,,,,,,,,,,,,50
2012-08-31 00:05:00,0.0,,,0.4056,-0.1126999999999999,,0.2928999999999999,,0.0,,,21.178,,,,,,,,,,,,,,,,,,,,,,,,13.769,25.038,0.0033999999999999,0.662024,0.0,0.0,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.732,22.631,17.852,,,,-1.9439,,,,,,,,,,,,,,,,,,50
2012-08-31 00:06:00,0.0,,,0.3604999999999999,-0.0451,,0.3155,,0.0,,,21.16,,,,,,,,,,,,,,,,,,,,,,,,13.769,25.027,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.734,22.634,17.853,,,,-1.9606,,,,,,,,,,,,,,,,,,50
2012-08-31 00:07:00,0.0,,,0.2703999999999999,-0.4056,,-0.1351999999999999,,0.0,,,21.139,,,,,,,,,,,,,,,,,,,,,,,,13.77,25.016,0.0033999999999999,0.662024,0.0,-0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.725,22.63,17.858,,,,-1.8266,,,,,,,,,,,,,,,,,,50
2012-08-31 00:08:00,0.0,,,0.338,-0.2028,,0.1351999999999999,,0.0,,,20.991,,,,,,,,,,,,,,,,,,,,,,,,13.771,25.005,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.72,22.616,17.811,,,,-1.7931,,,,,,,,,,,,,,,,,,50
2012-08-31 00:09:00,0.0,,,0.2928999999999999,-0.1577,,0.1351999999999999,,0.0,,,20.943,,,,,,,,,,,,,,,,,,,,,,,,13.771,24.997,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.715,22.61,17.785,,,,-1.9774,,,,,,,,,,,,,,,,,,50
2012-08-31 00:10:00,0.0,,,0.4056,-0.0451,,0.3604999999999999,,0.0,,,20.904,,,,,,,,,,,,,,,,,,,,,,,,13.771,24.985,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.686,22.578,17.775,,,,-2.0109,,,,,,,,,,,,,,,,,,50
2012-08-31 00:11:00,0.0,,,0.3155,-0.3604999999999999,,-0.0451,,0.0,,,20.898,,,,,,,,,,,,,,,,,,,,,,,,13.771,24.972,0.0033999999999999,0.662024,0.0,-0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.647,22.545,17.787,,,,-2.0109,,,,,,,,,,,,,,,,,,50
2012-08-31 00:12:00,0.0,,,0.2703999999999999,-0.4056,,-0.1351999999999999,,0.0,,,20.953,,,,,,,,,,,,,,,,,,,,,,,,13.771,24.965,0.0033999999999999,0.662024,0.0,-0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.608,22.5,17.818,,,,-1.9606,,,,,,,,,,,,,,,,,,50
2012-08-31 00:13:00,0.0,,,0.3155,0.3604999999999999,,0.676,,0.0,,,20.943,,,,,,,,,,,,,,,,,,,,,,,,13.772,24.953,0.0033999999999999,0.662024,0.0,0.0041999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.601,22.485,17.848,,,,-2.0109,,,,,,,,,,,,,,,,,,50
2012-08-31 00:14:00,0.0,,,0.3604999999999999,-0.0901,,0.2703999999999999,,0.0,,,20.978,,,,,,,,,,,,,,,,,,,,,,,,13.772,24.943,0.0033999999999999,0.67707,0.0,0.0,0.0,0.002302038,,0.002302038,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.59,22.466,17.896,,,,-1.9606,,,,,,,,,,,,,,,,,,50
2012-08-31 00:15:00,0.0,,,0.338,-0.0675999999999999,,0.2703999999999999,,0.0,,,20.986,,,,,,,,,,,,,,,,,,,,,,,,13.772,24.93,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.574,22.461,17.915,,,,-1.9942,,,,,,,,,,,,,,,,,,50
2012-08-31 00:16:00,0.0,,,0.3604999999999999,-0.2928999999999999,,0.0675999999999999,,0.0,,,20.958,,,,,,,,,,,,,,,,,,,,,,,,13.773,24.918,0.0033999999999999,0.662024,0.0,0.0,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.542,22.456,17.912,,,,-1.9942,,,,,,,,,,,,,,,,,,50
2012-08-31 00:17:00,0.0,,,0.3604999999999999,-0.0224999999999999,,0.338,,0.0,,,20.917,,,,,,,,,,,,,,,,,,,,,,,,13.774,24.908,0.0033999999999999,0.662024,0.0,0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.527,22.443,17.856,,,,-1.9271,,,,,,,,,,,,,,,,,,50
2012-08-31 00:18:00,0.0,,,0.3155,-0.2028,,0.1126999999999999,,0.0,,,20.868,,,,,,,,,,,,,,,,,,,,,,,,13.774,24.898,0.0033999999999999,0.662024,0.0,-0.0020999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.519,22.437,17.836,,,,-2.0109,,,,,,,,,,,,,,,,,,50
2012-08-31 00:19:00,0.0,,,0.383,0.0451,,0.4280999999999999,,0.0,,,20.852,,,,,,,,,,,,,,,,,,,,,,,,13.774,24.887,0.0033999999999999,0.662024,0.0,0.0064,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.53,22.425,17.756,,,,-1.9105,,,,,,,,,,,,,,,,,,50
2012-08-31 00:20:00,0.0,,,0.3604999999999999,-0.1577,,0.2028,,0.0,,,20.791,,,,,,,,,,,,,,,,,,,,,,,,13.774,24.874,0.0033999999999999,0.662024,0.0,-0.0041999999999999,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.517,22.396,17.717,,,,-1.944,,,,,,,,,,,,,,,,,,50
2012-08-31 00:21:00,0.0,,,0.383,-0.1126999999999999,,0.2703999999999999,,0.0,,,20.742,,,,,,,,,,,,,,,,,,,,,,,,13.775,24.862,0.0033999999999999,0.662024,0.0,0.0,0.0,0.0022508815999999,,0.0022508815999999,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.495,22.383,17.678,,,,-2.011,,,,,,,,,,,,,,,,,,50
2012-08-31 00:22:00,0.0,,,0.3155,-0.4732,,-0.1577,,0.0,,,20.783,,,,,,,,,,,,,,,,,,,,,,,,13.775,24.854,0.0033999999999999,0.646978,0.0,0.0,0.0,0.0021997252,,0.0021997252,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.489,22.378,17.724,,,,-1.9607,,,,,,,,,,,,,,,,,,50
2012-08-31 00:23:00,0.0,,,0.4056,0.4506,,0.8561999999999999,,0.0,,,20.753,,,,,,,,,,,,,,,,,,,,,,,,13.775,24.843,0.0033999999999999,0.616886,0.0,0.0020999999999999,0.0,0.0020974124,,0.0020974124,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.479,22.369,17.679,,,,-1.8434,,,,,,,,,,,,,,,,,,50
2012-08-31 00:24:00,0.0,,,0.3604999999999999,-0.2028,,0.1577,,0.0,,,20.754,,,,,,,,,,,,,,,,,,,,,,,,13.775,24.834,0.0033999999999999,0.616886,0.0,-0.0020999999999999,0.0,0.0020974124,,0.0020974124,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.481,22.368,17.634,,,,-1.9774,,,,,,,,,,,,,,,,,,50
2012-08-31 00:25:00,0.0,,,0.383,-0.3155,,0.0675999999999999,,0.0,,,20.742,,,,,,,,,,,,,,,,,,,,,,,,13.776,24.818,0.0033999999999999,0.616886,0.0,0.0,0.0,0.0020974124,,0.0020974124,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.477,22.364,17.613,,,,-1.9607,,,,,,,,,,,,,,,,,,50
2012-08-31 00:26:00,0.0,,,0.383,-0.3604999999999999,,0.0224999999999999,,0.0,,,20.705,,,,,,,,,,,,,,,,,,,,,,,,13.776,24.807,0.0033999999999999,0.616886,0.0,-0.0020999999999999,0.0,0.0020974124,,0.0020974124,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.463,22.343,17.576,,,,-2.011,,,,,,,,,,,,,,,,,,50
2012-08-31 00:27:00,0.0,,,0.383,-0.1351999999999999,,0.2479,,0.0,,,20.701,,,,,,,,,,,,,,,,,,,,,,,,13.777,24.797,0.0033999999999999,0.60184,0.0,-0.0020999999999999,0.0,0.002046256,,0.002046256,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.452,22.33,17.519,,,,-1.9942,,,,,,,,,,,,,,,,,,50
2012-08-31 00:28:00,0.0,,,0.3155,-0.0901,,0.2253,,0.0,,,20.681,,,,,,,,,,,,,,,,,,,,,,,,13.777,24.791,0.0033999999999999,0.616886,0.0,0.0,0.0,0.0020974124,,0.0020974124,,,,,,,,,,,,,,,0.0,-99999.0,,,,,,,,,,,22.437,22.329,17.48,,,,-2.011,,,,,,,,,,,,,,,,,,50
